#No of rows lightened (2D detector)1(if not using 2D detector, value is 1 and can be ignored!)
x,raw_y,data-bg,sum_components,bg,sum_fit,bg_shirley_,a1,v2,v3
297.29999999999995,1067.0,355.8722251711506,387.70348401636306,711.1277748288494,1098.8312588452125,711.1277748288494,33.96022281802437,35.545783570116285,318.1974776282223
297.20000000000005,1076.0,367.0375814936174,405.1160865751783,708.9624185063826,1114.078505081561,708.9624185063826,34.73104845342963,36.52731271173063,333.85772541001813
297.0999999999999,1120.0,413.22120230240284,423.4710986844723,706.7787976975972,1130.2498963820694,706.7787976975972,35.52842035060087,37.54954682135742,350.39313151251406
297.0,1133.0,428.4941161554142,442.79786514140244,704.5058838445858,1147.3037489859882,704.5058838445858,36.353571663516455,38.6147375808085,367.82955589707734
296.9000000000001,1123.0,420.7934120442194,463.11882415038485,702.2065879557806,1165.3254121061655,702.2065879557806,37.20780799446145,39.725292251105124,386.18572390481825
296.79999999999995,1137.0,437.072414059337,484.4471081109341,699.927585940663,1184.374694051597,699.927585940663,38.09251256255974,40.88378654194412,405.4708090064304
296.70000000000005,1151.0,453.37982749761727,506.7836993968881,697.6201725023827,1204.4038718992708,697.6201725023827,39.00915180767953,42.092978717510356,425.6815688716983
296.5999999999999,1203.0,507.7156523590604,530.1141237235563,695.2843476409396,1225.398471364496,695.2843476409396,39.95928147215878,43.355825073368244,446.7990171780292
296.5,1256.0,563.1570053636792,554.4046923511091,692.8429946363208,1247.24768698743,692.8429946363208,40.94455320743294,44.67549693537823,468.7846422082979
296.4000000000001,1269.0,578.7059158988427,579.5983474469253,690.2940841011573,1269.8924315480826,690.2940841011573,41.96672175805683,46.055399350197625,491.5762263386709
296.29999999999995,1262.0,574.2812084698002,605.6102252858103,687.7187915301998,1293.3290168160102,687.7187915301998,43.02765278146397,47.49919165769084,515.0833808466555
296.20000000000005,1273.0,587.8422953291764,632.3231313688785,685.1577046708236,1317.4808360397021,685.1577046708236,44.12933136860808,49.0108101593904,539.18298984088
296.0999999999999,1384.0,701.425705449609,659.5832193649405,682.574294550391,1342.1575139153315,682.574294550391,45.27387133824141,50.594493124083094,563.714854902616
296.0,1380.0,700.2343775679747,687.1962773680623,679.7656224320253,1366.9618998000876,679.7656224320253,46.463525386098205,52.25480840205214,588.4779435799119
295.9000000000001,1443.0,766.0349321368652,714.9251397554605,676.9650678631348,1391.8902076185952,676.9650678631348,47.70069618013654,53.99668395445094,613.2277596208729
295.79999999999995,1427.0,752.9633381099883,742.4888427705201,674.0366618900117,1416.5255046605319,674.0366618900117,48.987948503915824,55.825441643622014,637.6754526229822
295.70000000000005,1474.0,802.8592738852107,769.5642005650326,671.1407261147893,1440.704926679822,671.1407261147893,50.3280225628518,57.746834675276055,661.4893433269048
295.5999999999999,1550.0,881.8505908667654,795.790462949721,668.1494091332346,1463.9398720829556,668.1494091332346,51.723848582419855,59.76708913467061,684.2995252326306
295.5,1565.0,899.9961412883463,820.7775920685158,665.0038587116537,1485.7814507801695,665.0038587116537,53.1785628436071,61.892950117089924,705.7060791078189
295.4000000000001,1571.0,909.1721325204588,844.118435589777,661.8278674795412,1505.9463030693182,661.8278674795412,54.69552531974706,64.1317330195849,725.2911772504452
295.29999999999995,1607.0,948.3603000767839,865.4046715088257,658.6396999232161,1524.0443714320418,658.6396999232161,56.278339100070525,66.49138063632734,742.6349517724278
295.20000000000005,1556.0,900.6215255783845,884.2458796846049,655.3784744216155,1539.6243541062204,655.3784744216155,57.93087180991922,68.9805267861986,757.3344810884871
295.0999999999999,1561.0,908.7792523241781,900.2905241304657,652.2207476758219,1552.5112718062876,652.2207476758219,59.657279265740144,71.60856729923327,769.0246775654922
295.0,1574.0,924.9471260068156,913.2471126064131,649.0528739931844,1562.2999865995976,649.0528739931844,61.46203163526726,74.38573929971676,777.399341671429
294.9000000000001,1634.0,988.1413817252467,922.9034614869965,645.8586182747533,1568.7620797617499,645.8586182747533,63.34994241090607,77.32320985047105,782.2303092256194
294.79999999999995,1509.0,866.4574006858041,929.1419474832031,642.5425993141959,1571.684546797399,642.5425993141959,65.32620054736608,80.43317516578163,783.3825717700553
294.70000000000005,1566.0,926.5197462252657,931.9489362205908,639.4802537747343,1571.429189995325,639.4802537747343,67.39640616481083,83.72897176245716,780.8235582933228
294.5999999999999,1516.0,879.6977668447469,931.4172225992288,636.3022331552531,1567.719455754482,636.3022331552531,69.56661027696948,87.22520110077356,774.6254112214857
294.5,1468.0,834.7743180957898,927.741192970047,633.2256819042102,1560.9668748742572,633.2256819042102,71.84335907117261,90.93786947102909,764.9599644278453
294.4000000000001,1510.0,879.7534587531318,921.2053534228608,630.2465412468682,1551.451894669729,630.2465412468682,74.23374334647882,94.88454510933936,752.0870649670426
294.29999999999995,1481.0,853.8178336799622,912.1676737350031,627.1821663200378,1539.3498400550409,627.1821663200378,76.74545380810655,99.08453477722304,736.3376851496735
294.20000000000005,1479.0,854.8233563730981,901.0397217426672,624.1766436269019,1525.216365369569,624.1766436269019,79.38684302474961,103.55908231442898,718.0937964034886
294.0999999999999,1493.0,871.8248202914968,888.2657340913478,621.1751797085032,1509.440913799851,621.1751797085032,82.16699498252723,108.33159197011935,697.7671471387011
294.0,1516.0,897.8546956330581,874.302601288892,618.1453043669419,1492.447905655834,618.1453043669419,85.09580331893201,113.42787962869096,675.7789183412689
293.9000000000001,1449.0,833.9312468841009,859.602323967155,615.0687531158991,1474.6710770830541,615.0687531158991,88.18405949747992,118.876455365275,652.5418091044002
293.79999999999995,1399.0,786.8718291814364,844.5979455769636,612.1281708185636,1456.7261163955272,612.1281708185636,91.44355239315965,124.7088410749085,628.4455521088955
293.70000000000005,1374.0,764.7109421103336,829.6934049843529,609.2890578896664,1438.9824628740193,609.2890578896664,94.88718100818782,130.95992719619903,603.8462967799661
293.5999999999999,1419.0,812.4993203550115,815.257271969809,606.5006796449885,1421.7579516147975,606.5006796449885,98.52908233458582,137.6683727564485,579.0598168787745
293.5,1392.0,788.379021031284,801.6199797819357,603.620978968716,1405.2409587506518,603.620978968716,102.38477673480513,144.8770530442846,554.3581500028461
293.4000000000001,1409.0,808.2039282485997,789.0739632097092,600.7960717514003,1389.8700349611095,600.7960717514003,106.4713336376705,152.63355908691113,529.9690704851276
293.29999999999995,1399.0,801.0633350511848,777.8760316474572,597.9366649488152,1375.8126965962724,597.9366649488152,110.80756085833978,160.99075264852706,506.0777181405905
293.20000000000005,1372.0,776.9024479800819,768.2513229989286,595.0975520199181,1363.3488750188467,595.0975520199181,115.41422146871064,170.00737950285748,482.82972202736056
293.0999999999999,1348.0,755.6867674500223,760.3982610941613,592.3132325499777,1352.711493644139,592.3132325499777,120.31428289181792,179.74874201510252,460.3352361872408
293.0,1410.0,820.4223816231124,754.4940455078795,589.5776183768876,1344.071663884767,589.5776183768876,125.53320379988598,190.28742924266956,438.673412465324
292.9000000000001,1341.0,754.283817813066,750.7003145680892,586.716182186934,1337.4164967550232,586.716182186934,131.0992654991595,201.70409833427456,417.8969507346552
292.79999999999995,1348.0,764.0052262745746,749.168724165718,583.9947737254254,1333.1634978911434,583.9947737254254,137.04395582921805,214.0882942736399,398.0364740628601
292.70000000000005,1349.0,767.7408404476647,750.0462677056486,581.2591595523353,1331.3054272579839,581.2591595523353,143.40241524906418,227.5392850190594,379.10456743752496
292.5999999999999,1361.0,782.4784840081235,753.4802220292339,578.5215159918765,1332.0017380211104,578.5215159918765,150.21395679582196,242.16687451551016,361.0993907179018
292.5,1391.0,815.2404802170078,759.6226391576964,575.7595197829922,1335.3821589406887,575.7595197829922,157.52267407069678,258.0921351276567,344.0078299593428
292.4000000000001,1390.0,817.0633580469547,768.6343143177177,572.9366419530453,1341.570956270763,572.9366419530453,165.37815443940886,275.4479714184805,327.8081884598282
292.29999999999995,1430.0,859.884206489533,780.6881470764915,570.115793510467,1350.8039405869586,570.115793510467,173.83631835897086,294.37938585118985,312.47244286633077
292.20000000000005,1418.0,850.7862304268618,795.9717740582063,567.2137695731382,1363.1855436313444,567.2137695731382,182.960410324116,315.04326017913866,297.9681035549514
292.0999999999999,1473.0,908.6639017157656,814.6892872468759,564.3360982842344,1379.0253855311103,564.3360982842344,192.82217256364558,337.607389624982,284.2597250582483
292.0,1495.0,933.6531893099515,837.0617592439947,561.3468106900485,1398.4085699340433,561.3468106900485,203.5032395596353,362.2484058226082,271.31011386175123
291.9000000000001,1450.0,891.6871234262502,863.3261743117986,558.3128765737498,1421.6390508855484,558.3128765737498,215.09680003146812,389.148095059665,259.08127922066546
291.79999999999995,1474.0,918.6297351109545,893.7322122884534,555.3702648890455,1449.102477177499,555.3702648890455,227.70958362946712,418.48745956619473,247.5351690927916
291.70000000000005,1516.0,963.6210520925093,928.5361585694633,552.3789479074907,1480.915106476954,552.3789479074907,241.4642427696727,450.4376870226195,236.6342287771711
291.5999999999999,1550.0,1000.6976033435521,967.9910373203779,549.3023966564479,1517.2934339768258,549.3023966564479,256.5022165540137,485.1470057399264,226.34181502643796
291.5,1605.0,1058.8431537651331,1012.3319301673713,546.156846234867,1558.4887764022383,546.156846234867,272.98718460021325,522.7222519012802,216.62249366587773
291.4000000000001,1617.0,1074.1003204919962,1061.755429666879,542.8996795080038,1604.655109174883,542.8996795080038,291.1092453514005,563.2039399780962,207.44224433738225
291.29999999999995,1599.0,1059.3818398672843,1116.3924212119382,539.6181601327156,1656.010581344654,539.6181601327156,311.08998822306256,606.5338409700057,198.7685920188702
291.20000000000005,1709.0,1172.626830269935,1176.2740916615303,536.3731697300651,1712.6472613915953,536.3731697300651,333.18867501405873,652.5147351569238,190.5706814905476
291.0999999999999,1758.0,1225.0950532831498,1241.292492530622,532.9049467168503,1774.1974392474722,532.9049467168503,357.7098081896018,700.7633764107653,182.8193079302547
291.0,1834.0,1304.6627162774341,1311.1594131826523,529.3372837225659,1840.4966969052182,529.3372837225659,385.01244921035186,750.6600496812575,175.48691429104284
290.9000000000001,1905.0,1379.3846127117445,1385.3708864344576,525.6153872882554,1910.9862737227131,525.6153872882554,415.5217700390289,801.3015523968006,168.54756399862825
290.79999999999995,1962.0,1440.2505956492378,1463.1891055749866,521.7494043507623,1984.938509925749,521.7494043507623,449.7434920077683,851.4687178090985,161.97689575811978
290.70000000000005,1922.0,1404.2322536667507,1543.6578886942593,517.7677463332494,2061.4256350275086,517.7677463332494,488.2821139384157,899.6237089316317,155.7520658242119
290.5999999999999,2068.0,1554.1327361895128,1625.6700938002114,513.8672638104873,2139.5373576106986,513.8672638104873,531.8641951632231,943.9542167154087,149.85168192157906
290.5,2176.0,1666.3295092681149,1708.1027898411783,509.6704907318852,2217.7732805730634,509.6704907318852,581.368500314338,982.4785574678958,144.25573205894426
290.4000000000001,2237.0,1731.7454561825436,1790.0261175602284,505.2545438174563,2295.2806613776847,505.2545438174563,637.865628607432,1013.2149782313674,138.9455107214288
290.29999999999995,2329.0,1828.2851957264675,1870.9747661341707,500.7148042735326,2371.6895704077033,500.7148042735326,702.6709972479888,1034.4002245649197,133.90354432126233
290.20000000000005,2507.0,2011.0116389083175,1951.2517057665643,495.9883610916824,2447.240066858247,495.9883610916824,777.4169836799811,1044.72120478062,129.11351730596314
290.0999999999999,2527.0,2036.099313041808,2032.221859971157,490.90068695819195,2523.122546929349,490.90068695819195,864.153087354624,1043.5085726724624,124.56019994407096
290.0,2641.0,2155.227574922674,2116.5592641856924,485.7724250773259,2602.3316892630182,485.7724250773259,965.4878958355314,1030.8419898384598,120.22937851170072
289.9000000000001,2727.0,2246.5871869635794,2208.439918990025,480.4128130364205,2688.8527320264457,480.4128130364205,1084.7947603512937,1007.5373702675008,116.10778837123055
289.79999999999995,2895.0,2420.121326318199,2313.7196743295867,474.87867368180116,2788.5983480113878,474.87867368180116,1226.5168360484336,975.0197880257958,112.18305025535713
289.70000000000005,2970.0,2500.996402750771,2440.192217859713,469.003597249229,2909.195815108942,469.003597249229,1396.631134624102,935.1174733029575,108.44360993265357
289.5999999999999,3122.0,2659.0236832360006,2598.0821914843896,462.97631676399936,3061.058508248389,462.97631676399936,1603.3745376146394,889.8289725423739,104.87868132737619
289.5,3313.0,2856.359430601283,2801.0066131783187,456.6405693987172,3257.647182577036,456.6405693987172,1858.415863391167,841.1125566977463,101.47819308940531
289.4000000000001,3582.0,3132.0827909539994,3067.7791016538677,449.9172090460006,3517.6963106998683,449.9172090460006,2178.8165870955977,790.7297760050416,98.2327385532284
289.29999999999995,3810.0,3367.352056508914,3425.733866049668,442.647943491086,3868.381809540754,442.647943491086,2590.4465158963635,740.1538211683384,95.1335289849663
289.20000000000005,4280.0,3845.0840223839077,3916.9202627202376,434.91597761609233,4351.83624033633,434.91597761609233,3134.211442001928,690.5364707300027,92.17234998830644
289.0999999999999,5053.0,4626.769800322221,4610.029141659156,426.23019967777833,5036.259341336935,426.23019967777833,3877.969206267818,642.7184144692741,89.34152092206448
289.0,5912.0,5496.024294696593,5624.154153488203,415.97570530340766,6040.12985879161,415.97570530340766,4940.254395610396,597.2659007062496,86.6338571715568
288.9000000000001,7443.0,7039.022032820733,7175.605443820636,403.97796717926644,7579.583410999902,403.97796717926644,6537.043571167665,554.5192375425517,84.04263511041998
288.79999999999995,10357.0,9968.126763006456,9653.274716979793,388.87323699354346,10042.147953973337,388.87323699354346,9057.07019961832,514.6429577725761,81.56155958889796
288.70000000000005,14370.0,14002.145127984766,13638.939971120213,367.8548720152344,14006.794843135447,367.8548720152344,13082.08361423355,477.6716231001899,79.18473378647322
288.5999999999999,19862.0,19523.307424473936,19496.771347601054,338.6925755260646,19835.463923127118,338.6925755260646,18976.31625047605,443.5484658539538,76.9066312710485
288.5,25946.0,25647.61511639237,26112.395026811977,298.38488360762847,26410.779910419606,298.38488360762847,25625.516767309768,412.1561893892911,74.72207011292
288.4000000000001,29840.0,29594.269601062384,30061.411418266925,245.73039893761546,30307.14181720454,245.73039893761546,29605.444781568578,383.34044778998725,72.62618890835995
288.29999999999995,28438.0,28252.826520146376,28122.705244872886,185.17347985362522,28307.87872472651,185.17347985362522,27695.163746176964,356.92707412050027,70.61442457542205
288.20000000000005,22021.0,21893.538238139354,21240.90202235614,127.46176186064585,21368.363784216785,127.46176186064585,20839.48525662956,332.7342739343558,68.68249179222317
288.0999999999999,13932.0,13849.227377386958,13551.013256215034,82.77262261304226,13633.785878828076,82.77262261304226,13173.605959894225,310.58093236490856,66.82636395590112
288.0,7796.0,7741.500802208608,7930.830491695594,54.49919779139232,7985.329689486986,54.49919779139232,7575.496216779202,290.292019367925,65.04225554846721
287.9000000000001,4350.0,4311.321906135505,4632.17488122352,38.67809386449473,4670.852975088015,38.67809386449473,4297.146386880816,271.7018885394926,63.32660580321168
287.79999999999995,2621.0,2591.149741189633,2836.163680228741,29.850258810367087,2866.013939039108,29.850258810367087,2519.8315303117115,254.65608634405586,61.67606357297404
287.70000000000005,1774.0,1749.468765483163,1841.6163165649127,24.531234516837042,1866.1475510817497,24.531234516837042,1542.5167075012002,239.01213575518798,60.08747330852452
287.5999999999999,1309.0,1288.0688986753476,1261.790063180528,20.931101324652367,1282.7211645051805,20.931101324652367,978.5925661160851,224.6396350024009,58.55786206204224
287.5,1007.0,988.7253667410558,905.659395927487,18.2746332589442,923.9340291864312,18.2746332589442,637.1550520292183,211.41991646112177,57.08442743714701
287.4000000000001,780.0,763.7689598213964,677.2776471268234,16.231040178603568,693.508687305427,16.231040178603568,422.3676821327034,199.2454385814184,55.66452641270172
287.29999999999995,627.0,612.351881969027,525.6800184463942,14.648118030972972,540.3281364773673,14.648118030972972,283.3653229627884,188.019030510236,54.2956649733699
287.20000000000005,508.0,494.62430784923635,422.17844283443696,13.375692150763676,435.5541349852006,13.375692150763676,191.54988390359998,177.65307044585617,52.975488484980765
287.0999999999999,388.0,375.6552366325624,349.7966675621989,12.344763367437615,362.1414309296365,12.344763367437615,130.0262436260242,168.06865117858536,51.70177275758928
287.0,324.0,312.44263893163645,298.0684501290783,11.557361068363557,309.62581119744186,11.557361068363557,88.40126754191374,159.19476684346554,50.47241574369902
286.9000000000001,299.0,288.10016043910946,260.3241737146059,10.899839560890564,271.2240132754964,10.899839560890564,60.071202471923044,150.96754141959067,49.285429823092116
286.79999999999995,245.0,234.70694726236326,232.2000485385034,10.293052737636739,242.49310127614015,10.293052737636739,40.731603616288126,143.32951029251154,48.138934629703755
286.70000000000005,220.0,210.2041471677037,210.78101161614444,9.795852832296315,220.57686444844074,9.795852832296315,27.520901224051226,136.22896001268822,47.03115037940496
286.5999999999999,200.0,190.65061238882495,194.08813617774393,9.34938761117506,203.43752378891898,9.34938761117506,18.508417179809765,129.61932733711095,45.96039166082321
286.5,184.0,175.05648986257086,180.7614089672287,8.943510137429136,189.70491910465785,8.943510137429136,12.377691229579387,123.4586560832328,44.92506165441653
286.4000000000001,166.0,157.42989713841652,169.8575369904748,8.57010286158348,178.4276398520583,8.57010286158348,8.224781454658498,117.70910878817762,43.9236467476387
286.29999999999995,161.0,152.76677544162436,160.71779532535112,8.233224558375625,168.95101988372676,8.233224558375625,5.426554482742731,112.33652932589784,42.95471151671055
286.20000000000005,170.0,162.0935068079884,152.87982609343766,7.906493192011602,160.78631928544925,7.906493192011602,3.5528797898673417,107.31005225581175,42.01689404775856
286.0999999999999,144.0,136.43850266067133,146.01776657986593,7.561497339328677,153.5792639191946,7.561497339328677,2.3071104086501766,102.60175459898194,41.108901572233805
286.0,132.0,124.73073444176632,139.9010714939639,7.2692655582336885,147.1703370521976,7.2692655582336885,1.4852192503230934,98.18634585007064,40.229506393570176
285.9000000000001,140.0,132.9986135744361,134.36592126201754,7.001386425563899,141.36730768758144,7.001386425563899,0.9474869209395482,94.0408922573437,39.37754208373428
285.79999999999995,132.0,125.28272780605602,129.295244600185,6.717272193943977,136.01251679412897,6.717272193943977,0.5987729805121674,90.14457168957293,38.551899930099886
285.70000000000005,119.0,112.5506069387258,124.60471276979298,6.449393061274188,131.05410583106718,6.449393061274188,0.3747314339857819,86.47845572127346,37.751525614533755
285.5999999999999,101.0,94.79210403560164,120.23291158925795,6.207895964398365,126.44080755365631,6.207895964398365,0.23217959566954882,83.0253158856003,36.975416107988096
285.5,108.0,101.99707215983966,116.13445285143825,6.002927840160344,122.1373806915986,6.002927840160344,0.14238473286994469,79.76945135332011,36.22261676524821
285.4000000000001,101.0,95.21624599565905,112.27515911363537,5.783754004340955,118.05891311797632,5.783754004340955,0.08640492070159926,76.69653558736556,35.49221860556819
285.29999999999995,104.0,98.42121411989707,108.62871064516703,5.578785880102931,114.20749652526996,5.578785880102931,0.051875086213957734,73.793479792837,34.783355766116074
285.20000000000005,96.0,90.63227040624139,105.17432084436658,5.367729593758609,110.54205043812519,5.367729593758609,0.03080649989676016,71.04831122838262,34.0952031160872
285.0999999999999,90.0,84.82709159363559,101.89513183759212,5.17290840636442,107.06804024395653,5.17290840636442,0.01809314983578327,68.45006466748858,33.42697402026775
285.0,76.0,71.00973645681717,98.77711139541532,4.990263543182832,103.76737493859815,4.990263543182832,0.010507655732005317,65.98868549795182,32.77791824173149
284.9000000000001,85.0,80.16396989683602,95.80829639436254,4.836030103163977,100.64432649752652,4.836030103163977,0.006033295019526515,63.65494312529861,32.1473199740444
284.79999999999995,77.0,72.33646782317378,92.97827404161741,4.663532176826221,97.64180621844363,4.663532176826221,0.0034245433993778935,61.44035350406513,31.534495994152902
284.70000000000005,73.0,68.4927306505614,90.27782499610281,4.5072693494386,94.78509434554141,4.5072693494386,0.001921308152818006,59.33710976021362,30.938793927736377
284.5999999999999,91.0,86.64087592847396,87.69867595129655,4.359124071526044,92.05780002282259,4.359124071526044,0.0010653407567117127,57.33801999112631,30.35959061941353
284.5,79.0,74.8255501790243,85.23332579564541,4.174449820975689,89.40777561662111,4.174449820975689,0.0005837566146989293,55.43645143823217,29.796290600798546
284.4000000000001,72.0,67.98587178114947,82.87492104334997,4.0141282188505345,86.8890492622005,4.0141282188505345,0.00031607106586887564,53.62628032244117,29.248324649842925
284.29999999999995,81.0,77.13198767169325,80.61716423830448,3.8680123283067456,84.48517656661123,3.8680123283067456,0.00016908621816160864,51.901846716639284,28.715148435447038
284.20000000000005,78.0,74.29636804855595,78.45424450932578,3.7036319514440565,82.15787646076983,3.7036319514440565,8.936466418921768e-05,50.25791390294578,28.1962412417158
284.0999999999999,75.0,71.45466026331233,76.38078315146471,3.5453397366876676,79.92612288815238,3.5453397366876676,4.6657736291865155e-05,48.6896317270898,27.691104766638627
284.0,75.0,71.60686431596243,74.39178957255014,3.3931356840375795,77.78492525658771,3.3931356840375795,2.4063014987884414e-05,47.19250351914783,27.19926199038732
283.9000000000001,74.0,70.7590683686125,72.48262456610117,3.2409316313874905,75.72355619748866,3.2409316313874905,1.2257879168641576e-05,45.76235619951787,26.720256108704135
283.79999999999995,66.0,62.90924303389383,70.64896892748246,3.0907569661061682,73.73972589358863,3.0907569661061682,6.167253556094077e-06,44.39531323299504,26.25364952723386
283.70000000000005,73.0,70.04318260022502,68.88679610952369,2.9568173997749803,71.84361350929866,2.9568173997749803,3.064456263446885e-06,43.08777013216125,25.799022912906167
283.5999999999999,75.0,72.19132787813757,67.19234804764935,2.8086721218624247,70.00102016951178,2.8086721218624247,1.503750455274473e-06,41.83637224515186,25.35597429874704
283.5,73.0,70.34353193078766,65.56211356020295,2.6564680692123366,68.21858162941528,2.6564680692123366,7.286783403842717e-07,40.637994592739425,24.92411823878518
283.4000000000001,62.0,59.49167720870022,63.99280890429011,2.508322791299781,66.50113169558989,2.508322791299781,3.4866797884136903e-07,39.48972354572834,24.50308500989379
283.29999999999995,60.0,57.617499225556344,62.481360179335596,2.382500774443659,64.86386095377925,2.382500774443659,1.647342856133528e-07,38.38884015692216,24.092519857679147
283.20000000000005,63.0,60.739262467674926,61.02488734273796,2.260737532325071,63.285624875063036,2.260737532325071,7.684797306271401e-08,37.33280498219994,23.692082283690056
283.0999999999999,56.0,53.86711387189982,59.62068965003893,2.132886128100182,61.753575778139115,2.132886128100182,3.5394771088714476e-08,36.31924424323635,23.301445371407816
283.0,68.0,65.98075956454333,58.266232365152796,2.01924043545666,60.285472800609455,2.01924043545666,1.609484902611886e-08,35.345937200379325,22.920295148678616
282.9000000000001,72.0,70.11875790561206,56.95913460970777,1.881242094387938,58.8403767040957,1.881242094387938,7.225362447816278e-09,34.410804618124374,22.54832998435803
282.79999999999995,56.0,54.264873796155854,55.69715823853714,1.7351262038441495,57.43228444238129,1.7351262038441495,3.202152343399697e-09,33.51189821820114,22.18526001713385
282.70000000000005,62.0,60.37851948879937,54.47819764222997,1.6214805112006276,56.0996781534306,1.6214805112006276,1.4009383313515661e-09,32.64739102623188,21.83080661459716
282.5999999999999,57.0,55.504341505655496,53.30027038907566,1.495658494344506,54.79592888342017,1.495658494344506,6.050301893997913e-10,31.81556852771063,21.484701860759998
282.5,61.0,59.620016585667784,52.16150862842575,1.3799834143322174,53.541492042757966,1.3799834143322174,2.5793146700764207e-10,31.014820557805294,21.14668807036252
282.4000000000001,52.0,50.74380921515514,51.06015118558271,1.2561907848448624,52.31634197042757,1.2561907848448624,1.0853712996111978e-10,30.243633857096533,20.816517328377635
282.29999999999995,67.0,65.8493373583236,49.994536285654036,1.1506626416764072,51.14519892733044,1.1506626416764072,4.508062567054645e-11,29.500585232342836,20.493951053266116
282.20000000000005,69.0,67.98530631202355,48.96309485002883,1.0146936879764519,49.977788538005285,1.0146936879764519,1.8483213050593233e-11,28.784335267409304,20.178759582601046
282.0999999999999,65.0,64.12533404046104,47.96434431473316,0.8746659595389634,48.83901027427213,0.8746659595389634,7.480334264965278e-12,28.093622534956175,19.87072177976951
282.0,63.0,62.257244219423455,46.9968829249751,0.7427557805765416,47.73963870555164,0.7427557805765416,2.985900579499646e-12,27.42725826440635,19.569624660565765
281.9000000000001,56.0,55.38509562364835,46.05938446449587,0.6149043763516531,46.674288840847524,0.6149043763516531,1.1765353835768073e-12,26.7841214259682,19.275263038526496
281.79999999999995,66.0,65.49874131629187,45.15059338243569,0.5012586837081312,45.65185206614382,0.5012586837081312,4.570329738546158e-13,26.16315419446653,18.9874391879687
281.70000000000005,68.0,67.63268088262306,44.26932028388857,0.3673191173769427,44.63663940126551,0.3673191173769427,1.7528311178071387e-13,25.56335776015716,18.70596252373123
