#No of rows lightened (2D detector)1(if not using 2D detector, value is 1 and can be ignored!),,,,,,,
x,raw_y,data-bg,sum_components,bg,sum_fit,bg_poly_,g1,g2
515.5,37117,-14.776894999668,0,37131.7768949997,37131.7768949997,37131.7768949997,1.25362864769705E-33,2.23907586510573E-14
514.5,37254,112.480050215498,0,37141.5199497845,37141.5199497845,37141.5199497845,2.6745615013753E-37,8.33142896372487E-16
513.5,37343,189.861242799088,0,37153.1387572009,37153.1387572009,37153.1387572009,3.82394434985806E-41,2.71334793315011E-17
512.5,37388,221.38532325998,0,37166.61467674,37166.61467674,37166.61467674,3.6639187239327E-45,7.73440273864258E-19
511.5,36946,-235.923430262133,0,37181.9234302621,37181.9234302621,37181.9234302621,2.35263954443469E-49,1.92967149827676E-20
510.5,37090,-109.035101987422,0,37199.0351019874,37199.0351019874,37199.0351019874,1.01237228543194E-53,4.21381326795836E-22
509.5,37581,363.08586152643,0,37217.9141384736,37217.9141384736,37217.9141384736,2.9194456581103E-58,8.05383067154017E-24
508.5,37074,-164.51934867911,0,37238.5193486791,37238.5193486791,37238.5193486791,5.64203580138463E-63,1.34730216296622E-25
507.5,37242,-18.8039038497955,0,37260.8039038498,37260.8039038498,37260.8039038498,7.30712560966836E-68,1.97270808154952E-27
506.5,37724,439.284662358463,0,37284.7153376415,37284.7153376415,37284.7153376415,6.34209293479185E-73,2.5281098732814E-29
505.5,37334,23.8044539485127,0,37310.1955460515,37310.1955460515,37310.1955460515,3.68887487170712E-78,2.8357266845157E-31
504.5,37569,231.819212574512,0,37337.1807874255,37337.1807874255,37337.1807874255,1.43790614522337E-83,2.78399274682523E-33
503.5,37103,-262.601682463661,0,37365.6016824637,37365.6016824637,37365.6016824637,3.75614586360117E-89,2.39225313948455E-35
502.5,37215,-180.383214244619,0,37395.3832142446,37395.3832142446,37395.3832142446,6.5755131669436E-95,1.79920840478748E-37
501.5,37186,-240.444728171453,0,37426.4447281715,37426.4447281715,37426.4447281715,7.7142222684061E-101,1.18438013183539E-39
500.5,37502,43.3000679798424,0,37458.6999320202,37458.6999320202,37458.6999320202,6.06498788445033E-107,6.82395351749703E-42
