#No of rows lightened (2D detector)1(if not using 2D detector, value is 1 and can be ignored!)
raw_x,raw_y,corrected x,data-bg,sum_components,bg,sum_fit,bg_shirley_,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
464.70000000000005,813.4319531686397,465.39000000000004,668.260131054481,794.3142341977214,145.17182211415872,939.48605631188,145.17182211415872,1.65519815777651e-16,7.88781053060373e-288,2.96471540874719e-85,2.2992246755542596e-16,0.00035808825306084686,3.629444827560619,689.3360966941613,101.3483345877464
464.6,940.2044186978346,465.29,795.0325965895938,844.671787056923,145.17182210824075,989.8436091651637,145.17182210824075,7.128043840523636e-16,2.9437950888927234e-282,1.9309359383026227e-83,6.44927005864049e-16,0.0007794580187680619,5.375083933487707,714.5540827699209,124.7418408954956
464.5,1049.8900749588647,465.19,904.7182528576647,890.5065771616265,145.1718221012001,1035.6783992628266,145.1718221012001,2.9961059636754655e-15,9.704459263673686e-277,1.2043619404792021e-81,1.7874390264472847e-15,0.0016642293783380774,7.857476928375765,730.5292649855268,152.1181710183457
464.4,1065.057909838657,465.09,919.8860877454689,931.7436956392904,145.17182209318807,1076.9155177324785,145.17182209318807,1.2291656499535787e-14,2.825841278424265e-271,7.193669513052182e-80,4.894895564826456e-15,0.003485390470051595,11.33793052808703,736.6116122736076,183.7906674471257
464.29999999999995,1169.6884005127185,464.98999999999995,1024.516578427677,968.7153451773396,145.17182208504175,1113.8871672623814,145.17182208504175,4.921869563445677e-14,7.268366980951794e-266,4.1147953748188957e-78,1.324485311053432e-14,0.0071599088686812255,16.148689400903844,732.5511131542844,220.00838271328263
464.20000000000005,1163.6998419316524,464.89000000000004,1018.5280198556835,1002.1654371444116,145.17182207596883,1147.3372592203805,145.17182207596883,1.923606448235504e-13,1.65134793356635e-260,2.2539812871517535e-76,3.5411341823291676e-14,0.014427176669463982,22.703540285064044,718.5148251286545,260.93264455402334
464.1,1131.5640487988585,464.79,986.3922267319095,1033.2239905286574,145.17182206694895,1178.3958125956065,145.17182206694895,7.337849286157949e-13,3.3140036805066e-255,1.1823789009869465e-74,9.354684446837474e-14,0.0285149756808891,31.50668420830229,695.0754718831979,306.6133194614757
464.0,1146.3612949666194,464.69,1001.1894729084058,1063.3524316389955,145.17182205821365,1208.5242536972091,145.17182205821365,2.73204463073303e-12,5.874623578421454e-250,5.939738680022227e-73,2.4417850070506446e-13,0.055281836373293404,43.158329718924314,663.1726729819554,356.96614710173947
463.9,1345.986631595617,464.59,1200.8148095462695,1094.263468152212,145.1718220493473,1239.4352902015594,145.1718220493473,9.928262038531653e-12,9.198558193802275e-245,2.857474133456944e-71,6.297631208634655e-13,0.10512589758943663,58.355174225521345,624.0504636723374,411.7527043567533
463.79999999999995,1301.2099869727735,464.48999999999995,1156.0381649340604,1127.821400102521,145.17182203871312,1272.9932221412341,145.17182203871312,3.5214790698856064e-11,1.272249049099254e-239,1.3164415432929555e-69,1.6048651559342311e-12,0.19608969581467228,77.88376260186132,579.1768937417906,470.56465406301743
463.70000000000005,1267.128796901041,464.39000000000004,1121.9569748725655,1165.93033439916,145.17182202847548,1311.1021564276355,145.17182202847548,1.2191115082666052e-10,1.5543083074014977e-234,5.807980535659027e-68,4.041023656038624e-12,0.3587712459484199,102.60470864613595,530.1529393309836,532.813915175966
463.6,1346.2214390491044,464.29,1201.0496170305648,1210.418686627237,145.17182201853964,1355.5905086457767,145.17182201853964,4.1193452218328974e-10,1.6773158851949678e-229,2.4538783418639015e-66,1.0053927730917123e-11,0.6438701402669319,133.4260015675707,478.61857451859834,597.7302404003791
463.5,1363.6869846141653,464.19,1218.515162606262,1262.9285834139805,145.1718220079034,1408.1004054218838,145.1718220079034,1.358561763192647e-09,1.598840756278577e-224,9.928535770302368e-65,2.4715627830719603e-11,1.1334353181564099,171.26415039124808,426.16360092842365,664.3673967747688
463.4,1563.993556393616,464.09,1418.8217343965036,1324.8184011234414,145.17182199711246,1469.9902231205538,145.17182199711246,4.373176683344843e-09,1.3461957629102147e-219,3.846995551695393e-63,6.003424541992762e-11,1.957099913075497,216.99277321060416,374.24980866512135,731.6187193302071
463.29999999999995,1406.4653362582976,463.98999999999995,1261.29351427375,1397.085815661356,145.17182198454765,1542.2576376459037,145.17182198454765,1.373982178550512e-08,1.001207021698625e-214,1.4274551292002467e-61,1.4408473998086191e-10,3.314721568276202,271.3794068305235,324.14942058666145,798.2422666620108
463.20000000000005,1564.940774232684,463.89000000000004,1419.768952259306,1480.3175120956716,145.17182197337786,1625.4893340690494,145.17182197337786,4.2133895571973035e-08,6.577369085623156e-210,5.072330564411926e-60,3.416869871781418e-10,5.5067950179215135,335.0127380769973,276.9027962490503,862.8951827092268
463.1,1742.7147926279176,463.79,1597.542970667113,1574.6701795121232,145.17182196080466,1719.842001472928,145.17182196080466,1.261097220408566e-07,3.816745456685403e-205,1.7260641569805762e-58,8.006273341553238e-10,8.973638447676041,408.2240290664553,233.29630600858886,924.1762058624927
463.0,1892.7548142413434,463.69,1747.5829922946864,1679.8855853568407,145.17182194665713,1825.0574073034977,145.17182194665713,3.6841046777526983e-07,1.9563512870239353e-200,5.624845805612775e-57,1.8536336658399182e-09,14.343529287484055,491.00806091370345,193.8593767826667,980.6746180027224
462.9,2029.9039475759255,463.59,1884.7321256447447,1795.3402968363982,145.1718219311809,1940.512118767579,145.1718219311809,1.0504654997832012e-06,8.857540403330815e-196,1.755369754249201e-55,4.240420499412587e-09,22.48854105891915,582.9502490111346,158.87815626045298,1031.0233494511854
462.79999999999995,2012.5155916947206,463.48999999999995,1867.3437697802306,1920.127868686231,145.17182191449007,2065.299690600721,145.17182191449007,2.923466116693438e-06,3.542355163131319e-191,5.246031602029416e-54,9.584853155033316e-09,34.58472595356103,683.1674645323018,128.42216863673076,1073.9535066305866
462.70000000000005,2196.7716715269607,463.39000000000004,2051.5998496290076,2053.1679566299927,145.17182189795324,2198.339778527946,145.17182189795324,7.941102009449565e-06,1.2513641848755802e-186,1.5014037487848987e-52,2.1406887338672785e-08,52.17052366522324,790.2703190120047,102.37979055485553,1108.3473154354
462.5999999999999,2371.413800251209,463.2899999999999,2226.2419783714245,2193.3328877461713,145.17182187978466,2338.504709625956,145.17182187978466,2.10537724226371e-05,3.9047029290394086e-182,4.114986278420252e-51,4.724034979597284e-08,77.19405471996842,902.3540662812125,80.49833601245675,1133.2864096315207
462.5,2542.390694242753,463.19,2397.2188723826835,2339.5779981347764,145.1718218600695,2484.749819994846,145.1718218600695,5.44810554586292e-05,1.0762296038975633e-177,1.0800493226312431e-49,1.0300639961135377e-07,112.03670067358013,1017.0237651185383,62.42492059555805,1148.0925571630382
462.4000000000001,2604.2668563608295,463.0900000000001,2459.0950345219894,2491.0581078109244,145.1718218388402,2636.2299296497645,145.1718218388402,0.00013760288516334525,2.620200519405254e-173,2.714707785135984e-48,2.2192530825917522e-07,159.49775282724437,1131.4569535598675,47.74495882905207,1152.3583047699497
462.29999999999995,2654.576274186895,462.98999999999995,2509.4044523698317,2647.2097120911544,145.17182181706295,2792.3815339082175,145.17182181706295,0.0003392157483403273,5.634777623828587e-169,6.53441766185299e-47,4.724338175976171e-07,222.72379934917993,1242.5039645702673,36.01599993403805,1145.965608549487
462.20000000000005,2960.260523695283,462.89000000000004,2815.088701900443,2807.7778973616923,145.17182179484013,2952.9497191565324,145.17182179484013,0.0008161893283218026,1.0703644902261835e-164,1.5062428330498022e-45,9.937259815360444e-07,305.0678802304225,1346.822438799384,26.795499649487727,1129.0912614993435
462.0999999999999,3114.721834858952,462.7899999999999,2969.550013089042,2972.769704564596,145.17182176991025,3117.9415263345063,145.17182176991025,0.001916779944799599,1.7959707645038178e-160,3.324967457295297e-44,2.0653032745477417e-06,409.86812254271047,1441.0389396262472,19.66195381040579,1102.1987697399845
462.0,3277.4079552718513,462.69,3132.236133528239,3142.322442831628,145.1718217436125,3287.4942645752403,145.1718217436125,0.004393595193515648,2.661824948899055e-156,7.028847270445679e-43,4.2412370234250135e-06,540.1440551579606,1521.927282483047,14.229508929001744,1066.0171984251879
461.9000000000001,3516.646290022947,462.5900000000001,3371.474468307073,3316.4864605190623,145.17182171587405,3461.6582822349365,145.17182171587405,0.009829564193439236,3.4847560312212586e-152,1.4229351782377884e-41,8.605830255262664e-06,698.220923146588,1586.5906887473943,10.156675626104049,1021.508334828952
461.79999999999995,3789.8637060525843,462.48999999999995,3644.6918843665676,3494.936381170945,145.17182168601693,3640.1082028569617,145.17182168601693,0.021464210811135673,4.029748330761079e-148,2.7586107730516113e-40,1.7253790836727717e-05,885.3070391343633,1632.6335351562814,7.150092854547715,969.8242325611507
461.70000000000005,3842.3389325544276,462.39000000000004,3697.1671109006875,3676.6410510975925,145.17182165374024,3821.8128727513326,145.17182165374024,0.045746937526664186,4.1161967768008745e-144,5.121533780303839e-39,3.417966514348311e-05,1101.0645389241788,1658.3085406354608,4.964439358582555,912.2577510621785
461.5999999999999,3899.236552109245,462.2899999999999,3754.0647304882464,3859.5377352474,145.17182162099886,4004.709556868399,145.17182162099886,0.0951646305844983,3.7138725083623946e-140,9.105712988068891e-38,6.690253900280973e-05,1343.227067066729,1662.6267932245805,3.3995948877350095,850.1890485352319
461.5,4252.719041359027,462.19,4107.547219771273,4040.2671883200337,145.17182158775358,4185.439009907787,145.17182158775358,0.19322154266460242,2.959855519900805e-136,1.550358643721072e-36,0.00012939244448122576,1607.3257169571257,1645.4209598390066,2.296056411498799,785.0311041772933
461.4000000000001,4216.426504068475,462.0900000000001,4071.254682517097,4214.02992401358,145.17182155137795,4359.201745564958,145.17182155137795,0.38291463316052005,2.083659219982334e-132,2.527869760105782e-35,0.00024726733998152564,1886.5840236953227,1607.3560467194488,1.5294538237112383,718.1772378745969
461.29999999999995,4347.500006637021,461.98999999999995,4202.328185121698,4374.61793063133,145.1718215153237,4519.789752146654,145.1718215153237,0.740653058447399,1.2956733630277233e-128,3.947130782680762e-34,0.00046689166142401667,2172.0319605146074,1549.8867459889354,1.004820794924382,650.9532833827536
461.20000000000005,4600.055065616389,461.89000000000004,4454.88324413828,4514.65940906472,145.1718214781087,4659.831230542829,145.1718214781087,1.3982799066093092,7.116673266113322e-125,5.902182582099016e-33,0.000871077908781193,2452.867396503177,1475.1651820046752,0.6510873958393742,584.5765921765105
461.0999999999999,4963.990985289789,461.7899999999999,4818.819163851132,4626.088051492176,145.17182143865713,4771.259872930834,145.17182143865713,2.5765575791850055,3.4527980906185976e-121,8.451777705031184e-32,0.001605792420070192,2717.0631345686784,1385.9072129187236,0.4160910659457791,520.1234495672246
461.0,4964.333732943647,461.69,4819.161911547664,4700.81625270083,145.1718213959826,4845.988074096813,145.1718213959826,4.633957289840544,1.479714729251366e-117,1.1590116295328334e-30,0.0029249155324790523,2952.1824178024062,1285.2288616442827,0.26226233466722654,458.5058287141011
460.9000000000001,4855.256553055318,461.5900000000001,4710.084731702013,4731.558418428738,145.17182135330503,4876.730239782043,145.17182135330503,8.134495817612965,5.601411380157617e-114,1.522060177828687e-29,0.005264156298729057,3146.331287478836,1176.466586934774,0.16303538902657827,400.4577486521892
460.79999999999995,4847.729051072058,461.48999999999995,4702.557229760464,4712.721895582443,145.17182131159345,4857.8937168940365,145.17182131159345,13.937205152025165,1.8729647355862017e-110,1.9141684570161545e-28,0.0093612909570243,3289.1487047157043,1062.995773066527,0.09996000618183555,346.53089135104904
460.70000000000005,4657.437581023143,461.39000000000004,4512.265759753194,4641.264196714726,145.17182126994854,4786.436017984674,145.17182126994854,23.307043377895205,5.531900883552866e-107,2.3053283400000267e-27,0.016448800504996315,3372.720625525317,948.0610202702277,0.06044621250551927,297.0986125282748
460.5999999999999,4818.0314200405755,461.2899999999999,4672.859598810587,4517.409649792356,145.17182122998878,4662.581471022344,145.17182122998878,38.042155390208336,1.4432176727812584e-103,2.658824825141226e-26,0.0285577669145658,3392.306062288488,834.6297424501985,0.03605042110173255,252.36708147544326
460.5,4582.335217068692,461.19,4437.163395880085,4345.127407107552,145.17182118860686,4490.2992282961595,145.17182118860686,60.6051436563157,3.325844539627286e-100,2.9366417103975844e-25,0.04898981250390025,3346.7824933228035,725.2775521376466,0.021205573363529427,212.39202260491942
460.4000000000001,4360.87349053091,461.0900000000001,4215.701669381598,4132.29425634439,145.1718211493122,4277.466077493703,145.1718211493122,94.23674868992832,6.769938295873916e-97,3.1061076475704346e-24,0.08303837303768648,3238.7524072216256,622.1103515419766,0.012302351351206218,177.0994081664713
460.29999999999995,4064.4115659183553,460.98999999999995,3919.2397448063766,3890.496131725489,145.17182111197877,4035.6679528374675,145.17182111197877,143.02025295974622,1.2172509837146311e-93,3.146200131112621e-23,0.13907318704288554,3074.2969140320943,526.7243944611004,0.0070392219980834805,146.30845786350665
460.20000000000005,3704.414425635021,460.89000000000004,3559.2426045577504,3634.4568745131255,145.17182107727075,3779.628695590396,145.17182107727075,211.85622471275616,1.9332508801152816e-90,3.0518310602442736e-22,0.23014391909576648,2862.408873876421,440.2022419931063,0.003972460858632466,119.7554175508878
460.0999999999999,3452.052381457059,460.7899999999999,3306.880560411308,3381.1172633714027,145.1718210457508,3526.2890844171534,145.1718210457508,306.30307374809087,2.712120350644607e-87,2.8349077732012557e-21,0.3763111816384934,2614.17905178082,363.1398255391283,0.002211021779802892,97.11679009994549
460.0,3177.6560197806466,460.69,3032.4841987641807,3148.4187339061327,145.17182101646569,3293.5905549225986,145.17182101646569,432.2429515907701,3.3607975888565784e-84,2.5218641199923283e-20,0.607975758513424,2341.837687741194,295.6979569781914,0.0012137377052154998,78.03094809975909
459.9000000000001,2991.480951761676,460.5900000000001,2846.309130772065,2953.87355170604,145.1718209896106,3099.0453726956507,145.1718209896106,595.34803479223,3.6786495384219547e-81,2.148368286079061e-19,0.9705477897518519,2057.766305990102,237.67066434704333,0.0006571357517354897,62.11734165116108
459.79999999999995,2863.091047838735,460.48999999999995,2717.919226874331,2813.026948952712,145.17182096440425,2958.198769917116,145.17182096440425,800.3507711068164,3.556699153212602e-78,1.752669724648807e-18,1.5308728047143174,1773.5895153191127,188.56263967264027,0.00035090033031301334,48.992799149097664
459.70000000000005,2881.2755355152603,460.39000000000004,2736.1037145749256,2737.937518131518,145.17182094033487,2883.109339071853,145.17182094033487,1050.161880923676,3.0375155271038455e-75,1.3692909532831126e-17,2.3859031619721507,1499.4361389314336,147.66872705404379,0.00018480379586089077,38.28468325659672
459.5999999999999,2852.4188074847043,460.2899999999999,2707.2469865686,2735.819246315123,145.17182091610448,2880.9910672312276,145.17182091610448,1344.9265640570463,2.2914086081839837e-72,1.0244616249564516e-16,3.674159781107441,1243.4279780731529,114.14955583867145,9.599230645219959e-05,29.64089257283875
459.5,3015.0788217970075,460.19,2869.907000904878,2807.9987275544,145.17182089212963,2953.1705484465297,145.17182089212963,1681.15335673894,1.5268600516254248e-69,7.340065797370812e-16,5.5905532250386925,1011.4189735719526,87.09891272601031,4.9176814735537165e-05,22.736882115643628
459.4000000000001,3079.6162625732304,460.0900000000001,2934.444441706516,2949.3385047438123,145.17182086671428,3094.5103256105267,145.17182086671428,2051.079678104648,8.986872561569173e-67,5.036264295195112e-15,8.405103306564632,806.9736573446718,65.60003244990524,2.4847505360889435e-05,17.280008690517825
459.29999999999995,3293.2279027237055,459.98999999999995,3148.056081882978,3148.2552023792746,145.17182084072743,3293.427023220002,145.17182084072743,2442.4414990860305,4.6722986255135734e-64,3.309187500654113e-14,12.485986077576962,631.5466264002731,48.7694870336239,1.2382365512447992e-05,13.011591399404391
459.20000000000005,3617.9184419278563,459.89000000000004,3472.7466211150077,3387.4136638090213,145.17182081284886,3532.5854846218704,145.17182081284886,2838.7833420188267,2.1456815177645736e-61,2.0822771788587003e-13,18.327117256978784,484.8074458998456,35.78863495586408,6.085872864035969e-06,9.70711759163322
459.0999999999999,3927.05680011623,459.7899999999999,3781.884979334135,3645.104905278396,145.1718207820949,3790.276726060491,145.1718207820949,3220.377361170666,8.70387382579287e-59,1.2547580932499226e-12,26.58012335486437,365.0488151513726,25.923575012678153,2.9501259686983284e-06,7.175027638686966
459.0,4243.611557260649,459.69,4098.439736512046,3897.222646613489,145.17182074860324,4042.394467362092,145.17182074860324,3565.7239727028405,3.118692613367559e-56,7.240787026913184e-12,38.09003285324152,269.6189451096177,18.535208047491704,1.4104466853681863e-06,5.254486489843029
458.9000000000001,4435.128464556541,459.5900000000001,4289.9566438442325,4119.654419424807,145.17182071230826,4264.826240137116,145.17182071230826,3853.497803843317,9.870637782247527e-54,4.001435713644974e-11,53.93332852951065,195.32942305923234,13.08135856523893,6.650759105282246e-07,3.8125047623927455
458.79999999999995,4488.591473390086,459.48999999999995,4343.419652715769,4290.818328107294,145.17182067431725,4435.990148781611,145.17182067431725,4064.7042337735697,2.7595007544552646e-51,2.117630659874139e-10,75.45614645204432,138.80423904262534,9.112993232917985,3.093030410246978e-07,2.7407152966216315
458.70000000000005,4595.6745038900535,459.39000000000004,4450.502683254201,4394.026115006919,145.17182063585278,4539.197935642772,145.17182063585278,4184.7471567750135,6.814413415125813e-49,1.07322032891543e-09,104.3094226536711,96.75102883486109,6.26645692063048,1.4187164071960211e-07,1.9520496797965698
458.5999999999999,4712.62273315084,459.2899999999999,4567.4509125544,4419.353287996308,145.17182059643997,4564.5251085927475,145.17182059643997,4205.096195621277,1.4864116373155504e-46,5.208730249982988e-09,142.47674433774736,66.14945256578423,4.253396622970952,6.418084368035514e-08,1.3774987791373696
458.5,4585.531791723179,459.19,4440.359971167187,4364.753809091352,145.17182055599153,4509.925629647344,145.17182055599153,4124.288967254261,2.863929839748003e-44,2.4209127909375223e-08,192.2896661142646,44.36236768920854,2.8497221516942157,2.86360875356215e-08,0.9630858290785269
458.4000000000001,4185.4047579725975,459.0900000000001,4040.232937455929,4236.263432148509,145.17182051666856,4381.435252665178,145.17182051666856,3948.1048410077774,4.8741434947644885e-42,1.0775333618070801e-07,256.42444809073385,29.182398242476363,1.884612067033278,1.2601445630075433e-08,0.6671326201336251
458.29999999999995,3862.485351089369,458.98999999999995,3717.31353060848,4047.2731360545827,145.17182048088907,4192.444956535472,145.17182048088907,3688.881515083316,7.327349472978279e-40,4.5928959595486e-07,337.8737368177376,18.829771190233217,1.2302524247170816,5.46922118956566e-09,0.45786007382088706
458.20000000000005,3833.2057674100406,458.89000000000004,3688.0339469620712,3816.995093839879,145.17182044796925,3962.166914287848,145.17182044796925,3364.086658266499,9.729895114115302e-38,1.8747648055706941e-06,439.88683257239563,11.91754788860769,0.7927190677162418,2.3411488910865598e-09,0.3113341675542085
458.0999999999999,3541.687275872554,458.7899999999999,3396.5154554572455,3568.359814916189,145.17182041530873,3713.5316353314975,145.17182041530873,2994.3742688941147,1.1412533636335013e-35,7.32843564472555e-06,565.8730497522835,7.398549245881821,0.5041934419479777,9.883960714566223e-10,0.20974625253724094
458.0,3227.830853401596,458.69,3082.6590330163663,3325.6520121965846,145.17182038522986,3470.8238325818143,145.17182038522986,2601.4257142200245,1.1824114889995969e-33,2.7433427220081838e-05,719.2644255074125,4.505303288196008,0.31653948630153084,4.115583483170575e-10,0.14000226081140732
457.9000000000001,3133.3976345438823,458.5900000000001,2988.225814185952,3112.203379425064,145.17182035793044,3257.3751997829945,145.17182035793044,2205.886762367149,1.0821011780927599e-31,9.834519758669338e-05,903.3367367476858,2.6910346855502167,0.19616043089006988,1.6901694588537397e-10,0.0925868484223995
457.79999999999995,3098.4648098120797,458.48999999999995,2953.2929894806125,2948.4155138646775,145.1718203314673,3093.5873341961446,145.1718203314673,1825.6664692266188,8.747415529106799e-30,0.0003376218534086771,1120.991412107108,1.5766393410228077,0.11999074043793155,6.845852112606485e-11,0.06066482756761038
457.70000000000005,2972.9121974954014,458.39000000000004,2827.740377190088,2850.300460252056,145.1718203053135,2995.4722805573692,145.1718203053135,1474.77614142409,6.24603341601835e-28,0.0011099725638774164,1374.5053040129437,0.9060730701802926,0.07244974689885328,2.7347851023999668e-11,0.039382025351421594
457.5999999999999,3103.378561896352,458.2899999999999,2958.2067416160803,2828.621927529042,145.1718202802716,2973.7937478093136,145.1718202802716,1162.7790702972438,3.939503656652934e-26,0.003494606179770451,1665.2600990298695,0.5107541293502008,0.04317962087359082,1.077500119286143e-11,0.025329845513994424
