BE/eV	PE: 20.0 eV
74.0	166.0
73.90000000000009	168.0
73.79999999999995	156.0
73.70000000000005	167.0
73.59999999999991	168.0
73.5	180.0
73.40000000000009	177.0
73.29999999999995	182.0
73.20000000000005	174.0
73.09999999999991	165.0
73.0	176.0
72.90000000000009	154.0
72.79999999999995	147.0
72.70000000000005	181.0
72.59999999999991	157.0
72.5	178.0
72.40000000000009	163.0
72.29999999999995	163.0
72.20000000000005	170.0
72.09999999999991	166.0
72.0	163.0
71.90000000000009	161.0
71.79999999999995	158.0
71.70000000000005	178.0
71.59999999999991	154.0
71.5	162.0
71.40000000000009	166.0
71.29999999999995	161.0
71.20000000000005	174.0
71.09999999999991	177.0
71.0	156.0
70.90000000000009	162.0
70.79999999999995	166.0
70.70000000000005	175.0
70.59999999999991	173.0
70.5	157.0
70.40000000000009	180.0
70.29999999999995	181.0
70.20000000000005	168.0
70.09999999999991	152.0
70.0	142.0
69.90000000000009	161.0
69.79999999999995	171.0
69.70000000000005	173.0
69.59999999999991	158.0
69.5	166.0
69.40000000000009	176.0
69.29999999999995	163.0
69.20000000000005	150.0
69.09999999999991	183.0
69.0	171.0
68.90000000000009	172.0
68.79999999999995	174.0
68.70000000000005	168.0
68.59999999999991	168.0
68.5	186.0
68.40000000000009	174.0
68.29999999999995	174.0
68.20000000000005	158.0
68.09999999999991	151.0
68.0	156.0
67.90000000000009	170.0
67.79999999999995	158.0
67.70000000000005	169.0
67.59999999999991	165.0
67.5	168.0
67.40000000000009	181.0
67.29999999999995	162.0
67.20000000000005	156.0
67.09999999999991	153.0
67.0	151.0
66.90000000000009	163.0
66.79999999999995	161.0
66.70000000000005	165.0
66.59999999999991	156.0
66.5	155.0
66.40000000000009	155.0
66.29999999999995	173.0
66.20000000000005	163.0
66.09999999999991	167.0
66.0	160.0
65.90000000000009	159.0
65.79999999999995	161.0
65.70000000000005	155.0
65.59999999999991	146.0
65.5	147.0
65.40000000000009	147.0
65.29999999999995	157.0
65.20000000000005	156.0
65.09999999999991	159.0
65.0	155.0
64.90000000000009	164.0
64.79999999999995	153.0
64.70000000000005	156.0
64.59999999999991	137.0
64.5	172.0
64.40000000000009	160.0
64.29999999999995	162.0
64.20000000000005	152.0
64.09999999999991	165.0
64.0	151.0
63.90000000000009	151.0
63.799999999999955	171.0
63.700000000000045	145.0
63.59999999999991	142.0
63.5	158.0
63.40000000000009	164.0
63.299999999999955	179.0
63.200000000000045	150.0
63.09999999999991	156.0
63.0	155.0
62.90000000000009	159.0
62.799999999999955	158.0
62.700000000000045	162.0
62.59999999999991	160.0
62.5	152.0
62.40000000000009	153.0
62.299999999999955	154.0
62.200000000000045	160.0
62.09999999999991	154.0
62.0	157.0
61.90000000000009	170.0
61.799999999999955	163.0
61.700000000000045	161.0
61.59999999999991	171.0
61.5	149.0
61.40000000000009	153.0
61.299999999999955	150.0
61.200000000000045	157.0
61.09999999999991	149.0
61.0	142.0
60.90000000000009	154.0
60.799999999999955	142.0
60.700000000000045	176.0
60.59999999999991	152.0
60.5	160.0
60.40000000000009	159.0
60.299999999999955	153.0
60.200000000000045	155.0
60.09999999999991	169.0
60.0	156.0
59.90000000000009	154.0
59.799999999999955	157.0
59.700000000000045	160.0
59.59999999999991	167.0
59.5	164.0
59.40000000000009	151.0
59.299999999999955	162.0
59.200000000000045	158.0
59.09999999999991	159.0
59.0	162.0
58.90000000000009	148.0
58.799999999999955	154.0
58.700000000000045	148.0
58.59999999999991	170.0
58.5	153.0
58.40000000000009	153.0
58.299999999999955	165.0
58.200000000000045	157.0
58.09999999999991	166.0
58.0	142.0
57.90000000000009	145.0
57.799999999999955	157.0
57.700000000000045	164.0
57.59999999999991	149.0
57.5	152.0
57.40000000000009	177.0
57.299999999999955	173.0
57.200000000000045	175.0
57.09999999999991	173.0
57.0	178.0
56.90000000000009	172.0
56.799999999999955	163.0
56.700000000000045	163.0
56.59999999999991	175.0
56.5	174.0
56.40000000000009	180.0
56.299999999999955	187.0
56.200000000000045	177.0
56.09999999999991	191.0
56.0	162.0
55.90000000000009	157.0
55.799999999999955	154.0
55.700000000000045	138.0
55.59999999999991	172.0
55.5	179.0
55.40000000000009	166.0
55.299999999999955	154.0
55.200000000000045	176.0
55.09999999999991	160.0
55.0	170.0
54.90000000000009	172.0
54.799999999999955	182.0
54.700000000000045	188.0
54.59999999999991	182.0
54.5	167.0
54.40000000000009	163.0
54.299999999999955	172.0
54.200000000000045	163.0
54.09999999999991	172.0
54.0	169.0
53.90000000000009	178.0
53.799999999999955	166.0
53.700000000000045	167.0
53.59999999999991	189.0
53.5	183.0
53.40000000000009	175.0
53.299999999999955	170.0
53.200000000000045	188.0
53.09999999999991	169.0
53.0	159.0
52.90000000000009	161.0
52.799999999999955	172.0
52.700000000000045	176.0
52.59999999999991	170.0
52.5	191.0
52.40000000000009	166.0
52.299999999999955	171.0
52.200000000000045	180.0
52.09999999999991	185.0
52.0	196.0
51.90000000000009	193.0
51.799999999999955	206.0
51.700000000000045	193.0
51.59999999999991	187.0
51.5	189.0
51.40000000000009	189.0
51.299999999999955	186.0
51.200000000000045	194.0
51.09999999999991	193.0
51.0	205.0
50.90000000000009	196.0
50.799999999999955	200.0
50.700000000000045	202.0
50.59999999999991	187.0
50.5	179.0
50.40000000000009	180.0
50.299999999999955	182.0
50.200000000000045	194.0
50.09999999999991	209.0
50.0	176.0
49.90000000000009	176.0
49.799999999999955	179.0
49.700000000000045	193.0
49.59999999999991	186.0
49.5	192.0
49.40000000000009	197.0
49.299999999999955	186.0
