BE/eV	PE: 20.0 eV
49.0	405.0
48.90000000000009	391.0
48.799999999999955	407.0
48.700000000000045	385.0
48.59999999999991	410.0
48.5	424.0
48.40000000000009	423.0
48.299999999999955	425.0
48.200000000000045	382.0
48.09999999999991	391.0
48.0	414.0
47.90000000000009	395.0
47.799999999999955	410.0
47.700000000000045	378.0
47.59999999999991	372.0
47.5	430.0
47.40000000000009	427.0
47.299999999999955	417.0
47.200000000000045	407.0
47.09999999999991	397.0
47.0	392.0
46.90000000000009	376.0
46.799999999999955	410.0
46.700000000000045	435.0
46.59999999999991	397.0
46.5	392.0
46.40000000000009	407.0
46.299999999999955	389.0
46.200000000000045	391.0
46.09999999999991	390.0
46.0	389.0
45.90000000000009	408.0
45.799999999999955	389.0
45.700000000000045	412.0
45.59999999999991	375.0
45.5	376.0
45.40000000000009	371.0
45.299999999999955	381.0
45.200000000000045	395.0
45.09999999999991	377.0
45.0	376.0
44.90000000000009	379.0
44.799999999999955	389.0
44.700000000000045	380.0
44.59999999999991	388.0
44.5	383.0
44.40000000000009	379.0
44.299999999999955	374.0
44.200000000000045	386.0
44.09999999999991	400.0
44.0	345.0
43.90000000000009	356.0
43.799999999999955	367.0
43.700000000000045	369.0
43.59999999999991	369.0
43.5	390.0
43.40000000000009	380.0
43.299999999999955	353.0
43.200000000000045	345.0
43.09999999999991	364.0
43.0	375.0
42.90000000000009	335.0
42.799999999999955	385.0
42.700000000000045	375.0
42.59999999999991	381.0
42.5	363.0
42.40000000000009	346.0
42.299999999999955	371.0
42.200000000000045	387.0
42.09999999999991	367.0
42.0	333.0
41.90000000000009	368.0
41.799999999999955	376.0
41.700000000000045	367.0
41.59999999999991	382.0
41.5	367.0
41.40000000000009	381.0
41.299999999999955	387.0
41.200000000000045	375.0
41.09999999999991	384.0
41.0	392.0
40.90000000000009	371.0
40.799999999999955	380.0
40.700000000000045	403.0
40.59999999999991	366.0
40.5	362.0
40.40000000000009	390.0
40.299999999999955	385.0
40.200000000000045	381.0
40.09999999999991	406.0
40.0	351.0
39.90000000000009	388.0
39.799999999999955	395.0
