BE/eV	PE: 20.0 eV
295.0	852.0
294.9000000000001	905.0
294.79999999999995	922.0
294.70000000000005	882.0
294.5999999999999	925.0
294.5	968.0
294.4000000000001	950.0
294.29999999999995	951.0
294.20000000000005	951.0
294.0999999999999	995.0
294.0	986.0
293.9000000000001	1000.0
293.79999999999995	1008.0
293.70000000000005	1027.0
293.5999999999999	1047.0
293.5	1024.0
293.4000000000001	999.0
293.29999999999995	1047.0
293.20000000000005	1084.0
293.0999999999999	1018.0
293.0	1048.0
292.9000000000001	1083.0
292.79999999999995	1067.0
292.70000000000005	1076.0
292.5999999999999	1120.0
292.5	1133.0
292.4000000000001	1123.0
292.29999999999995	1137.0
292.20000000000005	1151.0
292.0999999999999	1203.0
292.0	1256.0
291.9000000000001	1269.0
291.79999999999995	1262.0
291.70000000000005	1273.0
291.5999999999999	1384.0
291.5	1380.0
291.4000000000001	1443.0
291.29999999999995	1427.0
291.20000000000005	1474.0
291.0999999999999	1550.0
291.0	1565.0
290.9000000000001	1571.0
290.79999999999995	1607.0
290.70000000000005	1556.0
290.5999999999999	1561.0
290.5	1574.0
290.4000000000001	1634.0
290.29999999999995	1509.0
290.20000000000005	1566.0
290.0999999999999	1516.0
290.0	1468.0
289.9000000000001	1510.0
289.79999999999995	1481.0
289.70000000000005	1479.0
289.5999999999999	1493.0
289.5	1516.0
289.4000000000001	1449.0
289.29999999999995	1399.0
289.20000000000005	1374.0
289.0999999999999	1419.0
289.0	1392.0
288.9000000000001	1409.0
288.79999999999995	1399.0
288.70000000000005	1372.0
288.5999999999999	1348.0
288.5	1410.0
288.4000000000001	1341.0
288.29999999999995	1348.0
288.20000000000005	1349.0
288.0999999999999	1361.0
288.0	1391.0
287.9000000000001	1390.0
287.79999999999995	1430.0
287.70000000000005	1418.0
287.5999999999999	1473.0
287.5	1495.0
287.4000000000001	1450.0
287.29999999999995	1474.0
287.20000000000005	1516.0
287.0999999999999	1550.0
287.0	1605.0
286.9000000000001	1617.0
286.79999999999995	1599.0
286.70000000000005	1709.0
286.5999999999999	1758.0
286.5	1834.0
286.4000000000001	1905.0
286.29999999999995	1962.0
286.20000000000005	1922.0
286.0999999999999	2068.0
286.0	2176.0
285.9000000000001	2237.0
285.79999999999995	2329.0
285.70000000000005	2507.0
285.5999999999999	2527.0
285.5	2641.0
285.4000000000001	2727.0
285.29999999999995	2895.0
285.20000000000005	2970.0
285.0999999999999	3122.0
285.0	3313.0
284.9000000000001	3582.0
284.79999999999995	3810.0
284.70000000000005	4280.0
284.5999999999999	5053.0
284.5	5912.0
284.4000000000001	7443.0
284.29999999999995	10357.0
284.20000000000005	14370.0
284.0999999999999	19862.0
284.0	25946.0
283.9000000000001	29840.0
283.79999999999995	28438.0
283.70000000000005	22021.0
283.5999999999999	13932.0
283.5	7796.0
283.4000000000001	4350.0
283.29999999999995	2621.0
283.20000000000005	1774.0
283.0999999999999	1309.0
283.0	1007.0
282.9000000000001	780.0
282.79999999999995	627.0
282.70000000000005	508.0
282.5999999999999	388.0
282.5	324.0
282.4000000000001	299.0
282.29999999999995	245.0
282.20000000000005	220.0
282.0999999999999	200.0
282.0	184.0
281.9000000000001	166.0
281.79999999999995	161.0
281.70000000000005	170.0
281.5999999999999	144.0
281.5	132.0
281.4000000000001	140.0
281.29999999999995	132.0
281.20000000000005	119.0
281.0999999999999	101.0
281.0	108.0
280.9000000000001	101.0
280.79999999999995	104.0
280.70000000000005	96.0
280.5999999999999	90.0
280.5	76.0
280.4000000000001	85.0
280.29999999999995	77.0
280.20000000000005	73.0
280.0999999999999	91.0
280.0	79.0
279.9000000000001	72.0
279.79999999999995	81.0
279.70000000000005	78.0
279.5999999999999	75.0
279.5	75.0
279.4000000000001	74.0
279.29999999999995	66.0
279.20000000000005	73.0
279.0999999999999	75.0
279.0	73.0
278.9000000000001	62.0
278.79999999999995	60.0
278.70000000000005	63.0
278.5999999999999	56.0
278.5	68.0
278.4000000000001	72.0
278.29999999999995	56.0
278.20000000000005	62.0
278.0999999999999	57.0
278.0	61.0
277.9000000000001	52.0
277.79999999999995	67.0
277.70000000000005	69.0
277.5999999999999	65.0
277.5	63.0
277.4000000000001	56.0
277.29999999999995	66.0
277.20000000000005	68.0
277.0999999999999	55.0
277.0	58.0
