BE/eV	PE: 20.0 eV
208.0	366.0
207.9000000000001	379.0
207.79999999999995	363.0
207.70000000000005	384.0
207.5999999999999	356.0
207.5	349.0
207.4000000000001	371.0
207.29999999999995	408.0
207.20000000000005	367.0
207.0999999999999	337.0
207.0	348.0
206.9000000000001	359.0
206.79999999999995	370.0
206.70000000000005	375.0
206.5999999999999	390.0
206.5	359.0
206.4000000000001	376.0
206.29999999999995	376.0
206.20000000000005	343.0
206.0999999999999	360.0
206.0	361.0
205.9000000000001	359.0
205.79999999999995	366.0
205.70000000000005	350.0
205.5999999999999	380.0
205.5	375.0
205.4000000000001	361.0
205.29999999999995	360.0
205.20000000000005	353.0
205.0999999999999	371.0
205.0	357.0
204.9000000000001	363.0
204.79999999999995	371.0
204.70000000000005	356.0
204.5999999999999	362.0
204.5	363.0
204.4000000000001	348.0
204.29999999999995	375.0
204.20000000000005	362.0
204.0999999999999	345.0
204.0	367.0
203.9000000000001	360.0
203.79999999999995	387.0
203.70000000000005	370.0
203.5999999999999	372.0
203.5	371.0
203.4000000000001	345.0
203.29999999999995	365.0
203.20000000000005	371.0
203.0999999999999	353.0
203.0	342.0
202.9000000000001	356.0
202.79999999999995	364.0
202.70000000000005	364.0
202.5999999999999	353.0
202.5	345.0
202.4000000000001	360.0
202.29999999999995	372.0
202.20000000000005	374.0
202.0999999999999	377.0
202.0	358.0
201.9000000000001	352.0
201.79999999999995	374.0
201.70000000000005	376.0
201.5999999999999	398.0
201.5	379.0
201.4000000000001	361.0
201.29999999999995	372.0
201.20000000000005	389.0
201.0999999999999	359.0
201.0	376.0
200.9000000000001	377.0
200.79999999999995	364.0
200.70000000000005	352.0
200.5999999999999	383.0
200.5	360.0
200.4000000000001	341.0
200.29999999999995	373.0
200.20000000000005	369.0
200.0999999999999	365.0
200.0	381.0
199.9000000000001	365.0
199.79999999999995	356.0
199.70000000000005	372.0
199.5999999999999	376.0
199.5	369.0
199.4000000000001	380.0
199.29999999999995	376.0
199.20000000000005	397.0
199.0999999999999	358.0
199.0	365.0
198.9000000000001	347.0
198.79999999999995	342.0
198.70000000000005	362.0
198.5999999999999	363.0
198.5	381.0
198.4000000000001	386.0
198.29999999999995	362.0
198.20000000000005	383.0
198.0999999999999	402.0
198.0	396.0
197.9000000000001	362.0
197.79999999999995	340.0
197.70000000000005	360.0
197.5999999999999	343.0
197.5	337.0
197.4000000000001	337.0
197.29999999999995	370.0
197.20000000000005	374.0
197.0999999999999	356.0
197.0	388.0
196.9000000000001	397.0
196.79999999999995	362.0
196.70000000000005	382.0
196.5999999999999	350.0
196.5	329.0
196.4000000000001	370.0
196.29999999999995	362.0
196.20000000000005	355.0
196.0999999999999	358.0
196.0	375.0
195.9000000000001	350.0
195.79999999999995	374.0
195.70000000000005	353.0
195.5999999999999	354.0
195.5	381.0
195.4000000000001	388.0
195.29999999999995	363.0
195.20000000000005	384.0
195.0999999999999	357.0
195.0	334.0
