BE/eV	PE: 20.0 eV
49.0	378.0
48.90000000000009	366.0
48.799999999999955	350.0
48.700000000000045	361.0
48.59999999999991	347.0
48.5	351.0
48.40000000000009	338.0
48.299999999999955	332.0
48.200000000000045	381.0
48.09999999999991	360.0
48.0	360.0
47.90000000000009	351.0
47.799999999999955	369.0
47.700000000000045	350.0
47.59999999999991	368.0
47.5	329.0
47.40000000000009	349.0
47.299999999999955	363.0
47.200000000000045	379.0
47.09999999999991	361.0
47.0	342.0
46.90000000000009	346.0
46.799999999999955	332.0
46.700000000000045	346.0
46.59999999999991	352.0
46.5	348.0
46.40000000000009	355.0
46.299999999999955	356.0
46.200000000000045	363.0
46.09999999999991	349.0
46.0	339.0
45.90000000000009	358.0
45.799999999999955	352.0
45.700000000000045	343.0
45.59999999999991	325.0
45.5	336.0
45.40000000000009	314.0
45.299999999999955	362.0
45.200000000000045	330.0
45.09999999999991	327.0
45.0	322.0
44.90000000000009	307.0
44.799999999999955	298.0
44.700000000000045	324.0
44.59999999999991	325.0
44.5	315.0
44.40000000000009	324.0
44.299999999999955	315.0
44.200000000000045	324.0
44.09999999999991	314.0
44.0	311.0
43.90000000000009	303.0
43.799999999999955	289.0
43.700000000000045	293.0
43.59999999999991	312.0
43.5	315.0
43.40000000000009	294.0
43.299999999999955	323.0
43.200000000000045	334.0
43.09999999999991	326.0
43.0	310.0
42.90000000000009	301.0
42.799999999999955	308.0
42.700000000000045	339.0
42.59999999999991	326.0
42.5	357.0
42.40000000000009	319.0
42.299999999999955	303.0
42.200000000000045	300.0
42.09999999999991	322.0
42.0	304.0
41.90000000000009	310.0
41.799999999999955	321.0
41.700000000000045	330.0
41.59999999999991	322.0
41.5	329.0
41.40000000000009	321.0
41.299999999999955	316.0
41.200000000000045	312.0
41.09999999999991	294.0
41.0	316.0
40.90000000000009	319.0
40.799999999999955	332.0
40.700000000000045	339.0
40.59999999999991	333.0
40.5	344.0
40.40000000000009	345.0
40.299999999999955	324.0
40.200000000000045	339.0
40.09999999999991	344.0
40.0	313.0
39.90000000000009	350.0
39.799999999999955	346.0
39.700000000000045	349.0
39.59999999999991	387.0
39.5	352.0
39.40000000000009	345.0
39.299999999999955	353.0
39.200000000000045	364.0
39.09999999999991	353.0
39.0	344.0
38.90000000000009	360.0
38.799999999999955	342.0
38.700000000000045	381.0
38.59999999999991	385.0
38.5	370.0
38.40000000000009	405.0
38.299999999999955	395.0
38.200000000000045	391.0
38.09999999999991	420.0
38.0	409.0
37.90000000000009	386.0
37.799999999999955	417.0
37.700000000000045	435.0
37.59999999999991	427.0
37.5	456.0
37.40000000000009	443.0
37.299999999999955	471.0
37.200000000000045	483.0
37.09999999999991	461.0
37.0	449.0
36.90000000000009	493.0
36.799999999999955	476.0
36.700000000000045	522.0
36.59999999999991	490.0
36.5	522.0
36.40000000000009	561.0
36.299999999999955	552.0
36.200000000000045	563.0
36.09999999999991	554.0
36.0	618.0
35.90000000000009	609.0
35.799999999999955	597.0
35.700000000000045	648.0
35.59999999999991	733.0
35.5	726.0
35.40000000000009	711.0
35.299999999999955	692.0
35.200000000000045	706.0
35.09999999999991	773.0
35.0	736.0
34.90000000000009	751.0
34.799999999999955	792.0
34.700000000000045	807.0
34.59999999999991	756.0
34.5	776.0
34.40000000000009	802.0
34.299999999999955	789.0
34.200000000000045	775.0
34.09999999999991	744.0
34.0	739.0
33.90000000000009	730.0
33.799999999999955	714.0
33.700000000000045	694.0
33.59999999999991	652.0
33.5	588.0
33.40000000000009	560.0
33.299999999999955	511.0
33.200000000000045	459.0
33.09999999999991	427.0
33.0	372.0
32.90000000000009	320.0
32.799999999999955	299.0
32.700000000000045	282.0
32.59999999999991	278.0
32.5	249.0
32.40000000000009	254.0
32.299999999999955	228.0
32.200000000000045	217.0
32.09999999999991	214.0
32.0	205.0
31.90000000000009	221.0
31.799999999999955	203.0
31.700000000000045	194.0
31.59999999999991	206.0
31.5	170.0
31.40000000000009	204.0
31.299999999999955	178.0
31.200000000000045	199.0
31.09999999999991	197.0
31.0	207.0
30.90000000000009	206.0
30.799999999999955	216.0
30.700000000000045	197.0
30.59999999999991	180.0
30.5	203.0
30.40000000000009	209.0
30.299999999999955	200.0
30.200000000000045	204.0
30.09999999999991	190.0
30.0	186.0
29.90000000000009	199.0
29.799999999999955	227.0
29.700000000000045	210.0
29.59999999999991	202.0
29.5	204.0
29.40000000000009	230.0
29.299999999999955	223.0
29.200000000000045	214.0
29.09999999999991	228.0
29.0	234.0
28.90000000000009	206.0
28.799999999999955	227.0
28.700000000000045	203.0
28.59999999999991	205.0
28.5	201.0
28.40000000000009	174.0
28.299999999999955	190.0
28.200000000000045	183.0
28.09999999999991	181.0
28.0	172.0
27.90000000000009	162.0
27.799999999999955	165.0
27.700000000000045	183.0
27.59999999999991	172.0
27.5	154.0
27.40000000000009	162.0
27.299999999999955	173.0
27.200000000000045	164.0
27.09999999999991	174.0
27.0	165.0
26.90000000000009	172.0
26.799999999999955	181.0
26.700000000000045	153.0
26.59999999999991	151.0
26.5	160.0
26.40000000000009	167.0
26.299999999999955	165.0
26.200000000000045	149.0
26.09999999999991	160.0
26.0	158.0
25.90000000000009	162.0
25.799999999999955	179.0
25.700000000000045	176.0
25.59999999999991	158.0
25.5	187.0
25.40000000000009	194.0
25.299999999999955	168.0
25.200000000000045	147.0
25.09999999999991	150.0
25.0	158.0
24.90000000000009	164.0
24.799999999999955	186.0
24.700000000000045	175.0
24.59999999999991	156.0
24.5	159.0
24.40000000000009	180.0
24.299999999999955	153.0
