#No of rows lightened (2D detector)1(if not using 2D detector, value is 1 and can be ignored!)
raw_x,raw_y,corrected x,data-bg,sum_components,bg,sum_fit,TiC,Ti 2+,Ti 3+,Ti 4+,TiC (2p1/2),Ti 2+ (2p1/2)
465.5,15541.0,465.9195,222.0,-15194.121356006573,15319.0,124.87864399342595,1.622595283942982e-125,2.2156372015926594e-60,1.0411688360742627e-84,114.18984495453734,4.095791440615401e-14,10.688799038888575
465.4,15319.0,465.8195,0.0,-15187.500158256842,15319.0,131.49984174315807,3.721761123098367e-123,4.32509117022797e-59,1.0573133713762039e-82,117.14310114953753,1.975308565887682e-13,14.356740593620353
465.29999999999995,15556.0,465.7195,237.90170305200263,-15178.750533998824,15318.098296947997,139.3477629491742,8.117714113073152e-121,8.189972447175432e-58,1.0176575042117009e-80,120.21044408325002,9.22095904690355e-13,19.137318865923255
465.20000000000005,15413.0,465.6195000000001,96.16790493802182,-15168.117821647576,15316.832095061978,148.7142734144014,1.6837067827946196e-118,1.5043890753821563e-56,9.283567619374518e-79,123.39771704971179,4.166390895489971e-12,25.31655636468543
465.1,15460.0,465.51950000000005,144.0784949387944,-15155.973014554671,15315.921505061206,159.94849050653383,3.320833584311632e-116,2.6805780523513265e-55,8.02681995085301e-77,126.71113457888069,1.8221555529970165e-11,33.237355927634916
465.0,15581.0,465.4195,266.63519580995126,-15140.901640215932,15314.364804190049,173.46316397411698,6.228395855530158e-114,4.633266702221496e-54,6.577903358417665e-75,130.15731043955975,7.713493900162084e-11,43.305853534480086
464.9,15413.0,465.3195,100.02492334935596,-15123.234753072651,15312.975076650644,189.7403235779922,1.1108470286663202e-111,7.7684915679770985e-53,5.109128273326606e-73,133.74328807013336,3.160500257024491e-10,55.9970355075428
464.79999999999995,15460.0,465.2195,147.9648625925547,-15102.699464718035,15312.035137407445,209.33567268941056,1.8840038620759665e-109,1.2635040942060428e-51,3.7611571114512575e-71,137.4765736724847,1.2534247344726464e-09,71.85909901567241
464.70000000000005,15645.0,465.1195000000001,334.7946339041009,-15077.324242749077,15310.205366095899,232.88112334682273,3.038500669141813e-107,1.993458342091186e-50,2.624288000478176e-69,141.36517222940506,4.811463293254751e-09,91.5159511126062
464.6,15718.0,465.01950000000005,410.6199293005375,-15046.295269667387,15307.380070699463,261.08480103207495,4.660016440991002e-105,3.050901817473783e-49,1.7354690175535487e-67,145.4176267334525,1.7876863559093925e-08,115.66717428074561
464.5,15836.0,464.9195,532.1934121983413,-15009.078781122567,15303.806587801659,294.7278066790918,6.796208398819982e-103,4.529391438928081e-48,1.0877712741914374e-65,149.64306094585658,6.428941226846548e-08,145.08474566894583
464.4,15505.0,464.8195,203.9836954788516,-14966.359284632657,15301.016304521148,334.65701988849196,9.425353041925315e-101,6.522919731360489e-47,6.462099749414155e-64,154.0512260383715,2.2377951006336445e-07,180.60579362634093
464.29999999999995,15527.0,464.7195,227.61957272872314,-14917.607155704645,15299.380427271277,381.7732715666322,1.243027831691579e-98,9.112441847712885e-46,3.638522626974929e-62,158.65255150878232,7.5393285629707e-07,223.12071930391704
464.20000000000005,15941.0,464.6195000000001,644.9267271161752,-14859.058957215873,15296.073272883825,437.01431566795117,1.558895371949679e-96,1.2348609623643864e-44,1.9417434698263621e-60,163.45820080301962,2.458528622653473e-06,273.5561124064029
464.1,15977.0,464.51950000000005,685.9711410635318,-14789.696663411329,15291.028858936468,501.33219552513964,1.8591164204305412e-94,1.6232742867151527e-43,9.821413075987991e-59,168.48013212366507,7.759734767603838e-06,332.8520556417398
464.0,15995.0,464.4195,709.259390840256,-14710.075775078301,15285.740609159744,575.6648340814427,2.1083870481640652e-92,2.0699331187529515e-42,4.7083794125128553e-57,173.731164956467,2.3705344004318335e-05,401.9336454196317
463.9,16029.0,464.3195,748.7857225598491,-14619.312298994346,15280.21427744015,660.9019784458044,2.2737822475461717e-90,2.5604203682245843e-41,2.139362000738362e-55,179.22505290425994,7.009260411694055e-05,481.6768554489404
463.79999999999995,16033.0,464.2195,758.4986827019748,-14516.655325458427,15274.501317298025,757.845991839599,2.3318619845929677e-88,3.072251674437158e-40,9.213241473765593e-54,184.97656348124193,0.00020059654744552713,572.8692277618097
463.70000000000005,16293.0,464.1195000000001,1025.2595432352718,-14400.572057005022,15267.740456764728,867.1683997597072,2.274117649305772e-86,3.5759617270646866e-39,3.760589949195633e-52,191.00156559112963,0.0005556468026366784,676.166278521775
463.6,16329.0,464.01950000000005,1069.1980268922125,-14270.438424710246,15259.801973107787,989.3635483975421,2.1090157511882865e-84,4.037564660247032e-38,1.454838745768333e-50,197.31712549044224,0.0014896940402748709,792.0449332130596
463.5,16472.0,463.9195,1220.877950025555,-14126.420841577781,15251.122049974445,1124.7012083966645,1.8599627028191845e-82,4.422182637663363e-37,5.334443104134472e-49,203.94161212352387,0.0038656010426414,920.755730672098
463.4,16614.0,463.8195,1372.7082478249795,-13968.111304692728,15241.29175217502,1273.1804474822925,1.5598645653706894e-80,4.698339720732297e-36,1.8538673968427364e-47,210.89481280991356,0.009708619218417097,1062.2759260531604
463.29999999999995,16601.0,463.7195,1370.1041477864273,-13796.408247416137,15230.895852213573,1434.4876047974367,1.2440233705451695e-78,4.842199882521113e-35,6.106376765230356e-46,218.19806036682215,0.023600282500923997,1216.2659441481137
463.20000000000005,16704.0,463.6195000000001,1483.9215722361514,-13612.116678235412,15220.078427763849,1607.9617495284365,9.434740053321118e-77,4.840960799737895e-34,1.9063554386874772e-44,225.87437286085344,0.055525828089121064,1382.031850839494
463.1,16714.0,463.51950000000005,1505.2512357311098,-13416.17712679179,15208.74876426889,1792.5716374770998,6.804431937071248e-75,4.694733833507344e-33,5.640784514457674e-43,233.94860730320022,0.12644155150198202,1558.4965886223977
463.0,17055.0,463.4195,1859.0025437622498,-13209.088516330512,15195.99745623775,1986.9089399072377,4.666756568327674e-73,4.4165275151212956e-32,1.58194176413752e-41,242.44762873089923,0.27867649892465896,1744.1826346774137
462.9,17363.0,463.3195,2182.3201010210323,-12991.476470159074,15180.679898978968,2189.2034288198934,3.0436911441599572e-71,4.030337931524216e-31,4.2049111637658905e-40,251.4004962531285,0.5944638753899516,1937.208468691375
462.79999999999995,17496.0,463.2195,2332.432066809688,-12766.201151458645,15163.567933190312,2397.366781731668,1.8877697278156351e-69,3.5677345947075306e-30,1.0593476534365579e-38,260.8386677832635,1.227337566974579,2135.3007763814303
462.70000000000005,17588.0,463.1195000000001,2442.5302900226707,-12536.397279797102,15145.46970997733,2609.0724301802275,1.1134259082849373e-67,3.063614901763722e-29,2.5295050082127935e-37,270.7962253229186,2.452533084587727,2335.823671772721
462.5999999999999,18012.0,463.01949999999994,2886.7294297770422,-12303.391767591733,15125.270570222958,2821.878802631225,6.245085425720691e-66,2.551915931599276e-28,5.724636681783797e-36,281.31012280885415,4.743259330764013,2535.825420491607
462.5,18049.0,462.9195,2945.8362166118222,-12069.762408158631,15103.163783388178,3033.401375229547,3.331049678829305e-64,2.0620021285130064e-27,1.2279358114571344e-34,292.42045867125506,8.878689754344597,2732.1022268039474
462.4000000000001,18411.0,462.8195000000001,3331.6292778396237,-11837.836962115,15079.370722160376,3241.5337600453763,1.689625422732918e-62,1.6162272002065822e-26,2.4964263173734863e-33,304.1707753753871,16.08532295610504,2921.2776617138843
462.29999999999995,18657.0,462.7195,3603.9166175757564,-11608.375168549475,15053.083382424244,3444.7082138747683,8.15018222047789e-61,1.228870927189395e-25,4.8103556857426114e-32,316.60838831321803,28.204504078850867,3099.8953214826993
462.20000000000005,18532.0,462.6195000000001,3505.8643489452334,-11383.964986757726,15026.135651054767,3642.1706642970403,3.738632207294962e-59,9.063599028555655e-25,8.785186358355599e-31,329.78474646393107,47.86453283294411,3264.521385000165
462.0999999999999,18916.0,462.51949999999994,3918.002539354915,-11163.771988047964,14997.997460645085,3834.225472597122,1.6309014455199714e-57,6.4846367734523615e-24,1.520687996269711e-29,343.7558272271275,78.61669069770532,3411.8529546722893
462.0,19038.0,462.4195,4070.279996968602,-10945.335803840648,14967.720003031398,4022.3841991907498,6.765708449507473e-56,4.50050430558912e-23,2.4948509682474165e-28,358.58256771799574,124.97414769644952,3538.8274837763047
461.9000000000001,19234.0,462.3195000000001,4297.997725135094,-10726.66492708781,14936.002274864906,4209.3373477770965,2.6691346997183125e-54,3.029892809074481e-22,3.8793989921303715e-27,374.33133456132094,192.2777459116728,3642.728267304103
461.79999999999995,19406.0,462.2195,4503.356916028326,-10503.975277432244,14902.643083971674,4398.667806539429,1.0013835367721177e-52,1.9787179951033794e-21,5.717413992358584e-26,391.07443376793094,286.31243249872284,3721.2809402727753
461.70000000000005,19295.0,462.1195000000001,4426.202031195942,-10274.548818802274,14868.797968804058,4594.249150001784,3.572763499026875e-51,1.2535195122204662e-20,7.9863838984350785e-25,408.89066155285616,412.6222844596957,3772.736203989232
461.5999999999999,19673.0,462.01949999999994,4839.320526956344,-10034.352409420586,14833.679473043656,4799.32706362307,1.2122246454261118e-49,7.703158781235506e-20,1.0573434410464267e-23,427.8658958542074,575.5265874105589,3795.9345803583037
461.5,19888.0,461.9195,5091.962410132928,-9780.672220573613,14796.037589867072,5015.365369293459,3.911453332680045e-48,4.591950071048158e-19,1.326775121573977e-22,448.09372670073674,776.9217953546479,3790.3498472380734
461.4000000000001,20075.0,461.8195000000001,5318.420193000942,-9515.744904841085,14756.579806999058,5240.834902157973,1.2002469671980956e-46,2.655314828851196e-18,1.5779524573034512e-21,469.67612128296133,1015.0498982640219,3756.10888261099
461.29999999999995,20153.0,461.7195,5437.18645567165,-9245.606217241004,14715.81354432835,5470.207327087346,3.502529103960433e-45,1.4894483255546065e-17,1.778712919094405e-20,492.72411636853514,1283.4963381835662,3693.986872535245
461.20000000000005,20247.0,461.6195000000001,5572.917321927638,-8980.628731363653,14674.082678072362,5693.453946708709,9.720147272388209e-44,8.104484880368284e-17,1.9003480762849856e-19,517.3585262749557,1570.717284806968,3605.3781356267846
461.0999999999999,20497.0,461.51949999999994,5866.274532262065,-8734.412572378553,14630.725467737935,5896.312895359382,2.5653416725957187e-42,4.277755401663322e-16,1.924313392814207e-18,543.7106485793438,1860.3581492779842,3492.244097502055
461.0,20689.0,461.4195,6103.6433181423345,-8523.891529434057,14585.356681857666,6061.465152423609,6.438730159641226e-41,2.190266882193833e-15,1.8468592551417342e-17,571.9229416091001,2132.5010848729025,3357.041125941606
460.9000000000001,20789.0,461.3195000000001,6250.468288132677,-8367.96584370162,14538.531711867323,6170.565868165702,1.5368775553046927e-39,1.0878491600397141e-14,1.6799917481643108e-16,602.1496368992019,2365.784297554234,3202.631933712267
460.79999999999995,20709.0,461.2195,6217.725656836812,-8284.417874798652,14491.274343163188,6206.856468364536,3.4887012739427637e-38,5.241201795714169e-14,1.4484244515409662e-15,634.5572354292898,2540.1142249008044,3032.185008034442
460.70000000000005,20471.0,461.1195000000001,6026.132741380301,-8286.969719629362,14444.867258619699,6157.897538990337,7.531391952202485e-37,2.4495349349158555e-13,1.1835862131277551e-14,669.3248176223763,2639.505731223382,2849.066990144579
460.5999999999999,20324.0,461.01949999999994,5924.4281598553425,-8381.697388150222,14399.571840144657,6017.874451994436,1.5462338884995914e-35,1.1105214471558895e-12,9.166832554441947e-14,706.6440726521695,2654.497294865927,2656.7330844763387
460.5,20062.0,460.9195,5706.512141550003,-8566.512408803019,14355.487858449997,5788.975449646978,3.0190142364490207e-34,4.883833158683577e-12,6.729054563801645e-13,746.7189212595613,2583.63610104099,2458.6204273464205
460.4000000000001,20044.0,460.8195000000001,5731.866268663465,-8830.610086684826,14312.133731336535,5481.523644651708,5.605918519142826e-33,2.0834603703703652e-11,4.681706156912635e-12,789.7645666153956,2433.7101634598775,2258.0489145764095
460.29999999999995,19451.0,460.7195,5180.225646957595,-9157.959165184224,14270.774353042405,5112.815187858181,9.899692503717878e-32,8.621845281991852e-11,3.087234402335965e-11,836.0057583818322,2218.6761090489017,2058.1333204273305
460.20000000000005,18988.0,460.6195000000001,4754.882026641713,-9528.21705340728,14233.117973358287,4704.900919951007,1.66261478839817e-30,3.4610331774242634e-10,1.9295249954325786e-10,885.673994936807,1957.5172298277826,1861.7096951858784
460.0999999999999,18407.0,460.51949999999994,4207.852886308223,-9917.37865254601,14199.147113691777,4281.768461145768,2.655573581399789e-29,1.34772677294855e-09,1.1430008764312342e-09,939.0033173842024,1671.487070327768,1671.278073431307
460.0,18005.0,460.4195,3836.3422656064577,-10302.179536432075,14168.657734393542,3866.478197961467,4.033885945805154e-28,5.0908289522532565e-09,6.417384613849954e-09,996.2242676539063,1381.2914002565824,1488.96253003947
459.9000000000001,17731.0,460.3195000000001,3590.4917017267417,-10661.745768191257,14140.508298273258,3478.762530082002,5.82759453643509e-27,1.8653731057929215e-08,3.4149545245200886e-08,1057.5554956117273,1104.7183803920195,1316.4886540254522
459.79999999999995,17235.0,460.2195,3119.9257518226223,-10981.63556949701,14115.074248177378,3133.4386786803675,8.00677078154513e-26,6.630304480537201e-08,1.7223726934770452e-07,1123.1924150034165,855.0686321953206,1155.1776312430902
459.70000000000005,16738.0,460.1195000000001,2644.7753157917505,-11253.457139167209,14093.22468420825,2839.76754504104,1.0462363268621062e-24,2.2860819292293728e-07,8.233503778356645e-07,1193.2922405788356,640.5199199267811,1005.955383483465
459.5999999999999,16532.0,460.01949999999994,2458.116467900265,-11472.203870731686,14073.883532099735,2601.67966136805,1.3001952106180547e-23,7.646112167401017e-07,3.7304188543926695e-06,1267.9547142351826,464.35030562308674,869.3746370147508
459.5,16505.0,459.9195,2449.718308356172,-11636.645122499056,14055.281691643828,2418.6365691447727,1.5367237134350435e-22,2.480733405987891e-06,1.6019385645632575e-05,1347.1978854283607,325.79125941743774,745.6474057988554
459.4000000000001,16408.0,459.8195000000001,2370.9899188204818,-11750.182178856041,14037.010081179518,2286.8279023234772,1.727402921458265e-21,7.807465634683609e-06,6.520028084770397e-05,1430.9285060312077,221.2141473190366,634.6851759654863
459.29999999999995,16305.0,459.7195,2285.639632750628,-11818.942194722391,14019.360367249372,2200.4181725269814,1.846734062593703e-20,2.3835848906303235e-05,0.0002515176270825875,1518.9070051779397,145.36683442031102,536.1440575752548
459.20000000000005,16165.0,459.6195000000001,2162.4991178128203,-11849.87221387684,14002.50088218718,2152.6286683103385,1.8777173486473902e-19,7.058976277828155e-05,0.0009196079952668285,1610.7077108907024,92.44766219870786,449.4723050231702
459.0999999999999,16169.0,459.51949999999994,2182.9694589150185,-11849.494313117026,13986.030541084981,2136.5362279679557,1.8158233392073446e-18,0.00020278852538863456,0.0031867823313386544,1705.6760649055243,56.89890488871703,373.9578686028576
459.0,16205.0,459.4195,2235.717314085563,-11823.720259764603,13969.282685914437,2145.5624261498347,1.6700786533989762e-17,0.0005651133774205877,0.010466884058749555,1802.8860825795557,33.891319379537116,308.7739921933057
458.9000000000001,16041.0,459.3195000000001,2088.105613105101,-11779.199200981397,13952.894386894899,2173.695185913502,1.4609075319371147e-16,0.0015276306209995871,0.03258350333213756,1901.1032000953287,19.53659474213526,253.02127994208507
458.79999999999995,16050.0,459.2195,2113.028894336683,-11721.447212725277,13936.971105663317,2215.5238929380384,1.21544020438285e-15,0.004005822285271183,0.09613764771462296,1998.7597237990476,10.89894151737866,205.76508415161229
458.70000000000005,16257.0,459.1195000000001,2336.8951460358585,-11653.922128505092,13920.104853964142,2266.1827254590503,9.617721782423708e-15,0.01018956297195127,0.26884660517848774,2093.951911808622,5.884290276643078,166.0674872056348
458.5999999999999,16004.0,459.01949999999994,2100.7147241489874,-11581.99093649291,13903.285275851013,2321.294339358102,7.238379081429252e-14,0.025142588823210656,0.712575642099953,2184.4685625269753,3.074520734799623,133.0135378654041
458.5,16193.0,458.9195,2306.4187897471,-11509.584616267253,13886.5812102529,2376.996593985646,5.181360220966729e-13,0.060180388170528176,1.7900812332432359,2267.8599402289383,1.5546534823064597,105.73173865298708
458.4000000000001,16354.0,458.8195000000001,2485.58159071117,-11438.294620293973,13868.41840928883,2430.1237889948575,3.527625998746355e-12,0.1397302809894155,4.26216106088664,2341.5520576670606,0.7607849281197155,83.40905505779735
458.29999999999995,16139.0,458.7195,2288.6771467014332,-11371.724160732429,13850.322853298567,2478.5986925661377,2.2843392289476446e-11,0.3147144155231924,9.618388731588665,2403.004367591383,0.36029779407919527,65.30092403354077
458.20000000000005,16283.0,458.6195000000001,2450.6402669091876,-11310.298065467381,13832.359733090812,2522.0616676234304,1.406957899579012e-10,0.687595928291026,20.572645583696517,2449.8994145821575,0.1651322926054807,50.73687923653899
458.0999999999999,16365.0,458.51949999999994,2551.599925896511,-11250.69862177517,13813.400074103489,2562.7014523283187,8.242278272777699e-10,1.457271637518453,41.70549825790763,2480.34294972274,0.07324406327397256,39.12248864605456
458.0,16574.0,458.4195,2780.8110091600793,-11187.04463504101,13793.18899083992,2606.144355798911,4.5926403629412495e-09,2.9959756874844685,80.13307981814741,2493.0455356370767,0.03143997381525884,29.938324677794462
457.9000000000001,16465.0,458.3195000000001,2692.5563502167242,-11110.333664256917,13772.443649783276,2662.109985526358,2.4340530146506443e-08,5.974844585715106,145.93037750860722,2487.455035260895,0.013060523222546302,22.73666762357759
457.79999999999995,16574.0,458.2195,2822.4595489770873,-11007.143802309689,13751.540451022913,2744.3966487132247,1.2270255380102082e-07,11.558607000432607,251.88072113713392,2463.8154789133173,0.005250576182299801,17.13659096345603
457.70000000000005,16615.0,458.1195000000001,2885.0925047642777,-10860.196698927215,13729.907495235722,2869.7107963085077,5.883514152171486e-07,21.690768457764786,412.05909166967047,2423.1408904786867,0.002042775709299628,12.818002338324762
457.5999999999999,17010.0,458.01949999999994,3303.5489016349184,-10651.431141802354,13706.451098365082,3055.019956562727,2.683387612470548e-06,39.48525392554648,638.9096157880166,2367.109188658749,0.0007691323727473426,9.5151263746548
457.5,17063.0,457.9195,3381.888270566262,-10367.54763940871,13681.111729433738,3313.564090025028,1.164118853184363e-05,69.72451278831518,938.9332067775275,2297.8962552231205,0.0002802512411124912,7.0098233436346185
457.4000000000001,17191.0,457.8195000000001,3536.1090969956967,-10004.540727224878,13654.890903004303,3650.3501757794247,4.803773929038008e-05,119.43362041699514,1307.812017931042,2217.9793431948806,9.88233145079589e-05,5.1250473754531125
457.29999999999995,17873.0,457.7195,4247.611215715595,-9566.757592229551,13625.388784284405,4058.6311920548533,0.00018855726733517093,198.45327149292126,1726.5187526142702,2129.940281202208,3.372376735638412e-05,3.7186644644187123
457.20000000000005,18029.0,457.6195000000001,4436.526125410195,-9073.334020336926,13592.473874589805,4519.13985425288,0.0007040179804737697,319.87513635620934,2160.292841102173,2036.2933846737467,1.1137223596794272e-05,2.677776965546757
457.0999999999999,18433.0,457.51949999999994,4875.822101184289,-8553.824238935993,13557.177898815711,5003.353659879718,0.0025003937746140826,500.14192526813196,2561.9420611630617,1939.3535300803685,3.5594375296904007e-06,1.9136394149436236
457.0,18966.0,457.4195,5447.951615948641,-8037.300500718146,13518.048384051359,5480.7478833332125,0.008447375746090422,758.5716279987741,2879.660783592694,1841.1498224494846,1.1009023499148547e-06,1.3572008156120152
456.9000000000001,19283.0,457.3195000000001,5807.612835366799,-7547.143219792551,13475.3871646332,5928.24394484065,0.027147426791549953,1116.0675602380936,3067.8117815486557,1743.382184691077,3.2951760538331316e-07,0.9552706065149403
456.79999999999995,19552.0,457.2195,6121.828204553383,-7091.514635939375,13430.171795446617,6338.657159507242,0.0829915438006119,1592.8501876308947,3097.643544395805,1647.4131575194015,9.544875532642072e-08,0.6672783218916002
456.70000000000005,20163.0,457.1195000000001,6781.735727165185,-6656.578482233118,13381.264272834815,6724.685790601697,0.24134724465200827,2205.2098979147863,2964.4868015372062,1554.2851648754827,2.675612204348855e-08,0.4625790028129626
456.5999999999999,20730.0,457.01949999999994,7402.497284897061,-6211.286082423728,13327.502715102939,7116.216632679211,0.6676661361569148,2961.5256015255864,2688.9513967305415,1464.7537221625996,7.258330797074863e-09,0.31824611706827677
456.5,20878.0,456.9195,7607.388258692037,-5719.52403739119,13270.611741307963,7551.087703916773,1.7570745743234244,3858.0833483206047,2311.7013910200967,1379.3286005652596,1.905506709348713e-09,0.2172894345834104
456.4000000000001,21550.0,456.8195000000001,8339.83194993658,-5148.183717953473,13210.16805006342,8061.984332109946,4.3988624863392625,4875.490069841553,1883.6311640063502,1298.3170003196324,4.841097141177723e-10,0.14723545558729836
456.29999999999995,21968.0,456.7195,8822.882648995492,-4481.35260745794,13145.117351004508,8663.764743546568,10.476485162083678,5976.618060700338,1454.706403563928,1221.8647828805595,1.1902444463235742e-10,0.09901123954078843
456.20000000000005,22470.0,456.6195000000001,9393.928620793298,-3730.519375533562,13076.071379206702,9345.55200367314,23.736774308527977,7106.9504194557185,1064.8052527192149,1149.9934794940434,2.8319595834173747e-11,0.06607769560530914
456.0999999999999,22802.0,456.51949999999994,9798.673066329333,-2932.8849541979853,13003.326933670667,10070.441979472682,51.16402691056265,8197.881278642853,738.7208720673754,1082.632037189877,6.520725763924178e-12,0.04376466200686922
456.0,23160.0,456.4195,10232.596258221842,-2144.089838196427,12927.403741778158,10783.313903581731,104.91821215183579,9172.98154292807,485.7422785438657,1019.643103223336,1.4529889207709953e-12,0.02876673462255008
455.9000000000001,23901.0,456.3195000000001,11054.278488111548,-1421.8743221240566,12846.721511888452,11424.847189764396,204.68527657986084,9956.575031124084,302.72395748649035,960.8441592591985,3.133182148069931e-13,0.01876531476067057
455.79999999999995,24322.0,456.2195,11560.995662202713,-812.8980223035069,12761.004337797287,11948.10631549378,379.9080509868039,10483.347409807919,178.81462225150298,906.024084037619,6.538309231806983e-14,0.01214840993697244
455.70000000000005,24770.0,456.1195000000001,12098.671329249177,-338.0793503398254,12671.328670750823,12333.249320410998,670.862274539345,10707.3140695206,100.10934449404465,854.9558267057881,1.3203870291927464e-14,0.0078051512193573445
455.5999999999999,25372.0,456.01949999999994,12795.024253059964,19.087941159143156,12576.975746940036,12596.063688099179,1127.0890653982901,10608.443344159039,53.12042689429911,807.4058749470769,2.580432685947527e-15,0.004976700474458394
455.5,25397.0,455.9195,12917.480655585003,307.5614190126944,12479.519344414997,12787.080763427692,1801.6080578409146,10195.612875573748,26.71553318085118,763.1411476340584,4.880213615802206e-16,0.003149198118354524
455.4000000000001,25870.0,455.8195000000001,13490.573351755216,600.5157677264306,12379.426648244784,12979.942415971214,2739.9777656209317,9505.294323522032,12.734487941377163,721.9338612035029,8.931813995727662e-17,0.0019776833700559686
455.29999999999995,26196.0,455.7195,13920.467602864166,974.8669757694443,12275.532397135834,13250.399372905278,3964.8435091276583,8596.23653374435,5.75326631417518,683.5648311483974,1.5819566657259634e-17,0.0012325706963076685
455.20000000000005,26298.0,455.6195000000001,14128.780809396023,1481.1932319015377,12169.219190603977,13650.412422505515,5458.900943998342,7541.221572309094,2.4635581595995304,647.8255856695051,2.7114594282131483e-18,0.0007623689738945437
455.0999999999999,26706.0,455.51949999999994,14645.843359574937,2124.2845449788965,12060.156640425063,14184.441185403959,7151.425369531628,6417.495924061252,0.9998308024126837,614.5195930398787,4.497434021854535e-19,0.00046796878692321396
455.0,26821.0,455.4195,14872.725634508146,2847.675186612947,11948.274365491854,14795.949552104801,8914.490918655742,5297.6109119906705,0.3845967018949469,583.4628396764225,7.219036010887883e-20,0.00028508007137867673
