#No of rows lightened (2D detector)1(if not using 2D detector, value is 1 and can be ignored!)
raw_x,raw_y,corrected x,data-bg,sum_components,bg,sum_fit,bg_shirley_,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
470.0,366.0,470.6318,365.99964764249984,142.9338623673021,0.00035235750016076526,142.93421472480227,0.00035235750016076526,11.654423585751097,9.590287525043474,12.20554064181459,27.981257119074545,55.8458107588983,12.36497684384821,9.196621152156196,4.094944740715699
469.9,458.0,470.5318,457.9996478816354,145.67215160333706,0.00035211836461873023,145.67250372170167,0.00035211836461873023,11.863112629480817,9.733835151900232,12.374227391899637,28.33966291339841,57.03216265139633,12.649994040558484,9.441535597723485,4.237621226979652
469.79999999999995,322.0,470.43179999999995,321.9996481808815,148.49522833149015,0.0003518191185032876,148.49558015060865,0.0003518191185032876,12.077451122181104,9.88062669187291,12.546433036209002,28.704994295506374,58.25659249099202,12.94494679835846,9.696324622898121,4.38785927347214
469.70000000000005,415.0,470.33180000000004,414.9996483912685,151.40685900578006,0.0003516087314963606,151.40721061451157,0.0003516087314963606,12.297644595008009,10.030760526108596,12.722256065229981,29.077430726755807,59.52074163887503,13.25030069927238,9.96152398929736,4.546200765232926
469.6,354.0,470.2318,353.9996486624195,154.41103503914687,0.000351337580540228,154.41138637672742,0.000351337580540228,12.523908000293865,10.184338789873156,12.901798437061569,29.45715751506541,60.82634053086931,13.566548819234363,10.237706128830078,4.713236817919148
469.5,329.0,470.1318,328.9996488937145,157.51199016502218,0.0003511062855077679,157.5123412713077,0.0003511062855077679,12.756466233915846,10.341467545587914,13.085165724847888,29.84436604480683,62.17521451941439,13.894213692156889,10.525483182982589,4.889613221309841
469.4,363.0,470.0318,362.99964910867516,160.71421948416824,0.0003508913248702555,160.7145703754931,0.0003508913248702555,12.995554691729991,10.50225696523472,13.27246727157364,30.23925401730778,63.569290165691804,14.23384943900276,10.825510338620576,5.076036595006963
469.29999999999995,299.0,469.93179999999995,298.99964934585057,164.02250039808467,0.0003506541494556142,164.02285105223413,0.0003506541494556142,13.24141986262576,10.666821522710206,13.463816352641238,30.642025702523892,65.0106020217813,14.586044077821958,11.138489493651804,5.273281364328518
469.20000000000005,316.0,469.83180000000004,315.9996495412099,167.44191565936,0.00035045879009203915,167.4422661181501,0.00035045879009203915,13.494319960979496,10.835280196754496,13.659330346680619,31.05289220247756,66.50129994676341,14.951422032473014,11.465173290155752,5.482197683075676
469.1,313.0,469.7318,312.99964974767664,170.977878803306,0.0003502523233398996,170.97822905562933,0.0003502523233398996,13.754525601524254,11.007756685124189,13.859130915072477,31.472071727098232,68.04365700514067,15.33064685971577,11.806369557450338,5.703720452180032
469.0,213.0,469.6318,212.9996499521833,174.63616226500474,0.00035004781671515387,174.63651231282145,0.00035004781671515387,14.022320519909254,11.184379630723503,14.063344190692682,31.899789883128957,69.64007800087086,15.724424216564932,12.162946213126666,5.938879609987883
468.9,206.0,469.5318,205.99965009135232,178.42292853301464,0.00034990864767019906,178.42327844166232,0.00034990864767019906,14.29800234252007,11.365282860465907,14.272100976427577,32.33627997681969,71.29310870588711,16.133505092297497,12.535836676481455,6.188811902115319
