#No of rows lightened (2D detector)1(if not using 2D detector, value is 1 and can be ignored!)
raw_x,raw_y,corrected x,data-bg,sum_components,bg,sum_fit,bg_shirley_,C_1
527.1,171.78467635131074,527.7482,15.662127871238084,31.572886272166897,156.12254848007265,187.69543475223955,156.12254848007265,31.572886272166908
527.0,130.9080426702203,527.6482,-25.214505737851482,30.237203623018956,156.1225484080718,186.35975203109075,156.1225484080718,30.237203623018942
526.9,317.09063030344623,527.5482,160.96808177946005,28.987678006369862,156.12254852398618,185.11022653035604,156.12254852398618,28.98767800636986
526.8,245.31984794251457,527.4481999999999,89.19730015851977,27.816743296146598,156.1225477839948,183.9392910801414,156.1225477839948,27.81674329614661
526.7,100.46077529212744,527.3482,-55.661772081815684,26.717687262379542,156.12254737394312,182.84023463632266,156.12254737394312,26.71768726237953
526.6,96.54106593158758,527.2482,-59.581481698240026,25.684531542823578,156.1225476298276,181.80707917265119,156.1225476298276,25.684531542823567
526.5,178.65322491167808,527.1482,22.530677007946593,24.711932244111125,156.1225479037315,180.8344801478426,156.1225479037315,24.71193224411111
526.4,198.8070637172268,527.0482,42.68451591707179,23.79509691160527,156.12254780015502,179.9176447117603,156.12254780015502,23.795096911605274
526.3,299.0099554595354,526.9481999999999,142.88740785560668,22.929714637270393,156.1225476039287,179.0522622411991,156.1225476039287,22.929714637270383
526.2,243.23095273037052,526.8482,87.10840578331397,22.11189682422622,156.12254694705655,178.23444377128277,156.12254694705655,22.11189682422623
526.1,137.38607810689246,526.7482,-18.73646843971534,21.33812667789266,156.1225465466078,177.46067322450045,156.1225465466078,21.338126677892674
526.0,169.51115803094217,526.6482,13.388611398200368,20.605215904168006,156.1225466327418,176.7277625369098,156.1225466327418,20.605215904168002
525.9,220.67018146472856,526.5482,64.54763489353596,19.91026740481155,156.1225465711926,176.03281397600415,156.1225465711926,19.910267404811563
525.8,181.8342273242306,526.4481999999999,25.711681049771926,19.250642996979337,156.12254627445867,175.373189271438,156.12254627445867,19.25064299697934
525.7,110.95355675924566,526.3482,-45.168989397013036,18.623935367107606,156.1225461562587,174.7464815233663,156.1225461562587,18.6239353671076
525.6,3.0,526.2482,-153.12254636390648,18.027943612822042,156.12254636390648,174.15048997672852,156.12254636390648,18.027943612822032
525.5,0.0,526.1482,-156.1225470678309,17.46065184014762,156.1225470678309,173.58319890797853,156.1225470678309,17.460651840147623
525.4,185.0,526.0482,28.877452214453257,16.92021037400869,156.12254778554674,173.04275815955543,156.12254778554674,16.920210374008683
525.3,169.0,525.9481999999999,12.877452347206713,16.40491921318946,156.1225476527933,172.52746686598275,156.1225476527933,16.404919213189466
525.2,150.0,525.8482,-6.122547593593964,15.913213420307557,156.12254759359396,172.03576101390152,156.12254759359396,15.913213420307553
525.1,111.0,525.7482,-45.122547621740125,15.443650185946069,156.12254762174013,171.5661978076862,156.12254762174013,15.443650185946073
525.0,116.0,525.6482,-40.12254782917438,14.994897346068171,156.12254782917438,171.11744517524255,156.12254782917438,14.994897346068182
