#No of rows lightened (2D detector)1(if not using 2D detector, value is 1 and can be ignored!)
raw_x,raw_y,corrected x,data-bg,sum_components,bg,sum_fit,Ti-F,TiF2
686.4,7744.0,686.8195,513.3907701315102,-6829.847815026154,7230.60922986849,400.76141484233545,363.04744472763895,37.71397011469649
686.3,7638.0,686.7194999999999,407.8034581342954,-6791.132257658119,7230.196541865705,439.06428420758556,398.56426733372126,40.50001687386428
686.2,7714.0,686.6195,484.2030702696993,-6746.810400202126,7229.796929730301,482.9865295281745,439.3851011970506,43.60142833112393
686.1,7765.0,686.5195,535.6599611453175,-6695.698054836501,7229.3400388546825,533.6419840181819,486.5752457003283,47.066738317853606
686.0,7815.0,686.4195,586.1625290824568,-6636.41967817923,7228.837470917543,592.4177927383134,541.4638204793575,50.95397225895587
685.9,7834.0,686.3195,605.6964728437842,-6567.254966034383,7228.303527156216,661.0485611218331,605.7156610675779,55.332900054255205
685.8,7900.0,686.2194999999999,672.268991644979,-6486.024804195022,7227.731008355021,741.7062041599988,681.4182902115766,60.28791394842221
685.7,7951.0,686.1195,723.8944622458112,-6390.005023940345,7227.105537754189,837.1005138138431,771.1787883331602,65.92172548068285
685.6,8083.0,686.0195,856.6025128611655,-6275.824120916738,7226.397487138835,950.5733662220964,878.2132290606901,72.36013716140629
685.5,8288.0,685.9195,1062.4622392637348,-6139.39225953341,7225.537760736265,1086.145501202855,1006.3872822739245,79.75821892893057
685.4,8354.0,685.8195,1129.4441966640134,-5976.124293018256,7224.555803335987,1248.431510317731,1160.123213665098,88.30829665263296
685.3,8602.0,685.7194999999999,1378.5677669347651,-5781.165319365705,7223.432233065235,1442.2669136995298,1344.0167063903207,98.25020730920909
685.2,9004.0,685.6195,1781.9836699229454,-5550.232321696655,7222.016330077055,1671.7840083803997,1561.8997968746785,109.88421150572107
685.1,9261.0,685.5195,2040.6962014101946,-5281.7619522489595,7220.303798589805,1938.5418463408457,1814.9552429210244,123.58660341982129
685.0,9565.0,685.4195,2346.661704359006,-4980.0974218669835,7218.338295640994,2238.24087377401,2098.413789873325,139.827083900685
684.9,9897.0,685.3195,2680.914020017736,-4660.285287148587,7216.085979982264,2555.800692833677,2396.6159147462977,159.18477808737939
684.8,10249.0,685.2194999999999,3035.474918753822,-4353.798329328409,7213.525081246178,2859.72675191777,2677.3712944802874,182.35545743748256
684.7,10300.0,685.1195,3089.218734894477,-4111.452182086616,7210.781265105523,3099.3290830189076,2889.194338700257,210.13474431865066
684.6,10300.0,685.0195,3091.9878684064424,-3996.511458957572,7208.012131593558,3211.5006726359857,2968.1514541472375,243.3492184887481
684.5,10224.0,684.9195,3018.7254214505147,-4062.6838635639133,7205.274578549485,3142.590714985572,2859.902498799158,282.6882161864139
684.4,10065.0,684.8195,2862.360103003416,-4323.11328124066,7202.639896996584,2879.5266157559236,2551.160784487419,328.3658312685047
684.3,9696.0,684.7194999999999,2495.7605002519986,-4731.990705929028,7200.239499748001,2468.2487938189734,2088.7191493781106,379.52964444086257
684.2,9198.0,684.6195,1999.7744657003668,-5199.890888124712,7198.225534299633,1998.334646174921,1564.957379062382,433.37726711253924
684.1,8769.0,684.5195,1572.3747613657806,-5636.53272402718,7196.625238634219,1560.09251460704,1075.9466384756365,484.1458761314035
684.0,8436.0,684.4195,1240.6349683143208,-5989.270324776589,7195.365031685679,1206.0947069090903,683.4860970355961,522.6086098734943
683.9,8132.0,684.3195,937.610805842095,-6252.448166164828,7194.389194157905,941.9410279930769,404.665955602266,537.2750723908108
683.8,8002.0,684.2194999999999,808.393002258953,-6450.1336119545895,7193.606997741047,743.4733857864576,225.16969915577695,518.3036866306807
683.7,7888.0,684.1195,695.0665406910712,-6611.266030169696,7192.933459308929,581.6674291392331,118.53074398558405,463.13668515364907
683.6,7568.0,684.0195,375.5461670354898,-6753.172581630736,7192.45383296451,439.2812513337743,59.290045939702075,379.99120539407227
683.5,7444.0,683.9195,251.82722554030443,-6878.530469024262,7192.172774459696,313.64230543543397,28.25199440425018,285.3903110311838
683.4,7288.0,683.8195,95.98304189286591,-6982.47397997763,7192.016958107134,209.54297812950438,12.838188219015654,196.70478991048873
683.3,7411.0,683.7194999999999,219.12420754227423,-7061.050416400543,7191.875792457726,130.8253760571821,5.5643746125648335,125.26100144461726
683.2,7407.0,683.6195,215.31883471857964,-7115.050275601829,7191.68116528142,76.63088967959175,2.2994468013224707,74.33144287826927
683.1,7506.0,683.5195,314.5562147077426,-7149.092235700911,7191.443785292257,42.35154959134591,0.9053952514379455,41.44615433990796
683.0,7352.0,683.4195,160.76915685641143,-7169.03318150385,7191.230843143589,22.197661639738538,0.3394066440480505,21.858254995690487
682.9,7363.0,683.3195,171.91819825935727,-7180.00851824399,7191.081801740643,11.073283496653362,0.1210362158924896,10.952247280760872
682.8,7322.0,683.2194999999999,131.05392746570396,-7185.678044997466,7190.946072534296,5.268027536830019,0.04102768808480964,5.226999848745209
682.7,7263.0,683.1195,72.14495902026647,-7188.463073356456,7190.8550409797335,2.3919676232772122,0.013209269854091524,2.378758353423121
682.6,7319.0,683.0195,128.23472759474407,-7189.728759107968,7190.765272405256,1.0365132972879774,0.00403662548428127,1.0324766718036962
682.5,7258.0,682.9195,67.3223356706676,-7190.249238481955,7190.677664329332,0.4284258473775393,0.0011700910928009462,0.42725575628473833
682.4,7332.0,682.8195,141.41584878856156,-7190.415371050308,7190.584151211438,0.168780161130916,0.0003215374099840894,0.16845862372093193
682.3,7294.0,682.7194999999999,103.52558068467079,-7190.411100232093,7190.474419315329,0.06331908323620386,8.371954877096648e-05,0.06323536368743289
682.2,7302.0,682.6195,111.62196514767584,-7190.355433543291,7190.378034852324,0.02260130903342137,2.0644322587821094e-05,0.02258066471083355
682.1,7326.0,682.5195,135.7327781900276,-7190.259552574531,7190.267221809972,0.00766923544180979,4.819117626789438e-06,0.007664416324183001
682.0,7377.0,682.4195,186.8773050518721,-7190.120222946509,7190.122694948128,0.002472001619066972,1.0645355528660534e-06,0.0024709370835141057
681.9,7277.0,682.3195,87.0,-7189.999243670809,7190.0,0.0007563291908847809,2.2244732661891498e-07,0.000756106743558162
681.8,7190.0,682.2194999999999,0.0,-7189.999780489904,7190.0,0.00021951009585366237,4.395734755573291e-08,0.00021946613850610665
681.7,7219.0,682.1195,29.0,-7189.999939601898,7190.0,6.0398102046733605e-05,8.211995640069917e-09,6.038989005109354e-05
681.6,7252.0,682.0195,62.0,-7189.999984253418,7190.0,1.574658219453695e-05,1.4499905205454813e-09,1.5745132204016403e-05
