#No of rows lightened (2D detector)1(if not using 2D detector, value is 1 and can be ignored!)
raw_x,raw_y,corrected x,data-bg,sum_components,bg,sum_fit,C_1,C_2,C_3,C_4,C_5,C_6,C_7
467.5,14242.0,467.9195,286.0,-13712.015363203178,13956.0,243.98463679682206,58.75615638711752,29.885188849204347,14.220358082484607,5.597094578132434,68.60511538093586,47.764377856314105,19.15634566263322
467.4,14317.0,467.8195,361.0,-13705.966901892087,13956.0,250.0330981079128,59.6602248785098,30.373113018336344,14.478829681243724,5.7160644041333235,70.6155632030557,49.27366237212128,19.915640550512578
467.29999999999995,14347.0,467.7195,391.0,-13699.666820582448,13956.0,256.3331794175517,60.585305174858306,30.873074384068374,14.744405292225448,5.838862423308306,72.71543214469247,50.85537744757716,20.72072255082166
467.20000000000005,14236.0,467.6195000000001,280.0,-13693.09984639434,13956.0,262.9001536056602,61.53205297069069,31.385471822402028,15.017347365561942,5.965654401887709,74.91008793685262,52.514215165749874,21.57532394251531
467.1,14411.0,467.51950000000005,455.0,-13686.249465706169,13956.0,269.7505342938307,62.501149717869055,31.910720854016372,15.297930570153728,6.096615161864494,77.20530349491575,54.255252204257246,22.483562290754012
467.0,14406.0,467.4195,450.0,-13679.097796708094,13956.0,276.90220329190487,63.49330384835433,32.44925448395941,15.586442481889359,6.2319291801726475,79.60729642719016,56.083988117083805,23.449988753255173
466.9,14296.0,467.3195,340.0,-13671.625446030383,13956.0,284.37455396961707,64.5092520651856,33.00152409113638,15.883184317463815,6.371791234549589,82.12277062020215,58.00638811351949,24.479643527560007
466.79999999999995,14252.0,467.2195,296.0,-13663.811347092476,13956.0,292.18865290752353,65.54976070603699,33.56800037098614,16.18847171727179,6.516407100275782,84.7589624126286,60.02893094461279,25.578119655711436
466.70000000000005,14114.0,467.1195000000001,158.0,-13655.632577415528,13956.0,300.36742258447197,66.61562718405477,34.14917433501074,16.50263558115922,6.6659943024154265,87.52369194291646,62.15866260173787,26.75163663717748
466.6,14075.0,467.01950000000005,119.0,-13647.064151659972,13956.0,308.93584834002763,67.70768151102259,34.74555837111048,16.826022961147757,6.820782928659515,90.42542034042874,64.40325664233579,28.00712558532276
466.5,14229.0,466.9195,273.0,-13638.07878657357,13956.0,317.9212134264314,68.8267879082511,35.35768736897361,17.158998015602343,6.981016508401246,93.47331352847301,66.77108208771284,29.352328009017217
466.4,14230.0,466.8195,274.0,-13628.64663334258,13956.0,327.353366657421,69.97384651103425,35.986119915131695,17.50194302972362,7.146952964274209,96.67731352253249,69.27127999092478,30.79591072379997
466.29999999999995,14187.0,466.7195,231.0,-13618.734972004684,13956.0,337.26502799531625,71.14979517290949,36.63143956263681,17.85525950767299,7.318865643042809,100.0482182410213,71.91384995353324,32.34759991449959
466.20000000000005,14017.0,466.6195000000001,61.0,-13608.307861573654,13956.0,347.69213842634576,72.3556113764568,37.29425618073092,18.21936934212847,7.49704443348214,103.59777100289645,74.70974808426791,34.01833800638303
466.1,14149.0,466.51950000000005,193.0,-13597.325738303638,13956.0,358.6742616963622,73.59231425788738,37.97520739031676,18.594716067601464,7.681796979719585,107.33876107055966,77.67099814699733,35.820467783279966
466.0,14232.0,466.4195,276.0,-13585.744953035954,13956.0,370.2550469640472,74.86096675320283,38.674960091501354,18.981766204423874,7.873449999443237,111.28513681285473,80.81081794820264,37.767949154418474
465.9,14111.0,466.3195,155.0,-13573.517236761587,13956.0,382.4827632384127,76.1626778743601,39.39421209003181,19.381010700976574,8.07235071744281,115.45213331820796,84.14376337581167,39.876615161581796
465.79999999999995,14240.0,466.2195,284.0,-13560.589081324202,13956.0,395.4109186757983,77.49860512448933,40.133693829986875,19.792966482432384,8.278868426127119,119.85641658922208,87.68589293394272,42.164475289597796
465.70000000000005,14146.0,466.1195000000001,190.0,-13546.901019487232,13956.0,409.0989805127679,78.86995706195468,40.894170240726346,20.21817811508635,8.493396186002649,124.5162468071132,91.45495613769295,44.65207596419172
465.6,13956.0,466.01950000000005,0.0,-13532.386785282628,13956.0,423.61321471737136,80.27799602383088,41.67644270678389,20.65721959622352,8.716352680606372,129.4516635783289,95.47060975748167,47.3629303741161
465.5,14196.0,465.9195,240.8600975404479,-13516.112233971935,13955.139902459552,439.0276684876177,81.72404102018672,42.48135117011989,21.11069628043653,8.948184242086098,134.68469658033774,99.7546666572721,50.3240325371786
465.4,14139.0,465.8195,185.38218418695942,-13498.192492139806,13953.61781581304,455.4253236732344,83.20947081154767,43.309776375001086,21.579246954400222,9.189367065560107,140.23960562635278,104.33138288499487,53.566473955377646
465.29999999999995,14162.0,465.7195,209.79333320670594,-13479.307211570094,13952.206666793294,472.8994552232006,84.73572718286681,44.16264226664428,22.063546073291402,9.440409632567748,146.14315488990454,109.22778978276162,57.12618539516421
465.20000000000005,14305.0,465.6195000000001,354.80949740688084,-13458.635266533152,13950.19050259312,491.5552360599668,86.30431842846707,45.04091855576732,22.564306173382896,9.701855366411545,152.42492689615491,114.47407923516401,61.04483140461902
465.1,14234.0,465.51950000000005,286.09814168468984,-13436.39021978859,13947.90185831531,511.51163852672175,87.91682306362661,45.94562346227809,23.08228047682376,9.97428554501777,159.11768292913612,120.10405182281661,65.37089122702274
465.0,14107.0,465.4195,160.69360930247603,-13413.402697843389,13946.306390697524,532.9036928541351,89.57489377975975,46.87782665250956,23.61826570625813,10.258322500154476,166.25777776212016,126.15563966654487,70.16096678678822
464.9,14191.0,465.3195,246.14641159226994,-13388.968413523826,13944.85358840773,555.8851748839039,91.28026166165316,47.83865238575998,24.173105128797687,10.554633135528592,173.88563814165812,132.67151822489768,75.48136620560865
464.79999999999995,14140.0,465.2195,196.727890224387,-13362.640301645613,13943.272109775613,580.6318081299987,93.03474068673364,48.82928288731573,24.747691850901845,10.863932800470108,182.04631630460273,139.69982435479594,81.41001924517869
464.70000000000005,14437.0,465.1195000000001,496.2023040510012,-13333.452617955072,13940.797695948999,607.3450779939265,94.84023252811141,49.8509619667566,25.342972388032898,11.186989560721546,190.79013205860667,147.29500170222747,88.03878778946974
464.6,14440.0,465.01950000000005,502.7695751133888,-13300.973658837805,13937.230424886611,636.2567660488062,96.69873168504523,50.904998902113626,25.959950535532386,11.524628913361942,200.1734197046943,155.51879913016427,95.47623717789448
