#No of rows lightened (2D detector)1(if not using 2D detector, value is 1 and can be ignored!),,,,,,,,,,,,
raw_x,raw_y,corrected x,data-bg,sum_components,bg,sum_fit,TiC,Ti 2+,Ti 3+,Ti 4+,TiC (2p1/2),Ti 2+ (2p1/2),C_7
454.9,21779,455.3195,10282.0834901069,-563.285305699288,11496.9165098931,10933.6312041938,8158.16045566361,2275.99332215329,3.55118980620738,495.901046454203,9.78392159366056E-17,1.07062072145385E-05,0.0251794102726991
454.8,21541,455.2195,10116.9271827055,-443.10030176906,11424.0728172945,10980.9725155254,8848.25825909853,1658.81581517592,1.69102092161404,472.184260701472,2.10631349699062E-17,6.26160531202999E-06,0.0231533662612814
454.7,21680,455.1195,10328.9381907448,-652.954323792092,11351.0618092552,10698.1074854631,9083.51940548724,1163.81613474484,0.774247209186856,449.976407063423,4.41694080387924E-18,3.63504460751778E-06,0.0212873233653814
454.6,21287,455.0195,10008.562233793,-1236.55064217471,11278.437766207,10041.8871240323,8826.34699226341,786.012772134724,0.340852033056182,429.166936611564,9.02206071403743E-19,2.09463237141162E-06,0.0195688948968946
454.5,20832,454.9195,9623.66779687303,-2169.70743705702,11208.332203127,9038.62476606996,8117.79384788848,511.015243259816,0.144280520788811,409.653406569869,1.79503409197393E-19,1.19806364093278E-06,0.0179866329365479
454.4,19868,454.8195,8725.1905134327,-3364.74530733512,11142.8094865673,7778.06417923218,7066.83410924372,319.813748533866,0.0587225743077431,391.341068241318,3.47872217901927E-20,6.80183318279964E-07,0.0165299587906529
454.3,18245,454.7195,7158.91172798304,-4696.30867323172,11086.088272017,6389.77959878524,5822.92664792995,192.672364545634,0.0229804243168422,374.142416403551,6.56665624817086E-21,3.83306404392696E-07,0.0151890984742097
454.2,16150,454.6195,5107.71514627888,-6031.1766336912,11042.2848537211,5011.10822002992,4541.37093354334,111.737962377481,0.00864702217967982,357.97672184964,1.207379538165E-21,2.14407605014279E-07,0.0139550228666465
454.1,14305,454.5195,3292.71259005548,-7254.67830727487,11012.2874099445,3757.60910266965,3352.4442068851,62.3793852328318,0.0031284604924551,342.76956257998,2.16229989471623E-22,1.19044218039519E-07,0.0128193922106615
454,13159,454.4195,2166.20607429779,-8288.38591206762,10992.7939257022,2704.4080136346,2342.41997316755,33.5228131198613,0.0010883043102192,328.452364472628,3.77188386796514E-23,6.5607039158275E-08,0.0117745046473015
453.9,12387,454.3195,1406.96566484497,-9098.55917901599,10980.034335155,1881.47515613904,1549.16003357301,17.3419865228948,0.000364020293809783,314.961958738451,6.40868223294044E-24,3.58894316896247E-08,0.0108132485013191
453.8,11879,454.2195,907.229522613718,-9691.14305116795,10971.7704773863,1280.62742621833,969.741147198209,8.63607202096434,0.000117072910386284,302.240160848712,1.06058394851901E-24,1.94875272302476E-08,0.00992905805067638
453.7,11715,454.1195,749.144338300584,-10096.9030283067,10965.8556616994,868.95263339274,574.570180557687,4.13992705857721,3.62028537826715E-05,290.233373690586,1.70956326300623E-25,1.05031822091994E-08,0.00911587253232189
453.6,11522,454.0195,560.822153216466,-10358.1429220602,10961.1778467835,603.034924723365,322.223912676875,1.91041687621489,1.07642746439616E-05,278.892216302228,2.68402849359826E-26,5.61900055844379E-09,0.00836809815351462
453.5,11625,453.9195,668.21095969741,-10516.7207935967,10956.7890403026,440.068246705893,171.040746222521,0.848638294480828,3.07738835522389E-06,268.171178535625,4.10439313655934E-27,2.98381066385452E-09,0.00768057289401767
453.4,11510,453.8195,557.588217982018,-10608.0789047707,10952.411782018,344.332877247315,85.9346356337166,0.362890941363632,8.4593192352926E-07,258.028301290831,6.1132028803335E-28,1.57274190729247E-09,0.00704853389929202
453.3,11426,453.7195,477.283685965214,-10659.2694618194,10948.7163140348,289.446852215344,40.8661242226857,0.14937869191528,2.23585736902127E-07,248.424881489056,8.8683929501095E-29,8.22844304624256E-10,0.00646758727883075
453.2,11364,453.6195,418.482415135812,-10687.7328883588,10945.5175848642,257.78469650536,18.3943705107678,0.0591916163691029,5.68209314256624E-08,239.325200640838,1.25307054059096E-29,4.27318688424063E-10,0.00593368013667862
453.1,11337,453.5195,394.385118294409,-10704.0538995843,10942.6148817056,238.560982121263,7.83668507844389,0.0225782755954574,1.38844337972846E-08,230.696275678446,1.72448309699076E-30,2.20272416833087E-10,0.00544307467328334
453,11325,453.4195,385.168860668204,-10714.1500914066,10939.8311393318,225.681047925182,3.16013447987993,0.00829049311193403,3.26214733406074E-09,222.507630624606,2.31149802158863E-31,1.12704785814229E-10,0.00499232420914066
452.9,11296,453.3195,358.825622128699,-10721.2296236831,10937.1743778713,215.944754188164,1.20615788761442,0.00293041398666383,7.36944093157196E-10,214.731087634777,3.01771150920029E-32,5.72398662140586E-11,0.00457825099113238
452.8,11248,453.2195,313.225477911727,-10726.9930106226,10934.7745220883,207.781511465626,0.435740482068593,0.000997095180224112,1.60074105923875E-10,207.340575962536,3.83716432635909E-33,2.88555178670802E-11,0.00419792565231357
452.7,11206,453.1195,273.319998034311,-10732.2148726272,10932.6800019657,200.465129338476,0.148996661099413,0.000326590297327664,3.34320647886132E-11,200.311957438826,4.7521431086122E-34,1.44388680236868E-11,0.0038486482049852
452.6,11113,453.0195,181.945725720534,-10737.3795537513,10931.0542742795,193.674720528175,0.0482225054572207,0.000102974326948777,6.71368386218708E-12,193.622867117922,5.73209123213106E-35,7.1715235944206E-12,0.00352793045539019
452.5,11035,452.9195,104.970286279142,-10742.7591088949,10930.0297137209,187.270604825926,0.0147722736814837,3.12545801055857E-05,1.29632574670358E-12,187.252567817924,6.73413185812488E-36,3.53560490140026E-12,0.00323347973631391
452.4,11128,452.8195,199.055946450922,-10747.7549806633,10928.9440535491,181.189072885802,0.00428320630421377,9.13182117034152E-06,2.40670565711539E-13,181.181817363813,7.70537414903023E-37,1.73017500589527E-12,0.00296318386119351
452.3,11051,452.7195,123.20672790585,-10752.3966315249,10927.7932720942,175.396640569226,0.00117547785383796,2.56838514958647E-06,4.2962286130682E-14,175.392747425776,8.58709043333784E-38,8.40408335871635E-13,0.00271509721024618
452.2,11078,452.6195,151.186570575754,-10756.9418830326,10926.8134294242,169.871546391612,0.000305339829684122,6.9537956660041E-07,7.37407176639818E-15,169.868752928536,9.32067465204289E-39,4.05195561917915E-13,0.00248742786548488
452.1,11067,452.5195,141.230776084019,-10761.1724790484,10925.769223916,164.596744867567,7.50716147354172E-05,1.81235271427238E-07,1.21697850932044E-15,164.594391088999,9.85273422162595E-40,1.93915720987366E-13,0.00227852571743803
452,11063,452.4195,138.228709817655,-10765.2138965775,10924.7712901823,159.557393604841,1.7469926991251E-05,4.54697475372316E-08,1.93114120500924E-16,159.555289217972,1.01450583870062E-40,9.21160633114164E-14,0.00208687147193983
451.9,11147,452.3195,223.520495401088,-10768.7395291786,10923.4795045989,154.739975420329,3.84794807703425E-06,1.09814929198179E-08,2.94646118537921E-17,154.738060494909,1.01729043558011E-41,4.34341904019887E-14,0.00191106649047397
451.8,11122,452.2195,200.032980476628,-10771.8350419008,10921.9670195234,150.13197762262,8.02213276471923E-07,2.55304959659059E-09,4.32257951085253E-18,150.130226994452,9.93816586361247E-43,2.0328348758419E-14,0.00174982340236943
451.7,10977,452.1195,55.9470705001677,-10775.3311780761,10921.0529294998,145.721751423716,1.58297030071738E-07,5.71368298002829E-10,6.09734584441136E-19,145.720149307416,9.4468032576283E-44,9.44379358499129E-15,0.00160195743158101
451.6,11161,452.0195,241.007478095584,-10778.494093338,10919.9925219044,141.498428566409,2.95649889558196E-08,1.23092630132784E-10,8.26978540406467E-20,141.496962158336,8.75193214135687E-45,4.35476656695294E-15,0.00146637838492931
451.5,11178,451.9195,259.795817830858,-10780.752324604,10918.2041821691,137.451857565164,5.22642188105377E-09,2.55274236165429E-11,1.07845796745842E-20,137.450515476659,7.88762555216052E-46,1.9932294026721E-15,0.00134208325253639
451.4,10929,451.8195,11.7655478321067,-10783.6619035894,10917.2344521679,133.572548578472,8.74485779162959E-10,5.09613520926563E-12,1.35228359317235E-21,133.571320428218,6.94325825042387E-47,9.05573490827946E-16,0.00122814937475129
451.3,11108,451.7195,191.491366570648,-10786.6570097412,10916.5086334294,129.85162368815,1.38491253137167E-10,9.79340965982833E-13,1.63037650013951E-22,129.850499959877,5.93685099695177E-48,4.08379682852294E-16,0.00112372813320397
451.2,11149,451.6195,234.010810345539,-10788.7084181638,10914.9891896545,126.280771490707,2.0759314402383E-11,1.81169849541217E-13,1.89000784671694E-23,126.279743451559,4.8968493194693E-49,1.82800999166304E-16,0.0010280391267038
451.1,10957,451.5195,43,-10791.1477945274,10914,122.852205472583,2.9452658378336E-12,3.22624205867196E-14,2.10666208930873E-24,122.851265107784,3.8992129893105E-50,8.12207534237341E-17,0.00094036479557128
451,10914,451.4195,0,-10794.441374199,10914,119.558625800979,3.95509202250929E-13,5.53053310344497E-15,2.25778053733359E-25,119.557765755518,3.04492239022302E-51,3.58203209915364E-17,0.000860045460665818
450.9,10987,451.3195,73,-10797.6068157794,10914,116.393184220618,5.02700194221564E-14,9.1263278588594E-16,2.32661295718963E-26,116.392397745872,2.33192483615596E-52,1.56807179695666E-17,0.000786474745836653
450.8,11033,451.2195,119,-10800.6505482188,10914,113.349451781244,6.04758042139457E-15,1.44972009763698E-16,2.30527177090358E-27,113.348732685889,1.75142651078576E-53,6.81359671897167E-18,0.000719095354835456
450.7,11007,451.1195,93,-10803.5786108529,10914,110.421389147084,6.88611329864126E-16,2.21682431058935E-17,2.19621925235108E-28,110.420731751908,1.29005534237191E-54,2.93873832914258E-18,0.000657395175856717
450.6,11100,451.0195,186,-10806.3966807371,10914,107.603319262884,7.42140894373026E-17,3.2631528264401E-18,2.01180011574177E-29,107.602718359195,1.86377641096481E-55,1.25811233566693E-18,0.000600903688854804
450.5,11078,450.9195,164,-10809.1100978277,10914,104.889902172283,7.57038607042426E-18,4.62383763249632E-19,1.77194213621782E-30,104.88935298363,0,5.34628288609053E-19,0.000549188652630919
450.4,11067,450.8195,153,-10811.7238881971,10914,102.276111802854,7.30918472314866E-19,6.30705704894698E-20,1.50061683668418E-31,102.275609949804,0,2.2550618598575E-19,0.000501853050381885
450.3,11176,450.7195,262,-10814.2427854504,10914,99.7572145495982,6.679421878571E-20,8.28151830369855E-21,1.22192814015825E-32,99.7567560173242,0,9.44145648215219E-20,0.00045853227399395
