#No of rows lightened (2D detector)1(if not using 2D detector, value is 1 and can be ignored!)
raw_x,raw_y,corrected x,data-bg,sum_components,bg,sum_fit,C=C,pi-pi,pi-pi*2,C-C,C-O,C=O,TiC
295.0,777.0,295.4017,46.0,-700.0796506213563,731.0,30.920349378643717,10.89294639987566,8.535403249495294,0.046255804672274026,3.374443770251538,6.926305189158714,1.0571406347615682,0.08785433042866553
294.9000000000001,766.0,295.3017000000001,35.0,-699.1013003266207,731.0,31.89869967337923,11.095682892948133,9.043332808700283,0.06155561635080356,3.440799286059626,7.0800684010724915,1.0880790517804102,0.08918161646747887
294.79999999999995,732.0,295.20169999999996,1.0,-698.0475170951036,731.0,32.95248290489643,11.304133518966283,9.603287370223425,0.08599617180737631,3.5091301956202665,7.238988700240347,1.1204077337559064,0.09053921428282943
294.70000000000005,739.0,295.10170000000005,8.0,-696.9005433367254,731.0,34.09945666327461,11.518515092628624,10.223244074844613,0.12874343362024407,3.579515642104285,7.403298349577051,1.1542120164218614,0.09192805407793526
294.5999999999999,810.0,295.0016999999999,79.0,-695.6254652646409,731.0,35.374534735359134,11.7390548125192,10.912730281096087,0.2145350414102596,3.6520387696204932,7.573242779778318,1.1895839489152331,0.09334910201954594
294.5,765.0,294.9017,34.0,-694.1197183747182,731.0,36.88028162528181,11.965990863770338,11.683136145596352,0.43385985020744394,3.726786968235921,7.749081491350534,1.2266229442015544,0.09480336191967335
294.4000000000001,731.0,294.8017000000001,0.0,-691.5362138756753,731.0,39.46378612432468,12.199573061947156,12.54807654254578,1.61946697190113,3.8038521366727314,7.93108902922445,1.2654365050235814,0.09629187700985647
294.29999999999995,818.0,294.70169999999996,87.13805309528254,-659.9046035845339,730.8619469047175,70.95734332018353,12.440063541395224,13.523802584100869,31.58663342638769,3.8833309641489118,8.119556036661077,1.3061410356760148,0.09781573181373897
294.20000000000005,826.0,294.60170000000005,95.42729195339291,-642.8038502794027,730.5727080466071,87.76885776720445,12.687737491601567,14.62965933664319,46.723106504446136,3.965325232974492,8.314790395874935,1.3488627515398557,0.09937605412427185
294.0999999999999,781.0,294.5016999999999,50.658736513961685,-684.7289017798508,730.3412634860383,45.61236170618749,12.94288394544154,15.888581222822864,2.719123213341269,4.0499421436693295,8.517118463587357,1.3937387002328134,0.10097401709231231
294.0,771.0,294.4017,40.803640649649765,-684.7348292742469,730.1963593503502,45.46153007610339,13.20580662351852,17.32760989827514,0.5204037272513675,4.137294664532301,8.726886410586223,1.4409179105060788,0.1026108414337589
293.9000000000001,760.0,294.3017000000001,29.91568149715374,-682.6201776037065,730.0843185028463,47.46414089913983,13.476824839224449,18.978411048946047,0.24209094230814898,4.227501907790768,8.94446167537782,1.490562687729506,0.10428779776308861
293.79999999999995,748.0,294.20169999999996,17.99158112603834,-680.0934892583783,730.0084188739617,49.91492961558332,13.756274469549052,20.877756691815474,0.14111808937365536,4.32068953465839,9.170234543095864,1.5428500780293375,0.10600620906154276
