#No of rows lightened (2D detector)1(if not using 2D detector, value is 1 and can be ignored!),,,,,,,,
raw_x,raw_y,corrected x,data-bg,sum_components,bg,sum_fit,bg_shirley_,C-O,C=O
534.7,8875,535.3708,361.228015946293,465.311528157172,8513.77198405371,8979.08351221088,8513.77198405371,465.31126267675,0.00026548042119636
534.6,9079,535.2708,566.905719202854,506.901935439244,8512.09428079715,9018.99621623639,8512.09428079715,506.901371527628,0.00056391161703584
534.5,9154,535.1708,644.086347596964,554.003509345894,8509.91365240304,9063.91716174893,8509.91365240304,554.002333698236,0.00117564765746003
534.4,9024,535.0708,516.451874938701,607.487175739052,8507.5481250613,9115.03530080035,8507.5481250613,607.48477009747,0.0024056415819551
534.3,9179,534.9708,673.496910771217,668.341991473008,8505.50308922878,9173.84508070179,8505.50308922878,668.337160081196,0.00483139181294564
534.2,9175,534.8708,671.924071095498,737.67026542661,8503.0759289045,9240.74619433111,8503.0759289045,737.660741825568,0.00952360104261513
534.1,9291,534.7708,790.341370142573,816.669387034401,8500.65862985743,9317.32801689183,8500.65862985743,816.650961600384,0.0184254340166005
534,9491,534.6708,993.044646228645,906.594914838375,8497.95535377136,9404.55026860973,8497.95535377136,906.559926617691,0.0349882206840654
533.9,9536,534.5708,1041.24098617506,1008.69921802846,8494.75901382494,9503.4582318534,8494.75901382494,1008.63400812076,0.0652099077003937
533.8,9514,534.4708,1022.54826549006,1124.14068439455,8491.45173450995,9615.59241890449,8491.45173450995,1124.02139745079,0.119286943761234
533.7,9640,534.3708,1151.80130778041,1253.86066150028,8488.19869221959,9742.05935371988,8488.19869221959,1253.64649090896,0.214170591323209
533.6,9710,534.2708,1225.36498030278,1398.42923783701,8484.63501969722,9883.06425753423,8484.63501969722,1398.05182700758,0.377410829427667
533.5,9973,534.1708,1492.10122517628,1557.86678244654,8480.89877482373,10038.7655572703,8480.89877482373,1557.21401802214,0.652764424405707
533.4,10154,534.0708,1677.48584902612,1731.45547883997,8476.51415097388,10207.9696298139,8476.51415097388,1730.34736036679,1.10811847317689
533.3,10474,533.9708,2002.31669566957,1917.56295633401,8471.68330433043,10389.2462606644,8471.68330433043,1915.71665105957,1.84630527444164
533.2,10628,533.8708,2161.93644448957,2113.50697623577,8466.06355551043,10579.5705317462,8466.06355551043,2110.48766124257,3.0193149931966
533.1,10770,533.7708,2309.93585248204,2315.49397217171,8460.06414751796,10775.5581196897,8460.06414751796,2310.64777661921,4.84619555250406
533,11040,533.6708,2586.28533581535,2518.66302626461,8453.71466418465,10972.3776904493,8453.71466418465,2511.02851845611,7.63450780850486
532.9,11256,533.5708,2809.30045536012,2717.2590573728,8446.69954463988,11163.9586020127,8446.69954463988,2705.45452600926,11.8045313635387
532.8,11412,533.4708,2972.84808387407,2904.94421236826,8439.15191612593,11344.0961284942,8439.15191612593,2887.02973861797,17.9144737502868
532.7,11513,533.3708,3081.78030219908,3075.23590916398,8431.21969780092,11506.4556069649,8431.21969780092,3048.55215336726,26.6837557967199
532.6,11697,533.2708,3273.96151777357,3222.03664975493,8423.03848222644,11645.0751319814,8423.03848222644,3183.02651435317,39.0101354017569
532.5,11919,533.1708,3504.59635209956,3340.19896079446,8414.40364790044,11754.6026086949,8414.40364790044,3284.22377344442,55.975187350045
532.4,11827,533.0708,3421.77848731055,3426.05352366756,8405.22151268945,11831.275036357,8405.22151268945,3347.22175839171,78.8317652758448
532.3,11754,532.9708,3357.73381314577,3477.82398064229,8396.26618685423,11874.0901674965,8396.26618685423,3368.85709324263,108.966887399659
532.2,11656,532.8708,3268.50917067197,3495.86047206741,8387.49082932803,11883.3513013954,8387.49082932803,3348.02609445548,147.834377611928
532.1,11742,532.7708,3363.0429269066,3482.64542755707,8378.9570730934,11861.6025006505,8378.9570730934,3285.79157133223,196.85385622484
532,11801,532.6708,3430.78870060118,3442.55640225805,8370.21129939882,11812.7677016569,8370.21129939882,3185.27996440467,257.276437853388
531.9,11684,532.5708,3322.67992813456,3381.4064300409,8361.32007186544,11742.7265019063,8361.32007186544,3051.38381655424,330.022613486667
531.8,11627,532.4708,3274.28271330963,3305.81597135013,8352.71728669037,11658.5332580405,8352.71728669037,2890.31218837422,415.50378297591
531.7,11603,532.3708,3258.74497528452,3222.4959524135,8344.25502471549,11566.750977129,8344.25502471549,2709.05103039864,513.444922014856
531.6,11645,532.2708,3309.14806959615,3137.53422988517,8335.85193040385,11473.386160289,8335.85193040385,2514.80343643625,622.730793448927
531.5,11496,532.1708,3168.65470731846,3055.77624282271,8327.34529268154,11383.1215355042,8327.34529268154,2314.47552917279,741.300713649918
531.4,11509,532.0708,3189.79401246482,2980.3755453443,8319.20598753518,11299.5815328795,8319.20598753518,2114.25948341506,866.116061929238
531.3,11366,531.9708,3054.9653667621,2912.56454080289,8311.0346332379,11223.5991740408,8311.0346332379,1919.34474981335,993.219790989542
531.2,11067,531.8708,2763.78418039923,2851.66465195757,8303.21581960077,11154.8804715583,8303.21581960077,1733.76650878356,1117.89814317401
531.1,10923,531.7708,2626.86586356515,2795.32334225062,8296.13413643485,11091.4574786855,8296.13413643485,1560.38093971525,1234.94240253538
531,10934,531.6708,2644.59254075162,2739.9373501173,8289.40745924838,11029.3448093657,8289.40745924838,1400.94292644178,1338.99442367552
530.9,10914,531.5708,2631.34633645042,2681.20064179997,8282.65366354958,10963.8543053496,8282.65366354958,1256.25455859215,1424.94608320782
530.8,10763,531.4708,2487.05082576317,2614.70401287016,8275.94917423683,10890.653187107,8275.94917423683,1126.35188293184,1488.35212993833
530.7,10862,531.3708,2592.38305186137,2536.51167925978,8269.61694813863,10806.1286273984,8269.61694813863,1010.70134324271,1525.81033601706
530.6,10686,531.2708,2422.95934457044,2443.64803477522,8263.04065542956,10706.6886902048,8263.04065542956,908.384235522116,1535.26379925311
530.5,10606,531.1708,2349.10174108241,2334.44337944581,8256.89825891759,10591.3416383634,8256.89825891759,818.255346474886,1516.18803297092
530.4,10502,531.0708,2251.04691205024,2208.70837322581,8250.95308794977,10459.6614611756,8250.95308794977,739.06920787022,1469.6391653556
530.3,10278,530.9708,2032.73568981069,2067.73023672743,8245.26431018931,10312.9945469167,8245.26431018931,669.573151555946,1398.15708517148
530.2,10248,530.8708,2007.87223604755,1914.10612620636,8240.12776395245,10154.2338901588,8240.12776395245,608.57023350823,1305.53589269813
530.1,9879,530.7708,1643.93482270537,1751.44772081692,8235.06517729463,9986.51289811155,8235.06517729463,554.957199340997,1196.49052147592
530,9973,530.6708,1742.08770654085,1584.00360752335,8230.91229345915,9814.9159009825,8230.91229345915,507.74334258239,1076.26026494096
529.9,9720,530.5708,1493.47233039069,1416.25126767973,8226.52766960931,9642.77893728904,8226.52766960931,466.05581314208,950.19545453765
529.8,9484,530.4708,1261.2332284572,1252.50827430949,8222.7667715428,9475.27504585229,8222.7667715428,429.136095624428,823.372178685065
529.7,9401,530.3708,1181.41231116851,1096.60375972433,8219.58768883149,9316.19144855583,8219.58768883149,396.331333589473,700.272426134858
529.6,9152,530.2708,935.386772377768,951.63826302047,8216.61322762223,9168.2514906427,8216.61322762223,367.083152930391,584.555110090079
529.5,8911,530.1708,696.747369080902,819.845156215899,8214.2526309191,9034.097787135,8214.2526309191,340.915759706606,478.929396509292
529.4,8883,530.0708,670.513823832323,702.552430305264,8212.48617616768,8915.03860647294,8212.48617616768,317.424402367988,385.128027937276
529.3,8811,529.9708,600.211249643297,600.231735503476,8210.7887503567,8811.02048586018,8210.7887503567,296.264793201958,303.966942301518
529.2,8601,529.8708,391.731172464546,512.613533019468,8209.26882753545,8721.88236055492,8209.26882753545,277.143751080536,235.469781938933
529.1,8655,529.7708,446.733378232435,438.843508980312,8208.26662176757,8647.11013074788,8208.26662176757,259.811120244675,179.032388735635
529,8626,529.6708,418.868711242618,377.655723251821,8207.13128875738,8584.7870120092,8207.13128875738,244.052902106547,133.602821145274
528.9,8378,529.5708,171.932549993051,327.541431595051,8206.06745000695,8533.608881602,8206.06745000695,229.685478981567,97.8559526134849
528.8,8435,529.4708,229.384989556658,286.897931197245,8205.61501044334,8492.51294164059,8205.61501044334,216.55078769838,70.347143498866
528.7,8512,529.3708,306.977952320462,254.147902194778,8205.02204767954,8459.16994987432,8205.02204767954,204.51230136885,49.6356008259282
528.6,8498,529.2708,293.760744670499,227.825500863313,8204.2392553295,8432.06475619281,8204.2392553295,193.45168888278,34.3738119805334
528.5,8389,529.1708,185.509022550312,206.63017266598,8203.49097744969,8410.12115011567,8203.49097744969,183.266037567193,23.3641350987879
528.4,8403,529.0708,199.988580626237,189.452425819509,8203.01141937376,8392.46384519327,8203.01141937376,173.865541281259,15.5868845382496
528.3,8385,528.9708,182.502653172387,175.377594712829,8202.49734682761,8377.87494154044,8202.49734682761,165.171572112749,10.2060226000786
528.2,8318,528.8708,115.972349971107,163.674123834437,8202.02765002889,8365.70177386333,8202.02765002889,157.115067954443,6.55905587999337
528.1,8264,528.7708,62.2768703766105,153.77244908075,8201.72312962339,8355.49557870414,8201.72312962339,149.635180320351,4.13726876039947
528,8396,528.6708,194.448263539822,145.239515224583,8201.55173646018,8346.79125168476,8201.55173646018,142.678136871721,2.5613783528618
527.9,8306,528.5708,104.94507885086,137.75268186112,8201.05492114914,8338.80760301026,8201.05492114914,136.196281461848,1.55640039927376
527.8,8207,528.4708,6.22001542474391,131.075493314407,8200.77998457526,8331.85547788966,8200.77998457526,130.147261327585,0.928231986822865
527.7,8318,528.3708,117.250885387757,125.03668616707,8200.74911461224,8325.78580077931,8200.74911461224,124.49333660107,0.543349566000206
527.6,8403,528.2708,202.55540579326,119.512960773778,8200.44459420674,8319.95755498052,8200.44459420674,119.200791814341,0.312168959437709
527.5,8293,528.1708,93.0694783394101,114.41546312874,8199.93052166059,8314.34598478933,8199.93052166059,114.239432716182,0.176030412558327
527.4,8353,528.0708,153.312365762373,109.679580323374,8199.68763423763,8309.367214561,8199.68763423763,109.582154677242,0.0974256461320054
527.3,8287,527.9708,87.7031723434357,105.257494607202,8199.29682765656,8304.55432226377,8199.29682765656,105.204571360336,0.0529232468649471
527.2,8290,527.8708,90.9312678505867,101.112911053224,8199.06873214941,8300.18164320264,8199.06873214941,101.084694285438,0.0282167677858293
527.1,8289,527.7708,90.1667593156435,97.21742126561,8198.83324068436,8296.05066194997,8198.83324068436,97.2026555110384,0.0147657545711229
527,8248,527.6708,49.3997854613972,93.5480508380879,8198.6002145386,8292.14826537669,8198.6002145386,93.5404669550786,0.00758388300826934
526.9,8377,527.5708,178.531733515782,90.0856340413902,8198.46826648422,8288.55390052561,8198.46826648422,90.0818109454048,0.00382309598578894
526.8,8313,527.4708,114.981707760087,86.8137490542267,8198.01829223991,8284.83204129414,8198.01829223991,86.8118574669826,0.00189158724483595
526.7,8315,527.3708,117.273901569082,83.7180228935958,8197.72609843092,8281.44412132451,8197.72609843092,83.7171042963278,0.000918597268431753
526.6,8261,527.2708,63.5710260166816,80.785674647921,8197.42897398332,8278.21464863124,8197.42897398332,80.785236811868,0.000437836053205744
526.5,8129,527.1708,-68.2649767780131,78.0052095915362,8197.26497677801,8275.27018636955,8197.26497677801,78.0050047653463,0.000204826190965504
526.4,8214,527.0708,16.5735982794668,75.3662077597091,8197.42640172053,8272.79260948024,8197.42640172053,75.366113712252,9.40474565967377E-05
526.3,8268,526.9708,70.6217254775929,72.8591715275161,8197.37827452241,8270.23744604992,8197.37827452241,72.8591291440745,4.23834416026493E-05
526.2,8318,526.8708,120.802979918011,70.4754104006643,8197.19702008199,8267.67243048265,8197.19702008199,70.4753916536127,1.87470518779393E-05
526.1,8309,526.7708,112.107500323515,68.2069498455112,8196.89249967649,8265.099449522,8196.89249967649,68.206941706769,8.1387431160729E-06
526,8320,526.6708,123.389832855304,66.0464562661,8196.6101671447,8262.6566234108,8196.6101671447,66.046452798179,3.46792182319659E-06
525.9,8360,526.5708,163.699283899412,63.9871733903656,8196.30071610059,8260.28788949095,8196.30071610059,63.987171940029,1.45033675839359E-06
525.8,8187,526.4708,-8.89265228441218,62.0228671744844,8195.89265228441,8257.9155194589,8195.89265228441,62.0228665791573,5.95327586529211E-07
525.7,8190,526.3708,-5.91108870743301,60.1477774009345,8195.91108870743,8256.05886610837,8195.91108870743,60.1477771610901,2.39845049408494E-07
525.6,8181,526.2708,-14.9221291725498,58.3565747596585,8195.92212917255,8254.27870393221,8195.92212917255,58.3565746648182,9.48403411991683E-08
525.5,8225,526.1708,29.0446424886195,56.644322558659,8195.95535751138,8252.59968007004,8195.95535751138,56.6443225218523,3.68080707131226E-08
525.4,8236,526.0708,40.119888199064,55.0064424237207,8195.88011180094,8250.88655422466,8195.88011180094,55.0064424096991,1.40210519777483E-08
525.3,8333,525.9708,137.222252421829,53.4386834809247,8195.77774757817,8249.2164310591,8195.77774757817,53.4386834756826,5.24210531579598E-09
525.2,8242,525.8708,46.5637526168575,51.9370946053659,8195.43624738314,8247.37334198851,8195.43624738314,51.9370946034406,1.92361644946459E-09
525.1,8322,525.7708,126.680908755432,50.4979993837023,8195.31909124457,8245.81709062827,8195.31909124457,50.497999383009,6.92817454307201E-10
525,8408,525.6708,212.995290438143,49.1179734876168,8195.00470956186,8244.12268304947,8195.00470956186,49.1179734873704,2.44910134313696E-10
