#No of rows lightened (2D detector)1(if not using 2D detector, value is 1 and can be ignored!)
raw_x,raw_y,corrected x,data-bg,sum_components,bg,sum_fit,bg_shirley_,Ti-Cl,C_2
207.70000000000005,861.0,208.35280000000006,-0.9891313206088626,2.5762409202282015,861.9891313206089,864.5653722408371,861.9891313206089,1.41320822577997,1.1630326944482663
207.5999999999999,855.0,208.25279999999992,-6.989131322630101,2.6384599606275287,861.9891313226301,864.6275912832576,861.9891313226301,1.4442552877850532,1.1942046728425082
207.5,862.0,208.1528,0.010868663087535424,2.7029878693360843,861.9891313369125,864.6921192062485,861.9891313369125,1.4763382890700978,1.2266495802660404
207.4000000000001,842.0,208.0528000000001,-19.989131336890182,2.7699417379144506,861.9891313368902,864.7590730748046,861.9891313368902,1.509503903297899,1.2604378346165805
207.29999999999995,885.0,207.95279999999997,23.010868622261796,2.8394462692031084,861.9891313777382,864.8285776469413,861.9891313777382,1.5438014665951583,1.2956448026079226
207.20000000000005,898.0,207.85280000000006,36.010868669284946,2.911634386252217,861.989131330715,864.9007657169673,861.989131330715,1.579283162190914,1.3323512240613247
207.0999999999999,860.0,207.75279999999992,-1.9891312571261324,2.986647899550121,861.9891312571261,864.9757791566763,861.9891312571261,1.6160042201927336,1.370643679357359
207.0,851.0,207.6528,-10.989131261190892,3.0646382390864346,861.9891312611909,865.0537695002773,861.9891312611909,1.6540231339359974,1.4106151051504299
206.9000000000001,837.0,207.5528000000001,-24.98913128364734,3.145767258645492,861.9891312836473,865.1348985422928,861.9891312836473,1.6934018945017204,1.4523653641438168
206.79999999999995,863.0,207.45279999999997,1.010868665286921,3.2302081206838693,861.9891313347131,865.219339455397,861.9891313347131,1.7342062451685096,1.4960018755154276
206.70000000000005,885.0,207.35280000000006,23.010868667352725,3.31814627127153,861.9891313326473,865.3072776039188,861.9891313326473,1.7765059577632383,1.541640313508277
206.5999999999999,812.0,207.25279999999992,-49.989131285624126,3.4097805158626215,861.9891312856241,865.3989118014867,861.9891312856241,1.8203751330960856,1.5894053827666028
206.5,853.0,207.1528,-8.989131387777775,3.5053242081437475,861.9891313877778,865.4944555959215,861.9891313877778,1.8658925279108687,1.6394316802328968
206.4000000000001,840.0,207.0528000000001,-21.989131406147067,3.605006565934673,861.9891314061471,865.5941379720817,861.9891314061471,1.9131419110675492,1.6918646548671494
206.29999999999995,817.0,206.95279999999997,-44.989131451082244,3.709074130109343,861.9891314510822,865.6982055811916,861.9891314510822,1.9622124519856399,1.7468616781236879
206.20000000000005,869.0,206.85280000000006,7.0108684569817115,3.817792384828067,861.9891315430183,865.8069239278464,861.9891315430183,2.013199144739535,1.8045932400884883
206.0999999999999,885.0,206.75279999999992,23.01086847130864,3.93144756008644,861.9891315286914,865.9205790887778,861.9891315286914,2.066203271604028,1.865244288482305
206.0,883.0,206.6528,21.01086851833179,4.050348640742072,861.9891314816682,866.0394801224103,861.9891314816682,2.121332910306274,1.9290157304357953
205.9000000000001,856.0,206.5528000000001,-5.989131438732102,4.17482960991083,861.9891314387321,866.1639610486429,861.9891314387321,2.17870348977232,1.9961261201384453
205.79999999999995,903.0,206.45279999999997,41.010868549029055,4.305251958972576,861.989131450971,866.2943834099435,861.989131450971,2.238438399748634,2.0668135592240344
205.70000000000005,865.0,206.35280000000006,3.0108686328355816,4.442007501593139,861.9891313671644,866.4311388687576,861.9891313671644,2.300669660366488,2.141337841226655
205.5999999999999,834.0,206.25279999999992,-27.989131361011573,4.585521535251587,861.9891313610116,866.5746528962632,861.9891313610116,2.3655386584987275,2.2199828767528116
205.5,868.0,206.1528,6.010868581792124,4.736256400992602,861.9891314182079,866.7253878192005,861.9891314182079,2.433196958648644,2.3030594423439443
205.4000000000001,862.0,206.0528000000001,0.0108685940755322,4.894715500739608,861.9891314059245,866.8838469066641,861.9891314059245,2.503807197145615,2.390908303593996
205.29999999999995,898.0,205.95279999999997,36.010868594097815,5.06144784177684,861.9891314059022,867.050579247679,861.9891314059022,2.5775440695958394,2.4839037721809505
205.20000000000005,870.0,205.85280000000006,8.010868667686736,5.237053190351276,861.9891313323133,867.2261845226645,861.9891313323133,2.6545954229027307,2.5824577674485503
205.0999999999999,888.0,205.75279999999992,26.010868684057073,5.422187931191161,861.9891313159429,867.4113192471341,861.9891313159429,2.735163464744181,2.6870244664469527
205.0,909.0,205.6528,47.0108687372109,5.617571747657166,861.9891312627891,867.6067030104463,861.9891312627891,2.8194661052071064,2.7981056424500763
204.9000000000001,881.0,205.5528000000001,19.010868833278437,5.823995259030539,861.9891311667216,867.8131264257521,861.9891311667216,2.9077384473994488,2.916256811631146
