#No of rows lightened (2D detector)1(if not using 2D detector, value is 1 and can be ignored!),,,,,,,,
raw_x,raw_y,corrected x,data-bg,sum_components,bg,sum_fit,bg_shirley_,C-O,TiO2
540,134,540.6539,-53.0990239472794,3.43467684160714E-06,187.099023947279,187.099027381956,187.099023947279,3.43467684956594E-06,9.95344329801581E-174
539.9,218,540.5539,30.9009758086196,5.62740933673922E-06,187.09902419138,187.09902981879,187.09902419138,5.62740934706135E-06,1.98283300466532E-170
539.8,139,540.4539,-48.0990240493224,9.16431758923864E-06,187.099024049322,187.09903321364,187.099024049322,9.16431760307227E-06,3.67672852085119E-167
539.7,248,540.3539,60.9009757295623,1.48340847374584E-05,187.099024270438,187.099039104522,187.099024270438,1.4834084745505E-05,6.34599347254243E-164
539.6,52,540.2539,-135.099023990466,2.38665903680158E-05,187.099023990466,187.099047857056,187.099023990466,2.38665903668432E-05,1.01953070628294E-160
539.5,241,540.1539,53.9009753884685,3.81670858757843E-05,187.099024611531,187.099062778617,187.099024611531,3.81670858843872E-05,1.52462708968499E-157
539.4,320,540.0539,132.900975636261,6.0667573450246E-05,187.099024363739,187.099085031313,187.099024363739,6.06675734642567E-05,2.12221600759612E-154
539.3,158,539.9539,-29.099023752774,9.58502492949265E-05,187.099023752774,187.099119603023,187.099023752774,9.58502493064562E-05,2.74965478534595E-151
539.2,89,539.8539,-98.0990238865439,0.000150521614699528,187.099023886544,187.099174408159,187.099023886544,0.000150521614691535,3.31611353200134E-148
539.1,152,539.7539,-35.0990243375157,0.000234948939862534,187.099024337516,187.099259286456,187.099024337516,0.000234948939848558,3.72257315965284E-145
539,117,539.6539,-70.0990244988684,0.000364516431915263,187.099024498868,187.0993890153,187.099024498868,0.000364516431908018,3.88973240379039E-142
538.9,68,539.5539,-119.099024821121,0.000562120897313889,187.099024821121,187.099586942018,187.099024821121,0.000562120897317678,3.78319598649901E-139
538.8,254,539.4539,66.9009746313678,0.000861611229936443,187.099025368632,187.099886979862,187.099025368632,0.000861611229941694,3.42500009609442E-136
538.7,282,539.3539,94.9009749389225,0.00131268937559526,187.099025061077,187.100337750453,187.099025061077,0.00131268937560045,2.88619033509433E-133
538.6,178,539.2539,-9.09902462480304,0.00198784075021763,187.099024624803,187.101012465553,187.099024624803,0.00198784075023031,2.26387258542372E-130
538.5,142,539.1539,-45.0990246666302,0.00299205937761826,187.09902466663,187.102016726008,187.09902466663,0.0029920593776283,1.65288114294031E-127
538.4,102,539.0539,-85.0990248739542,0.00447638906371139,187.099024873954,187.103501263018,187.099024873954,0.00447638906372029,1.12329519700892E-124
538.3,149,538.9539,-38.0990252651634,0.00665663039589504,187.099025265163,187.105681895559,187.099025265163,0.00665663039588888,7.1057317963347E-122
538.2,20,538.8539,-167.099025440307,0.00983897962123592,187.099025440307,187.108864419929,187.099025440307,0.00983897962123773,4.18394871658208E-119
538.1,39,538.7539,-148.099026208481,0.0144548862324427,187.099026208481,187.113481094714,187.099026208481,0.0144548862324457,2.29311865003805E-116
538,169,538.6539,-18.0990268893098,0.0211080587511674,187.09902688931,187.120134948061,187.09902688931,0.0211080587511588,1.1698477189803E-113
537.9,222,538.5539,34.9009730274888,0.0306373297044331,187.099026972511,187.129664302216,187.099026972511,0.0306373297044361,5.55513696267228E-111
537.8,99,538.4539,-88.0990268120646,0.0442000261000999,187.099026812065,187.143226838165,187.099026812065,0.0442000261001052,2.45540333684134E-108
537.7,126,538.3539,-61.0990272170652,0.0633815916235392,187.099027217065,187.162408808689,187.099027217065,0.0633815916235404,1.01021437644759E-105
537.6,104,538.2539,-83.0990274979432,0.0903384751174201,187.099027497943,187.189365973061,187.099027497943,0.0903384751174328,3.86871627073985E-103
537.5,136,538.1539,-51.0990278799581,0.127982729967897,187.099027879958,187.227010609926,187.099027879958,0.1279827299679,1.37905900218833E-100
537.4,0,538.0539,-187.099028114865,0.180218339365979,187.099028114865,187.279246454231,187.099028114865,0.180218339365982,4.57574114025966E-98
537.3,162.143917018335,537.9539,-24.9551119566465,0.2522409520179,187.099028974981,187.351269926999,187.099028974981,0.252240952017886,1.41319691165453E-95
537.2,219.48264422946,537.8539,32.3836151397587,0.350914415867123,187.099029089701,187.449943505568,187.099029089701,0.350914415867134,4.06262319893987E-93
537.1,165.824638405249,537.7539,-21.2743905355781,0.485239137640576,187.099028940827,187.584268078468,187.099028940827,0.485239137640562,1.0871088741525E-90
537,91.0526396316473,537.6539,-96.0463894069789,0.666928742086043,187.099029038626,187.765957780712,187.099029038626,0.666928742086056,2.70771013175376E-88
536.9,286.387651158748,537.5539,99.288621678586,0.911112585730649,187.099029480162,188.010142065892,187.099029480162,0.911112585730641,6.27760421769681E-86
536.8,218.836081754051,537.4539,31.7370527303339,1.23718218301926,187.099029023717,188.336211206736,187.099029023717,1.23718218301925,1.35471620259696E-83
536.7,155.168043381256,537.3539,-31.9309854965589,1.66979927324087,187.099028877815,188.768828151056,187.099028877815,1.66979927324086,2.72123063198445E-81
536.6,195.47927378263,537.2539,8.38024475802632,2.24008180215276,187.099029024604,189.339110826757,187.099029024604,2.24008180215277,5.08797547528078E-79
536.5,265.888778595854,537.1539,78.7897496097776,2.98698119054137,187.099028986077,190.086010176618,187.099028986077,2.98698119054137,8.85497419365264E-77
536.4,201.303452881391,537.0539,14.204424257524,3.95885957550465,187.099028623867,191.057888199372,187.099028623867,3.95885957550464,1.4344724861991E-74
536.3,255.709091797622,536.9539,68.6100632390564,5.21526890622837,187.099028558566,192.314297464794,187.099028558566,5.21526890622839,2.16301622860128E-72
536.2,158.076362861257,536.8539,-29.0226653818973,6.82892455403049,187.099028243154,193.927952797184,187.099028243154,6.82892455403049,3.03591749808605E-70
536.1,278.463830761413,536.7539,91.3648023848404,8.8878542222929,187.099028376573,195.986882598866,187.099028376573,8.88785422229289,3.96627465769501E-68
536,312.988797101529,536.6539,125.889769144974,11.4976882878414,187.099027956555,198.596716244396,187.099027956555,11.4976882878414,4.82323294269667E-66
535.9,95.3512348725508,536.5539,-91.7477925052698,14.7840402948574,187.099027377821,201.883067672678,187.099027377821,14.7840402948574,5.45954338400116E-64
535.8,94.5197621183343,536.4539,-92.5792656812608,18.8949063760937,187.099027799595,205.993934175689,187.099027799595,18.8949063760937,5.75224053390793E-62
535.7,216.796082370882,536.3539,29.6970541456899,24.0029903573208,187.099028225192,211.102018582513,187.099028225192,24.0029903573208,5.64131547350276E-60
535.6,195.161731241993,536.2539,8.06270315332466,30.3078379534184,187.099028088668,217.406866042087,187.099028088668,30.3078379534184,5.14975263202841E-58
535.5,371.66483978603,536.1539,184.565811734429,38.0376398401363,187.099028051601,225.136667891737,187.099028051601,38.0376398401363,4.37577499049699E-56
535.4,206.177725996404,536.0539,19.0786987932784,47.4505408545178,187.099027203125,234.549568057643,187.099027203125,47.4505408545178,3.46087750126968E-54
535.3,362.682639712486,535.9539,175.58361259707,58.8352728128475,187.099027115416,245.934299928263,187.099027115416,58.8352728128475,2.54788666435227E-52
535.2,272.24619501835,535.8539,85.1471687101169,72.5109133754753,187.099026308233,259.609939683708,187.099026308233,72.5109133754753,1.74596935244146E-50
535.1,395.839179675973,535.7539,208.740153759175,88.8255651582257,187.099025916798,275.924591075024,187.099025916798,88.8255651582257,1.11366804606682E-48
535,381.529162599943,535.6539,194.430137642754,108.153750095177,187.09902495719,295.252775052367,187.09902495719,108.153750095177,6.612071388225E-47
534.9,347.175952620537,535.5539,160.07692855717,130.892326040776,187.099024063367,317.991350104142,187.099024063367,130.892326040776,3.65411272895312E-45
534.8,330.777696241308,535.4539,143.678672913838,157.454757664653,187.09902332747,344.553780992123,187.09902332747,157.454757664653,1.87970190153168E-43
534.7,311.347639075764,535.3539,124.248616408806,188.263613316929,187.099022666958,375.362635983887,187.099022666958,188.263613316929,9.00033454645846E-42
534.6,364.947910987697,535.2539,177.848888891929,223.741214562099,187.099022095769,410.840236657868,187.099022095769,223.741214562099,4.01135369437249E-40
534.5,373.603440410778,535.1539,186.504419132606,264.298435494783,187.099021278172,451.397456772955,187.099021278172,264.298435494783,1.66412480203196E-38
534.4,372.265464807868,535.0539,185.166444387083,310.321733746683,187.099020420784,497.420754167467,187.099020420784,310.321733746682,6.42604055597372E-37
534.3,396.948209745437,534.9539,209.849190175889,362.158592098579,187.099019569548,549.257611668127,187.099019569548,362.158592098579,2.30974301932523E-35
534.2,664.890685359344,534.8539,477.791666754502,420.101655437176,187.099018604841,607.200674042017,187.099018604841,420.101655437176,7.72763314559866E-34
534.1,667.07292046383,534.7539,479.973904055462,484.371957838277,187.099016408368,671.470974246646,187.099016408368,484.371957838277,2.40653378073917E-32
534,689.276800394895,534.6539,502.177786193032,555.101743105671,187.099014201863,742.200757307534,187.099014201863,555.101743105671,6.97589701133995E-31
533.9,817.614299068759,534.5539,630.515287175475,632.317482554533,187.099011893284,819.416494447817,187.099011893284,632.317482554533,1.88222176274666E-29
533.8,886.12651921916,534.4539,699.02751022444,715.923779018807,187.09900899472,903.022788013528,187.09900899472,715.923779018807,4.72720191720838E-28
533.7,981.784454853398,534.3539,794.685449072201,805.68890866461,187.099005781197,992.787914445807,187.099005781197,805.68890866461,1.10509635886086E-26
533.6,1036.57592759876,534.2539,849.476925470835,901.232785214403,187.099002127922,1088.33178734232,187.099002127922,901.232785214403,2.40468821587194E-25
533.5,1198.55980757706,534.1539,1011.46080935429,1002.0181285246,187.098998222763,1189.11712674736,187.098998222763,1002.0181285246,4.87057274960801E-24
533.4,1230.7160039854,534.0539,1043.61701041245,1107.3455764565,187.098993572943,1294.44457002944,187.098993572943,1107.3455764565,9.18256320519285E-23
533.3,1380.03327409103,533.9539,1192.93428531573,1216.35339292108,187.098988775297,1403.45238169637,187.098988775297,1216.35339292108,1.61142631092192E-21
533.2,1563.64604895729,533.8539,1376.54706566607,1328.02229557262,187.098983291219,1515.12127886384,187.098983291219,1328.02229557262,2.63220437573896E-20
533.1,1668.5148766737,533.7539,1481.41589971065,1441.18575627929,187.09897696305,1628.28473324233,187.09897696305,1441.18575627929,4.00213187818294E-19
533,1709.51317432116,533.6539,1522.41420416838,1554.54592147665,187.098970152785,1741.64489162944,187.098970152785,1554.54592147665,5.66403353930608E-18
532.9,1926.74067012131,533.5539,1739.64170696727,1666.6950658906,187.098963154045,1853.79402904465,187.098963154045,1666.6950658906,7.46144375495526E-17
532.8,2079.29638111158,533.4539,1892.1974259549,1776.14224247399,187.098955156682,1963.24119763067,187.098955156682,1776.14224247399,9.14918807229984E-16
532.7,2086.99433135156,533.3539,1899.89538489356,1881.34453637749,187.098946458001,2068.44348283549,187.098946458001,1881.34453637749,1.04425093537449E-14
532.6,2291.88096915144,533.2539,2104.78203142751,1980.74208532851,187.098937723931,2167.84102305244,187.098937723931,1980.74208532851,1.10940424438637E-13
532.5,2142.81715462741,533.1539,1955.71822657944,2072.79580738803,187.09892804797,2259.894735436,187.09892804797,2072.79580738803,1.09707774583683E-12
532.4,2354.80919445007,533.0539,2167.71027539279,2156.02659371416,187.098919057275,2343.12551277144,187.098919057275,2156.02659371415,1.00982849249334E-11
532.3,2528.14324514216,532.9539,2341.04433605014,2229.05459123873,187.098909092025,2416.15350033076,187.098909092025,2229.05459123864,8.65207882125927E-11
532.2,2355.47788935993,532.8539,2168.37899102999,2290.63712826361,187.098898329935,2477.73602659354,187.098898329935,2290.63712826292,6.90010892511965E-10
532.1,2469.76071393519,532.7539,2282.66182557358,2339.70383188199,187.098888361611,2526.8027202436,187.098888361611,2339.70383187687,5.12217082536267E-09
532,2555.22082797458,532.6539,2368.12195010667,2375.38755298371,187.098877867914,2562.48643085163,187.098877867914,2375.38755294832,3.53927902308316E-08
531.9,2666.85588134776,532.5539,2479.75701436642,2397.04985139282,187.098866981345,2584.14871837416,187.098866981345,2397.04985116518,2.27634549507014E-07
531.8,2704.62354279928,532.4539,2517.5246872177,2404.29999523288,187.098855581576,2591.39885081446,187.098855581576,2404.29999387011,1.36277509076018E-06
531.7,2522.26286520398,532.3539,2335.1640211958,2397.00668638566,187.098844008183,2584.10553039385,187.098844008183,2397.00667879162,7.59403907724871E-06
531.6,2478.70166202589,532.2539,2291.60282875277,2375.30202866476,187.098833273127,2562.40086193789,187.098833273127,2375.30198927493,3.9389829475673E-05
531.5,2565.17855030108,532.1539,2378.07972756275,2339.57760572355,187.098822738327,2526.67642846188,187.098822738327,2339.57741554655,0.000190177006071153
531.4,2544.71403037175,532.0539,2357.61521856577,2290.47296412912,187.098811805981,2477.5717759351,187.098811805981,2290.47210946682,0.000854662293207482
531.3,2441.13941477637,531.9539,2254.04061380865,2228.85744024755,187.098800967714,2415.95624121526,187.098800967714,2228.85386510211,0.0035751454382365
531.2,2368.40831231595,531.8539,2181.30952171035,2155.80753636667,187.098790605592,2342.90632697226,187.098790605592,2155.79361584483,0.0139205218405616
531.1,2150.41917001311,531.7539,1963.32038943529,2072.58494720738,187.098780577825,2259.68372778521,187.098780577825,2072.53449502574,0.0504521816388528
531,2005.10756627546,531.6539,1818.00879472328,1980.62691096917,187.098771552183,2167.72568252135,187.098771552183,1980.45670804488,0.170202924282558
530.9,2035.694133956,531.5539,1848.59537076145,1881.5740624319,187.098763194557,2068.67282562646,187.098763194557,1881.03960057446,0.534461857440503
530.8,1912.19823641692,531.4539,1725.0994817206,1777.38454673945,187.098754696321,1964.48330143578,187.098754696321,1775.82237402442,1.56217271503943
530.7,1756.45448907976,531.3539,1569.35574231394,1670.61504274189,187.098746765811,1857.7137895077,187.098746765811,1666.36489514855,4.25014759333368
530.6,1727.54684735893,531.2539,1540.44810780765,1564.97317947139,187.098739551276,1752.07191902267,187.098739551276,1554.20997457367,10.7632048977184
530.5,1596.49722947096,531.1539,1409.39849700133,1466.21960449196,187.098732469633,1653.3183369616,187.098732469633,1440.84835615152,25.3712483404416
530.4,1596.33114608226,531.0539,1409.23242009181,1383.35535742118,187.098725990443,1570.45408341162,187.098725990443,1327.68747555084,55.6678818703413
530.3,1710.26604254317,530.9539,1523.16732303116,1329.71689924207,187.098719512016,1516.81561875409,187.098719512016,1216.02482501681,113.69207422526
530.2,1562.17061852484,530.8539,1375.07190601502,1323.15813894866,187.098712509815,1510.25685145847,187.098712509815,1107.02651572651,216.131623222144
530.1,1650.02172236218,530.7539,1462.92301617375,1384.15644924643,187.098706188428,1571.25515543485,187.098706188428,1001.71137413496,382.445075111469
530,1944.21192153051,530.6539,1757.11322206734,1530.85640123465,187.098699463179,1717.95510069783,187.098699463179,900.940658104291,629.915743130359
529.9,2003.71605559556,530.5539,1816.61736421006,1771.14938665927,187.098691385498,1958.24807804477,187.098691385498,805.413245047525,965.736141611749
529.8,2214.46005870305,530.4539,2027.36137566878,2093.8180001079,187.098683034269,2280.91668314217,187.098683034269,715.665938398721,1378.15206170918
529.7,2570.70731653138,530.3539,2383.60864281715,2462.69930862361,187.098673714223,2649.79798233783,187.098673714223,632.07836848707,1830.62094013654
529.6,2896.55999817888,530.2539,2709.46133542242,2818.2872200788,187.098662756461,3005.38588283526,187.098662756461,554.88183461185,2263.40538546695
529.5,3111.89302984913,530.1539,2924.79437954842,3089.0583964175,187.098650300711,3276.15704671822,187.098650300711,484.171349190919,2604.88704722659
529.4,3480.74457682518,530.0539,3293.64593997014,3210.39474112474,187.098636855047,3397.49337797979,187.098636855047,419.920101970787,2790.47463915396
529.3,3394.84727063059,529.9539,3207.74864891687,3144.46174895039,187.098621713725,3331.56037066411,187.098621713725,361.995559743584,2782.4661892068
529.2,3154.66053610758,529.8539,2967.5619291403,2892.70031792987,187.098606967283,3079.79892489716,187.098606967283,310.17645013415,2582.52386779572
529.1,2868.00618368213,529.7539,2680.90759035712,2495.28221005378,187.098593325012,2682.3808033788,187.098593325012,264.169940700008,2231.11226935378
529,2213.5164829535,529.6539,2026.41790195297,2017.78827455385,187.098581000528,2204.88685555438,187.098581000528,223.62840983725,1794.1598647166
528.9,1594.8967854172,529.5539,1407.79821373238,1531.12655879501,187.098571684819,1718.22513047983,187.098571684819,188.165306474963,1342.96125232005
528.8,1116.3032143925,529.4539,929.204649179519,1093.05210247772,187.098565212986,1280.15066769071,187.098565212986,157.369704105987,935.682398371735
528.7,806.009436309943,529.3539,618.910875368634,737.633931956901,187.09856094131,924.732492898211,187.09856094131,130.819264737443,606.814667219458
528.6,657.308259747577,529.2539,470.209701651481,474.399356498502,187.098558096095,661.497914594597,187.098558096095,108.091434150036,366.307922348466
528.5,521.354426773674,529.1539,334.255870839195,294.598290004099,187.09855593448,481.696845938578,187.09855593448,88.7727868294705,205.825503174628
528.4,387.16081412996,529.0539,200.062259732099,180.116686841933,187.098554397862,367.215241239794,187.098554397862,72.4665236870303,107.650163154903
528.3,466.918885144898,528.9539,279.820331666749,111.205622237893,187.098553478149,298.304175716043,187.098553478149,58.7981960584921,52.4074261794014
528.2,360.653428518643,528.8539,173.554876326864,71.1681432789163,187.098552191778,258.266695470695,187.098552191778,47.4197844438745,23.7483588350418
528.1,333.269346146148,528.7539,146.170794752224,48.029284625909,187.098551393924,235.127836019833,187.098551393924,38.0123000298863,10.0169845960227
528,231.770869142008,528.6539,44.6723184200511,34.2199127518392,187.098550721957,221.318463473797,187.098550721957,30.287102061763,3.93281069007629
527.9,307.24929705079,528.5539,120.150746534197,25.4233840665324,187.098550516593,212.521934583125,187.098550516593,23.9861360771491,1.4372479893833
527.8,279.770328710796,528.4539,92.671778746552,19.3702021371173,187.098549964244,206.468752101361,187.098549964244,18.8812987904424,0.488903346674929
527.7,220.214108969767,528.3539,33.1155594315472,14.9279292962753,187.09854953822,202.026478834495,187.09854953822,14.7731271624476,0.154802133827704
527.6,219.604486740744,528.2539,32.5059373547604,11.534618129256,187.098549385983,198.633167515239,187.098549385983,11.4889941135835,0.0456240156724503
527.5,226,528.1539,38.9014507634509,8.89348977012,187.098549236549,195.992039006669,187.098549236549,8.88097356404561,0.0125162060744088
527.4,0,528.0539,-187.098549057714,6.82671100448351,187.098549057714,193.925260062198,187.098549057714,6.82351494734775,0.00319605713577712
527.3,110,527.9539,-77.0985499178306,5.21180337805367,187.098549917831,192.310353295884,187.098549917831,5.21104371851325,0.0007596595404109
527.2,36,527.8539,-151.098550272263,3.95574910149819,187.098550272263,191.054299373761,187.098550272263,3.95558103308851,0.000168068409651009
527.1,188,527.7539,0.901449033117416,2.9844883706445,187.098550966883,190.083039337527,187.098550966883,2.98445375951143,3.46111330641835E-05
527,154,527.6539,-33.0985509627385,2.2381526826214,187.098550962738,189.33670364536,187.098550962738,2.23814604812177,6.63449965375849E-06
526.9,313,527.5539,125.901448885103,1.66832746124788,187.098551114897,188.766878576145,187.098551114897,1.66832627748922,1.18375865350026E-06
