#No of rows lightened (2D detector)1(if not using 2D detector, value is 1 and can be ignored!)
raw_x,raw_y,corrected x,data-bg,sum_components,bg,sum_fit,bg_shirley_,C-O,TiO2,C-Ti-(OH)x
537.5,260.942537860612,537.9255,260.94199585509995,68.91586835668737,0.0005420055120215169,68.91641036219939,0.0005420055120215169,0.0021479990935298478,9.980900354201857,58.932820003391974
537.4,157.27707863028445,537.8255,157.27653715801267,71.02905896927165,0.0005414722717664789,71.02960044154341,0.0005414722717664789,0.0035853263742575154,10.225974313132474,60.799499329764906
537.3,218.57773109222217,537.7255,218.57718994134842,73.24121087633083,0.0005411508737455818,73.24175202720457,0.0005411508737455818,0.00592456960202729,10.480179735490339,62.755106571238464
537.2,205.91729166287405,537.6255000000001,205.9167509586673,75.55896800945581,0.0005407042067366509,75.55950871366255,0.0005407042067366509,0.00969211199705896,10.74397560818968,64.80530028926907
537.1,108.16853409567193,537.5255000000001,108.16799381226036,77.9897363079518,0.0005402834115638537,77.99027659136337,0.0005402834115638537,0.015696887654709467,11.01785009929334,66.95618932100375
537.0,36.2840841276975,537.4255,36.28354406532976,80.54186614995517,0.0005400623677387208,80.5424062123229,0.0005400623677387208,0.025167622079780665,11.302322811070523,69.21437571680485
536.9,29.33657517546635,537.3255,29.33603518724527,83.22489852843935,0.0005399882210825608,83.22543851666043,0.0005399882210825608,0.03994885404075444,11.597947238472528,71.58700243592607
536.8,105.44438869163787,537.2255,105.44384876336608,86.04989676888731,0.000539928271786149,86.0504366971591,0.000539928271786149,0.06277691586526374,11.905313454688306,74.08180639833374
536.7,186.6780622586375,537.1255000000001,186.67752254584272,89.02989141369075,0.0005397127948012425,89.03043112648555,0.0005397127948012425,0.0976627914736946,12.225051048050082,76.70717757416698
536.6,282.053007973318,537.0255000000001,282.0524686420027,92.1804724515078,0.0005393313153404519,92.18101178282313,0.0005393313153404519,0.15041522553622572,12.55783233751465,79.47222488845692
536.5,108.36531002573611,536.9255,108.36477127080065,95.52057003843525,0.0005387549354592971,95.52110879337071,0.0005387549354592971,0.22934431165610342,12.904375897297632,82.38684982948152
536.4,49.4915823577503,536.8255,49.491043824260785,99.07347170192585,0.0005385334895190049,99.07401023541537,0.0005385334895190049,0.3461924997217082,13.265450425076716,85.46182877712742
536.3,29.554812873127958,536.7255,29.554274440774854,102.86812990841048,0.0005384323531021934,102.86866834076358,0.0005384323531021934,0.5173457006308406,13.641878992531689,88.70890521524795
