#No of rows lightened (2D detector)1(if not using 2D detector, value is 1 and can be ignored!)
raw_x,raw_y,corrected x,data-bg,sum_components,bg,sum_fit,C=C,pi-pi*,pi-pi*2,C-C,C-O
295.0,721.0,295.6303,0.0,-669.0158300279339,721.0,51.98416997206611,13.41761610362506,30.415816952068106,1.2897520410884236,0.8289364810975085,6.032048394187019
294.9000000000001,762.0,295.53030000000007,41.05773784842029,-665.6377526169478,720.9422621515797,55.304509534632004,13.662116168762267,31.808959595979445,2.8250364979294202,0.8449022284961094,6.163495043464763
294.79999999999995,759.0,295.43029999999993,38.16915144216398,-660.8404230601075,720.830848557836,59.99042549772851,13.913361720814128,33.30251952637125,5.613872668398296,0.8613336679510041,6.299337914193837
294.70000000000005,798.0,295.3303,77.33157547750511,-654.1514773813766,720.6684245224949,66.51694714111831,14.171603234760191,34.90635702286227,10.120960000538977,0.8782490862261143,6.4397777967307634
294.5999999999999,820.0,295.2302999999999,99.58035962948884,-645.3164041052733,720.4196403705112,75.10323626523791,14.437102922192558,36.63149317309742,16.553945257646113,0.8956676764747523,6.585027235827065
294.5,840.0,295.1303,119.88899056578828,-634.6975416231122,720.1110094342117,85.41346781109948,14.710135397595499,38.49024810125019,24.564163341187864,0.913609592682626,6.735311378383301
294.4000000000001,792.0,295.03030000000007,72.15906002932434,-623.4614418111581,719.8409399706757,96.37949815951751,14.990988389191486,40.49639014006474,33.069154727748625,0.9320960079647328,6.890868894547939
294.29999999999995,825.0,294.93029999999993,105.40876653513453,-613.2537090662476,719.5912334648655,106.33752439861792,15.279963497777727,42.665294423806536,40.38916432038353,0.9511491770299998,7.051952979620131
294.20000000000005,810.0,294.8303,90.68452465812368,-605.7808350681819,719.3154753418763,113.53464027369442,15.5773770072993,45.014108347306255,44.75352997082157,0.9707925031580833,7.218832445109229
294.0999999999999,842.0,294.7302999999999,122.98499953195665,-602.1972575463392,719.0150004680434,116.81774292170422,15.883560751237306,47.56192003892125,44.9894186131736,0.9910506100651374,7.391792908306945
294.0,847.0,294.6303,128.33842557498463,-602.5185086607222,718.6615744250154,116.14306576429317,16.198863039231256,50.32992441286333,41.031190802273564,1.011949419069452,7.571138090855584
293.9000000000001,819.0,294.53030000000007,100.66045751081663,-605.733704489492,718.3395424891834,112.60583799969142,16.52364964879223,53.341579494279195,33.94990138649302,1.0335162320097933,7.757191238117184
293.79999999999995,848.0,294.43029999999993,129.98480468349442,-610.043133113724,718.0151953165056,107.9720622027815,16.858304887367638,56.62274356310092,25.48493725928807,1.0557798204105302,7.950296672614331
293.70000000000005,833.0,294.3303,115.32978073650543,-613.6796278340565,717.6702192634946,103.99059142943803,17.20323273052814,60.20178128449661,17.35598539644507,1.078770521437662,8.150821496530556
293.5999999999999,800.0,294.2302999999999,82.60813287795565,-615.5382294606231,717.3918671220443,101.85363766142117,17.558858042586113,64.10962446276412,10.723477354615136,1.1025203412437925,8.359157460212018
293.5,831.0,294.1303,113.88445251234907,-615.0964193634518,717.1155474876509,102.0191281241992,17.92562788652031,68.37977049204916,6.010943663420349,1.12706306635804,8.575723015851356
293.4000000000001,795.0,294.03030000000007,78.15450919455373,-612.4830554844579,716.8454908054463,104.36243532098842,18.304012930780196,73.04819914980415,3.0568232784034173,1.1524343838462616,8.800965578154422
293.29999999999995,797.0,293.93029999999993,80.37744631913222,-608.1504991512393,716.6225536808678,108.47205452962848,18.694508961225782,78.15318630240621,1.4103232381877486,1.1786720110381368,9.035364016770615
293.20000000000005,808.0,293.8303,91.61931846442474,-602.4724839471879,716.3806815355753,113.9081975883873,19.097638507290174,83.73499163239431,0.5903202042255484,1.2058158357020825,9.279431408775183
293.0999999999999,852.0,293.7302999999999,135.9393250491736,-595.7195293554706,716.0606749508264,120.34114559535575,19.513952592345976,89.83539695655125,0.22416989526752953,1.2339080676413001,9.533718083549696
293.0,846.0,293.6303,130.31374605400356,-588.1061102372117,715.6862539459964,127.58014370878466,19.94403261921507,96.49707241382477,0.07723027582709757,1.262993402785151,9.798814997132578
292.9000000000001,846.0,293.53030000000007,130.68077216702784,-579.7753696916554,715.3192278329722,135.54385814131672,20.388492402912014,103.76275009965802,0.024138959084217603,1.2931192009687626,10.075357478693713
292.79999999999995,861.0,293.43029999999993,146.06995560499195,-570.7126650866724,714.930044395008,144.21737930833575,20.8479803638862,111.67418891953888,0.006844947901236085,1.3243356787195721,10.36402939828987
292.70000000000005,872.0,293.3303,157.49684941582507,-560.8850230375606,714.5031505841749,153.61812754661437,21.323181896424366,120.27092078759817,0.0017609312918987774,1.3566961185166504,10.665567812783276
292.5999999999999,865.0,293.2302999999999,150.93057852553738,-550.2943863377849,714.0694214744626,163.7750351366777,21.814821928400658,129.58877696232602,0.0004109938570153176,1.3902570961517562,10.980768155942274
292.5,870.0,293.1303,156.36271274438025,-538.9197594534419,713.6372872556198,174.7175278021779,22.323667690223598,139.65820430839676,8.702597668779718e-05,1.4250787280017045,11.310490049579153
292.4000000000001,880.0,293.03030000000007,166.81718766386678,-526.7129806979766,713.1828123361332,186.46983163815662,22.850531712790552,150.50239444157168,1.6717954430107595e-05,1.461224940232199,11.655663825607773
292.29999999999995,895.0,292.93029999999993,182.3081486081976,-513.6442481025424,712.6918513918024,199.04760328925997,23.39627507632914,162.13526367265212,2.9136543107732994e-06,1.4987637621821113,12.017297864442286
292.20000000000005,907.0,292.8303,194.83851481995578,-499.7060814556182,712.1614851800442,212.45540372442605,23.961810934430044,174.55933780887756,4.6069507149835353e-07,1.537767646442988,12.396486873980379
292.0999999999999,942.0,292.7302999999999,230.4365620874148,-484.878982087919,711.5634379125852,226.68445582466617,24.548108340257468,187.7636123436864,6.608604538198931e-08,1.578313818446661,12.794421256189588
292.0,977.0,292.6303,266.13487055766313,-469.15457633838014,710.8651294423369,241.71055310395676,25.15619640489167,201.72147429574002,8.600557783075359e-09,1.6204846587083053,13.212397736016202
291.9000000000001,988.0,292.53030000000007,277.8999248494872,-452.6079210454227,710.1000751505128,257.4921541050901,25.787168821217357,216.38878570028876,1.015463055206283e-09,1.6643681212603394,13.651831461308166
291.79999999999995,1001.0,292.43029999999993,291.70093166666936,-435.33031237608924,709.2990683333306,273.9687559572414,26.442188790524177,231.70223915026864,1.087732969996125e-10,1.7100581922434253,14.11426982409636
291.70000000000005,996.0,292.3303,287.515460425504,-417.4248800096976,708.484539574496,291.05965956479844,27.122494393343736,247.57810147324807,1.0570635881642049e-11,1.7576553931200811,14.60140830507596
291.5999999999999,1034.0,292.2302999999999,326.3787552154125,-398.95800293801346,707.6212447845875,308.663241846574,27.82940445093077,263.9114613551918,9.319671180645622e-13,1.8072673335429417,15.115108706907575
291.5,1083.0,292.1303,376.3669983560527,-379.97615770863393,706.6330016439473,326.65684393531336,28.564324929265272,280.5760894653124,7.454537809473393e-14,1.859009319552869,15.65742022118276
291.4000000000001,1109.0,292.03030000000007,403.46364287954407,-360.6389875265368,705.5363571204559,344.8973695939191,29.32875594380177,297.42500475387305,5.409554612709108e-15,1.913005023528907,16.23060387271538
291.29999999999995,1107.0,291.93029999999993,402.59717384578687,-341.1801605761098,704.4028261542131,363.2226655781033,30.124299430223356,314.2918179167683,3.5614180303847954e-16,1.9693872231557992,16.83716100795585
291.20000000000005,1106.0,291.8303,402.7296726591744,-321.8166015520817,703.2703273408256,381.4537257887439,30.952667554608027,330.99289296840317,2.1271839730258455e-17,2.028298617655128,17.479866648077554
291.0999999999999,1104.0,291.7302999999999,401.86113641267366,-302.7411387177965,702.1388635873263,399.39772486952984,31.815691945650364,347.3303314743806,1.1526774763597533e-18,2.0898927306510755,18.161808718847798
291.0,1201.0,291.6303,500.1295697311796,-284.01858417571714,700.8704302688204,416.8518460931033,32.71533384205113,363.09574293330763,5.66671299800147e-20,2.154334910334608,18.886434407409944
290.9000000000001,1128.0,291.53030000000007,428.43537333221036,-265.95680148122847,699.5646266677896,433.6078251865612,33.65369526034434,378.0747212963866,2.5274075799001184e-21,2.2218034390974335,19.6576051907328
290.79999999999995,1200.0,291.43029999999993,501.7434464633035,-248.7994646888281,698.2565535366965,449.4570888478684,34.63303130213614,392.0519043366742,1.0226805715016386e-22,2.2924907665379433,20.47966244252014
290.70000000000005,1198.0,291.3303,501.15378057112116,-232.64989237674837,696.8462194288788,464.19632705213047,35.655763735651895,404.8164524678592,3.754268961959628e-24,2.366604881764565,21.357505966854845
290.5999999999999,1230.0,291.2302999999999,534.6103340634927,-217.7563611138645,695.3896659365073,477.6333048226428,36.7244960047322,416.16774963554644,1.2503494751385886e-25,2.444370843271849,22.29668833909232
290.5,1172.0,291.1303,478.034375664902,-204.37292960730275,693.965624335098,489.5926947277953,37.84202983935901,425.9211038336825,3.77796652053658e-27,2.526032487399475,23.30352856735434
290.4000000000001,1193.0,291.03030000000007,500.41032316398866,-192.6679785474584,692.5896768360113,499.92169828855293,39.01138366619749,433.91321095501763,1.0356319720282241e-28,2.6118543395986267,24.385249327739178
290.29999999999995,1178.0,290.93029999999993,486.7985954334898,-182.70618019573595,691.2014045665102,508.4952243707742,40.235813045611145,440.00714469672903,2.5755705448491435e-30,2.702123756478188,25.550142871955828
290.20000000000005,1214.0,290.8303,524.2203507889542,-174.55924294970487,689.7796492110458,515.2204062613409,41.51883339427846,444.09664788972833,5.811150264720665e-32,2.797153331025191,26.80777164630889
