#No of rows lightened (2D detector)1(if not using 2D detector, value is 1 and can be ignored!)
raw_x,raw_y,corrected x,data-bg,sum_components,bg,sum_fit,TiC,Ti 2+,Ti 3+,C_4,C_5,C_6,C_7,C_8
470.0,15744.0,470.6528,425.0,-15226.497299987095,15319.0,92.50270001290508,19.95857277985636,37.427574896178314,29.45723907964993,0.725963010236089,4.080546515325526e-09,5.5255427666465576e-14,4.933208676062315,0.00014156684146936997
469.9,16026.0,470.5528,707.0,-15225.324756378683,15319.0,93.6752436213181,20.21156795722489,37.92444421733659,29.868762348583378,0.7417505999332783,6.9600419142579535e-09,1.3819748672856804e-13,4.928577080115854,0.0001414111639227613
469.79999999999995,15860.0,470.45279999999997,541.0,-15224.128204278824,15319.0,94.87179572117506,20.46940093914201,38.4312659984821,30.28898241642062,0.7580610563790566,1.1806495439689832e-08,3.4189539561675676e-13,4.923944043293267,0.0001412556511790768
469.70000000000005,15909.0,470.35280000000006,590.0,-15222.906981649587,15319.0,96.09301835041376,20.732195775523035,38.9483076112373,30.7181464390761,0.7749178261212987,1.9918002337133636e-08,8.36670132699036e-13,4.919309578234123,0.0001411003030710751
469.6,15831.0,470.25280000000004,512.0,-15221.660403231082,15319.0,97.339596768918,21.000080515170747,39.475845459126205,31.156510428459285,0.7923456900489206,3.3418440619900126e-08,2.0252711973079793e-12,4.91467369757294,0.00014094511943178557
469.5,15872.0,470.1528,553.0,-15220.387759540608,15319.0,98.61224045939231,21.273187361355173,40.0141653458725,31.604339636591636,0.810370855766427,5.576249654234455e-08,4.849310731208609e-12,4.9100364139391495,0.00014079010009413476
469.4,15860.0,470.0528,541.0,-15219.088315819587,15319.0,99.91168418041266,21.551652834499198,40.56356286133004,32.06190895933789,0.8290210574954994,9.253666942831217e-08,1.148536356325205e-11,4.90539773995701,0.00014063524489150615
469.29999999999995,15731.0,469.95279999999997,412.0,-15217.761310925005,15319.0,101.23868907499474,21.835617942338306,41.1243437860068,32.529503360898424,0.8483256642032628,1.527218393515908e-07,2.6907750198980947e-11,4.9007576882455455,0.0001404805536572731
469.20000000000005,15882.0,469.85280000000006,563.0,-15216.40595616163,15319.0,102.59404383836983,22.12522835795058,41.69682451521525,33.00741832029668,0.868315796729268,2.5067097726759587e-07,6.23559548025712e-11,4.896116271418491,0.00014032602622489376
469.1,15871.0,469.75280000000004,552.0,-15215.021434050956,15319.0,103.97856594904404,22.4206346060774,42.281332503947574,33.49596030117851,0.8890244547632719,4.0918771735165785e-07,1.4293756716216087e-10,4.891473502084192,0.00014017166242828052
469.0,15956.0,469.6528,637.0,-15213.606897032343,15319.0,105.39310296765704,22.721992258173387,42.87820673362988,33.99544724631907,0.9104866546143964,6.642885247943954e-07,3.2410277098480834e-10,4.8868293928455815,0.0001400174621012448
468.9,15789.0,469.5528,470.0,-15212.161466091196,15319.0,106.83853390880306,23.029462136662655,43.48779820200639,34.50620909834706,0.9327395788120817,1.0725228122208582e-06,7.269206520191512e-10,4.882183956300089,0.00013986342507777346
468.79999999999995,15820.0,469.45279999999997,501.0,-15210.684229308315,15319.0,108.31577069168493,23.34321052889594,44.11047043746131,35.02858834828155,0.9558227386887665,1.722153873354748e-06,1.612720755270707e-09,4.877537205039579,0.0001397095511922166
468.70000000000005,15964.0,469.35280000000006,645.0,-15209.174240323504,15319.0,109.8257596764967,23.663409411339746,44.74660003918358,35.56294061359737,0.9797781512177138,2.7501285452274006e-06,3.5391522544144016e-09,4.872889151650299,0.0001395558402789136
468.6,15834.0,469.25280000000004,515.0,-15207.630516705236,15319.0,111.36948329476348,23.99023668456227,45.39657724467184,36.109635247656556,1.004650531516851,4.367668429478917e-06,7.682582265781878e-09,4.86823980871278,0.00013940229217228813
468.5,15757.0,469.1528,438.0,-15206.05203821637,15319.0,112.94796178363048,24.323876419608133,46.060806526159304,36.66905598246,1.0304875025826057,6.8986157540648925e-06,1.6496168805529698e-08,4.863589188801813,0.00013924890670712485
468.4,15865.0,469.0528,546.0,-15204.437744963374,15319.0,114.56225503662682,24.66451911640439,46.739707217669384,37.2416016068342,1.0573398239907998,1.0836520994155996e-05,3.5036995820223375e-08,4.858937304486352,0.00013909568371819954
468.29999999999995,15972.0,468.95279999999997,653.0,-15202.786535413195,15319.0,116.21346458680398,25.01236197486746,47.433714174499165,37.82768668229804,1.0852616414938978,1.692908260579563e-05,7.361028899154693e-08,4.85428416832947,0.0001389426230406487
468.20000000000005,15817.0,468.85280000000006,498.0,-15201.097264256996,15319.0,117.90273574300339,25.367609179430822,48.14327846706375,38.427742299028594,1.1143107596616344,2.63022316365305e-05,1.5297415755915032e-07,4.849629792888285,0.00013878972450959964
468.1,15526.0,468.75280000000004,207.0,-15199.368740093152,15319.0,119.63125990684819,25.730472197759706,48.86886811116495,39.04221687452276,1.1445489399568818,4.0641281977399695e-05,3.1446006149271746e-07,4.844974190713879,0.00013863698796035494
468.0,15675.0,468.6528,356.0,-15197.5997228922,15319.0,121.40027710779877,26.1011700944598,49.61096883687085,39.67157699772697,1.1760422269144994,6.245365012429234e-05,6.394120041327793e-07,4.840317374351266,0.00013848441322848536
467.9,15703.0,468.5528,384.0,-15195.788921192172,15319.0,123.21107880782844,26.47992986065415,50.37008489837211,40.31630832163839,1.2088613054053459,9.544735100042349e-05,1.2860679776505732e-06,4.835659356339304,0.00013833200014945956
467.79999999999995,15684.0,468.45279999999997,365.0,-15193.93498895215,15319.0,125.06501104784903,26.86698676034498,51.14673992731383,40.97691650757974,1.2430818923223785,0.00014507265527396294,2.5586736138962986e-06,4.831000149210638,0.000138179748559292
467.70000000000005,15580.0,468.35280000000006,261.0,-15192.036521961538,15319.0,126.96347803846186,27.262584694545676,51.94147783229218,41.65392822460609,1.2787851664320768,0.00021929203964401138,5.035396250027416e-06,4.826339765491639,0.00013802765829389456
467.6,15702.0,468.25280000000004,383.0,-15190.092053657208,15319.0,128.90794634279234,27.66697658423389,52.75486374739441,42.347892207764474,1.3160582405983012,0.0003296672463000791,9.802123451568723e-06,4.8216782177023125,0.00013787572918935376
467.5,15775.0,468.1528,456.0,-15188.100050133242,15319.0,130.89994986675816,28.080424773237887,53.58748503284331,43.05938037919738,1.354994681117193,0.0004928835917085701,1.8874453325427658e-05,4.817015518356282,0.0001377239610819323
