#No of rows lightened (2D detector)1(if not using 2D detector, value is 1 and can be ignored!)
raw_x,raw_y,corrected x,data-bg,sum_components,bg,sum_fit,bg_shirley_,C=C,pi-pi*,pi-pi2,C-C,C-O,C=O,O-C=O
294.9000000000001,41.05777978365529,295.5307000000001,-37.33277504686771,21.936616622378793,78.390554830523,100.3271714529018,78.390554830523,16.520496119379967,0.10014691221049975,3.6767057152753712e-06,5.2118104382067525,0.004477562691625025,0.058426164798401535,0.04125574838582169
294.79999999999995,38.16927441574296,295.43069999999994,-40.208025258735276,22.39119407541274,78.37729967447824,100.76849374989098,78.37729967447824,16.823091043373385,0.14386044119553668,4.071422418714683e-06,5.317083350540072,0.004579386888880858,0.05998517424990778,0.04259060774254123
294.70000000000005,77.33181676692868,295.33070000000004,-1.0331699285340932,22.874949682303125,78.36498669546278,101.2399363777659,78.36498669546278,17.13407742038625,0.20497234430522868,4.419505460320847e-06,5.425611215117928,0.004684733136530615,0.061607770101783775,0.04399177974993931
294.5999999999999,99.5807822919387,295.2306999999999,21.240882672511262,23.394526366351812,78.33989961942744,101.73442598577925,78.33989961942744,17.453768460445673,0.289667122080988,4.702636426212462e-06,5.537531073315217,0.004793766185054435,0.06329747784924979,0.04546376383919816
294.5,119.88963857943338,295.1307,41.58208323711007,23.95848594725966,78.30755534232331,102.26604128958297,78.30755534232331,17.78249212614384,0.40602539424032974,4.905116762545304e-06,5.652987338274156,0.00490666055783075,0.06505807222894892,0.04701145069777696
294.4000000000001,72.15990602196734,295.0307000000001,-6.108680669934813,24.577777925232013,78.26858669190216,102.84636461713417,78.26858669190216,18.120591974511637,0.564491289457189,5.015306900462824e-06,5.772132281732345,0.005023601257079944,0.06689359880057132,0.048640164166279656
294.29999999999995,105.40979627508534,294.93069999999994,27.164609677585858,25.266283805870316,78.24518659749948,103.5114704033698,78.24518659749948,18.468428055479333,0.7784152735996754,5.026733897844973e-06,5.895126559260099,0.0051447845301928865,0.06880839775503104,0.05035570851206631
294.20000000000005,90.68575758467443,294.83070000000004,12.474816580835167,26.04143576425301,78.21094100383927,104.25237676809228,78.21094100383927,18.82637787132199,1.0646712059387946,4.938721023611629e-06,6.0221397774606205,0.00527041870244057,0.07080713021752962,0.05216442189061476
294.0999999999999,122.98645416967156,294.7306999999999,44.804956050386735,26.92490298472441,78.18149811928483,105.10640110400924,78.18149811928483,19.19483740187544,1.4443409499473423,4.75645411394582e-06,6.15335110706639,0.00540072508274174,0.0728948073510472,0.05407323694734176
294.0,128.3401410074124,294.6307,50.198621662519926,27.943331943035375,78.14151934489247,106.08485128792785,78.14151934489247,19.574222200706135,1.9434527943320752,4.4904756510470445e-06,6.2889499462803915,0.005535938949922008,0.07507682260870276,0.056089749682497414
293.9000000000001,100.66241167134604,294.5307000000001,22.56261737447818,29.129118212091754,78.09979429686786,107.22891250895961,78.09979429686786,19.964968567929915,2.5937512532137172,4.1556752126198995e-06,6.429136639204683,0.00567631062778006,0.07735898753363565,0.058222297906808544
