#No of rows lightened (2D detector)1(if not using 2D detector, value is 1 and can be ignored!)
raw_x,raw_y,corrected x,data-bg,sum_components,bg,sum_fit,C=C,pi-pi*,pi-pi*2,C-C,C-O,C=O,TiC
294.70000000000005,745.0,295.35280000000006,12.0,-697.359073338032,733.0,35.640926661968,18.397561704643692,7.885819731773158,0.05445836156460782,6.596652259821784,1.9745327718013626,0.6565387123392776,0.07536312002412336
294.5999999999999,733.0,295.2527999999999,0.0,-696.056675691544,733.0,36.94332430845603,18.741353539394435,8.365470083259922,0.3347476465123978,6.72987833761099,2.0196962604247544,0.675672367154434,0.07650607409910364
294.5,747.0,295.1528,14.021556156668794,-693.7248956310287,732.9784438433312,39.25354821230247,19.094872842813757,8.897420924506426,1.5542940173267303,6.867210343173161,2.066422583490563,0.6956522676777782,0.07767523331405511
294.4000000000001,772.0,295.0528000000001,39.10322798804236,-688.5774936626958,732.8967720119576,44.319278349261815,19.45849009015893,9.490340182546678,5.451443308813706,7.00881998907331,2.114784467040057,0.7165289065262558,0.07887140510287115
294.29999999999995,787.0,294.95279999999997,54.24674034286875,-678.184969135821,732.7532596571313,54.56829052131026,19.832593563421472,10.154661024095095,14.442836888311355,7.154888126682416,2.1648589037441144,0.7383565868098367,0.0800954282459772
294.20000000000005,801.0,294.85280000000006,68.43534667576671,-662.1753694877461,732.5646533242333,70.38928383648717,20.21759038834261,10.902935434245283,28.903883271825865,7.305605340586152,2.216727455843163,0.7611937713016927,0.0813481743424103
294.0999999999999,845.0,294.7527999999999,112.71383789024492,-645.6285556269382,732.2861621097551,86.65760648281689,20.61390764258704,11.75023916878984,43.69407648035518,7.461172588945517,2.2704765833958884,0.785103469380194,0.08263054936323469
294.0,795.0,294.6528,62.98394835190004,-637.5429559880298,732.0160516481,94.47309566007011,21.021993540687156,12.714626703403,49.8943783600151,7.621801893936771,2.326198000270376,0.8101536664663024,0.08394349529139752
293.9000000000001,828.0,294.5528000000001,96.22871527237601,-642.3807886695389,731.771284727624,89.39049605808508,21.442318701925398,13.817630725512805,43.037134690010355,7.787717086843427,2.383989060583914,0.8364178013555253,0.08528799185365858
293.79999999999995,824.0,294.45279999999997,92.51888797939296,-655.1259155496883,731.481112020607,76.35519647091868,21.875377507831594,15.08479531544786,28.041275500246975,7.959154612830788,2.443953178589853,0.8639752976211439,0.08666505835047329
293.70000000000005,783.0,294.35280000000006,51.74066661259292,-666.9667292522807,731.2593333874071,64.29260413512633,22.32168955661808,16.546225172820368,13.80113680759545,8.136364400978088,2.506200285349621,0.8929121561744815,0.0880757555902454
293.5999999999999,792.0,294.2527999999999,60.913856986973656,-673.0330028829354,731.0861430130263,58.053140130090895,22.781801222555853,18.23712510627544,5.130912864552363,8.319610805741041,2.570847325906075,0.9233216171252808,0.0895211879348429
293.5,782.0,294.1528,51.086040967141,-673.824966339345,730.913959032859,57.08899269351403,23.25628732900837,20.198294721349864,1.4409108096074927,8.509173626672355,2.6380188010949803,0.9553049003172948,0.09100250546367054
293.4000000000001,783.0,294.0528000000001,52.244897650143,-671.7324641210366,730.755102349857,59.02263822882033,23.745752944723467,22.47653321330713,0.3056625565424386,8.705349214001025,2.7078473586193375,0.9889720353626053,0.09252090626432197
293.29999999999995,805.0,293.95279999999997,74.43965721046527,-668.3281828874802,730.5603427895347,62.23215990205453,24.250835313843368,25.124899031620515,0.048979017003125444,8.908451668493544,2.780474438546088,1.0244427936896325,0.09407763885825969
293.20000000000005,821.0,293.85280000000006,90.69352609140185,-664.193192856193,730.3064739085982,66.11328105240513,24.772205931142878,28.20275981346158,0.005928441925181925,9.118814144985366,2.8560509790035837,1.0618477371157917,0.09567400477073335
293.0999999999999,803.0,293.7527999999999,72.94509729815354,-659.4980581538657,730.0549027018465,70.55684454798077,25.31057277513307,31.775560510166216,0.0005420430206192725,9.336790270044574,2.934738188554517,1.1013293998069138,0.09731136125486368
293.0,804.0,293.6528,74.17126787299924,-654.226279770945,729.8287321270008,75.60245235605572,25.86668271287423,35.91423338179578,3.7436016101502095e-05,9.562755685424795,3.016708392502619,1.143043623261738,0.09899112418045998
292.9000000000001,823.0,293.5528000000001,93.42892943856418,-648.248439021141,729.5710705614358,81.32263154029472,26.441324091794026,40.694173965456855,1.953026677984618e-06,9.797109730360654,3.1021459612984787,1.187161067258845,0.1007147710991754
292.79999999999995,782.0,293.45279999999997,52.65351049980359,-641.549567822221,729.3464895001964,87.79692167797545,27.035329535283804,46.193713690106634,7.696431487925931e-08,10.040277277285588,3.1912483302222174,1.2338689236145828,0.10248384449831396
292.70000000000005,817.0,293.35280000000006,87.86954479454732,-634.024231747139,729.1304552054527,95.10622345831366,27.64957896060493,52.49203381786556,2.291043427423782e-09,10.29271073733206,3.284227120691982,1.2833728642713687,0.10429995525672053
292.5999999999999,837.0,293.2527999999999,108.17092925750569,-625.4993144348931,728.8290707424943,103.3297563076012,28.285002839556316,59.666487792004304,5.15157369431152e-11,10.554892253976144,3.3813093748788394,1.3358992608167997,0.10616478631727275
292.5,829.0,293.1528,100.49171852485108,-615.9665126532809,728.5082814751489,112.54176882186803,28.94258572444259,67.78933025933439,8.750022988268534e-13,10.827336105452808,3.4827389168239042,1.3916977192219255,0.10808009659152698
292.4000000000001,854.0,293.0528000000001,125.83967098010942,-605.3526074094693,728.1603290198906,122.80772161042128,29.623370064348556,76.92389064510634,1.1226416560687105e-14,11.110591339199805,3.58877785501035,1.4510439816426508,0.11004772511358031
292.29999999999995,881.0,292.95279999999997,153.26876066265868,-593.5512373460735,727.7312393373413,134.18000199126772,30.32846033932265,87.12027589178506,1.0880172811764922e-16,11.40524466452854,3.6997082433347868,1.5142432568353015,0.1120695954613878
292.20000000000005,913.0,292.85280000000006,185.79001550894304,-580.5166791207793,727.209984491057,146.69330537027767,31.059027543115565,98.41073850131836,7.965134535049142e-19,11.711923633142858,3.8158339197343354,1.5816340525011274,0.11414772046544899
292.0999999999999,859.0,292.7527999999999,132.279001573482,-566.3611259171545,726.720998426518,160.3598725093635,31.81631404848665,110.80489897107606,4.404667395342058e-21,12.03130014103133,3.9374825443819246,1.6535925971610559,0.11628420722646753
292.0,922.0,292.6528,195.78335097590934,-551.0518269706201,726.2166490240907,175.1648220534705,32.601638892807046,124.28506178949871,1.8399067185269554e-23,12.36409428970902,4.065007862418634,1.7305379565718202,0.11848126246525542
291.9000000000001,940.0,292.5528000000001,214.4139712611685,-534.5241687817265,725.5860287388315,191.061859957105,33.41640352602855,138.80190639210574,5.805520629462597e-26,12.71107864997865,4.198792219752208,1.8129379710094222,0.12074119823042621
291.79999999999995,913.0,292.45279999999997,188.0326759813804,-516.9976473953735,724.9673240186196,207.9696766232461,34.26209806777945,154.27086360974965,1.383723197324837e-28,13.073082977278652,4.339249364545909,1.9013161659010807,0.12306643799136589
291.70000000000005,918.0,292.35280000000006,193.61941201195157,-498.6112343801559,724.3805879880484,225.76935360789255,35.140308125805745,170.56949913203593,2.4912651483250002e-31,13.450999434558002,4.486827571803549,1.9962598205427606,0.12545952314655595
291.5999999999999,959.0,292.2527999999999,235.27878223926461,-479.4181273593373,723.7212177607354,244.30309040139812,36.05272223408059,187.53621410723773,3.388077726142297e-34,13.845788386538091,4.64201313401178,2.098429419549942,0.12792311997999367
291.5,931.0,292.1528,207.96019939604344,-459.6652753912252,723.0398006039566,263.3745252127314,37.00113997573601,204.97053634301173,3.4805626795963943e-37,14.258484838348926,4.805334267266032,2.2085697612674764,0.1304600271011885
291.4000000000001,996.0,292.0528000000001,273.70068478615997,-439.54845428482116,722.29931521384,282.75086092901887,37.98748086390316,222.6352127303905,2.700898321952706e-40,14.690205602184228,4.9773654898949555,2.3275230592383083,0.1330731834077274
291.29999999999995,1036.0,291.95279999999997,314.60512163973476,-419.2279584616921,721.3948783602652,302.16691989857316,39.01379406231354,240.26022588201027,1.5831778045826356e-43,15.142157287867363,5.15873253944669,2.456244450322628,0.13576567661264752
291.20000000000005,1077.0,291.85280000000006,356.637061425822,-399.0317957253801,720.362938574178,321.33114284879787,40.08226903767868,257.5487495063114,7.009932433170256e-47,15.615645227517817,5.350117904321724,2.595820420585287,0.13854075238294988
291.0999999999999,1082.0,291.7527999999999,362.7430063917815,-379.3235690740133,719.2569936082185,339.93342453420524,41.19524724736674,274.18493415974456,2.3445562298174306e-50,16.112083461052407,5.552267058588319,2.747490783313327,0.14140182413991365
291.0,1078.0,291.6528,359.8538967864939,-360.49155301608414,718.1461032135061,357.65455019742194,42.35523497892432,289.8432863036034,5.92338765185744e-54,16.633005928408497,5.7659955029496475,2.912674999959617,0.14435248357641112
290.9000000000001,1146.0,291.5528000000001,429.0667505441771,-342.7563767330647,716.9332494558229,374.17687272275816,43.564917473110434,304.1992791347849,1.1304265265121074e-57,17.180079036657162,5.992196731939311,3.093003834314362,0.1473965119520379
290.79999999999995,1060.0,291.45279999999997,344.25562416694856,-326.5486146279168,715.7443758330514,389.19576120513466,44.827174479134044,316.94072418458774,1.629585704624739e-61,17.755115795821325,6.231851267647253,3.2903575857119254,0.15053789223235287
290.70000000000005,1111.0,291.35280000000006,396.3942684760559,-312.17446360746516,714.6057315239441,402.43126791647893,46.14509741055044,327.77934853667114,1.7744948940352518e-65,18.36009174689589,6.486036924355635,3.506912475860665,0.15378082214520017
290.5999999999999,1128.0,291.2527999999999,414.6411205168604,-299.7194682698995,713.3588794831396,413.6394112132401,47.52200829289726,336.461972566564,1.4596037939905116e-69,18.99716293964489,6.755940497134133,3.745197188765523,0.15712972823427113
290.5,1132.0,291.1528,419.9241464123704,-289.45339038093454,712.0758535876296,422.62246320669504,48.961480720087486,342.780673732666,9.068968528899997e-74,19.668686256658052,7.042871101667007,4.008162114618675,0.16058928099775718
290.4000000000001,1156.0,291.0528000000001,445.25423563653464,-281.5080982204988,710.7457643634654,429.23766614296653,50.46736306678694,346.58135623979564,4.2564103225630077e-78,20.377242424469294,7.3482754336289355,4.29926456707655,0.16416441120919717
