#No of rows lightened (2D detector)1(if not using 2D detector, value is 1 and can be ignored!)
raw_x,raw_y,corrected x,data-bg,sum_components,bg,sum_fit,C=C,pi-pi*,pi-pi*2,C-C,C-O,C=O
295.0,852.0,295.6685,0.0,-792.4863963777455,852.0,59.51360362225449,21.037569871631774,26.44075972941493,0.17576845507960956,3.169665091936402,4.439639654392876,4.250200819798899
294.9000000000001,905.0,295.5685000000001,53.075342314693785,-790.0713736699981,851.9246576853062,61.853284015308084,21.41947936160766,27.876946155078898,0.41845247883595876,3.231662755184599,4.535476231916424,4.371267032684542
294.79999999999995,922.0,295.46849999999995,70.25040755311136,-787.1396435042384,851.7495924468886,64.60994894265025,21.81188418481813,29.44216785246019,0.9283195582535507,3.2955095022815897,4.634450707493626,4.497617137343161
294.70000000000005,882.0,295.36850000000004,30.393274799125265,-783.5917832710355,851.6067252008747,68.0149419298392,22.215172480331095,31.15313382668312,1.9190884967689392,3.3612801079864143,4.736701618241114,4.629565399828503
294.5999999999999,925.0,295.2684999999999,73.54081289121712,-779.0643837294314,851.4591871087829,72.39480337935147,22.629750498232063,33.029266414603065,3.69690806133686,3.429053191964592,4.842375233988652,4.767449979226237
294.5,968.0,295.1685,116.81102401701446,-773.0412576606961,851.1889759829855,78.14771832228934,23.056043623315283,35.093164807832785,6.63633719170426,3.4989114601950067,4.951626081182962,4.911635158059042
294.4000000000001,950.0,295.0685000000001,99.11754220942919,-765.2176978000825,850.8824577905708,85.66475999048832,23.49449746694088,37.37113089645746,11.101058332660822,3.5709419643773135,5.06461750868796,5.06251382136388
294.29999999999995,951.0,294.96849999999995,100.40076546279658,-755.4086314994644,850.5992345372034,95.19060303773904,23.945579032270444,39.89375650776209,17.303998600577795,3.6452363808972446,5.18152229934874,5.220510216882714
294.20000000000005,951.0,294.86850000000004,100.6862155030633,-743.6621844968686,850.3137844969367,106.65160000006817,24.409777958581937,42.69656660141019,25.134757763708265,3.7218913110674845,5.302523331602449,5.386083033697863
294.0999999999999,995.0,294.7684999999999,145.03502544484184,-730.4469508282501,849.9649745551582,119.518023726908,24.887607850868843,45.820706827236734,34.02115730603276,3.801008604534673,5.427814295875681,5.5597288423593065
294.0,986.0,294.6685,136.4345814490938,-716.7787767523648,849.5654185509062,132.78664179854138,25.379607701442485,49.31365586140194,42.911096110510194,3.8826957079291184,5.557600471008848,5.741985946248794
293.9000000000001,1000.0,294.5685000000001,150.8423811990425,-704.0132439913856,849.1576188009575,145.1443748095719,25.886343410920418,53.22993302238559,50.43549406682405,3.9670660410576133,5.692099566535324,5.933438701848898
293.79999999999995,1008.0,294.46849999999995,159.28261453536027,-693.4172933674179,848.7173854646397,155.30009209722184,26.408409416593177,57.631759900512925,55.239418364779134,4.054239403169246,5.831542637270499,6.13472237489686
