#No of rows lightened (2D detector)1(if not using 2D detector, value is 1 and can be ignored!)
raw_x,raw_y,corrected x,data-bg,sum_components,bg,sum_fit,C=C,pi-pi*,pi-pi*2,C-C,C-O,C=O,O-C=O,TiC
295.0,46.0,295.4255,46.0,48.21412405646192,0.0,48.21412405646192,16.961482534191973,0.03395236584865575,19.49527416439604,8.96982319992043,6.856827484107554e-169,1.264110779993957,1.4471904197906895,0.04229059232018078
294.9000000000001,35.0,295.3255000000001,35.0,50.04603595700464,0.0,50.04603595700464,17.27576220097076,0.05235937611393024,20.73053985942494,9.151719549860305,5.100172889765849e-165,1.2982323742568074,1.4944938154181444,0.04292878095975339
294.79999999999995,1.0,295.22549999999995,1.0,51.84925119066274,0.0,51.84925119066274,17.59885900042817,0.0798874034224824,21.909768137815554,9.339248054946674,3.4238745234149905e-161,1.333765513003071,1.5441415531826321,0.04358152786415585
294.70000000000005,8.0,295.12550000000005,8.0,53.60298861919216,0.0,53.60298861919216,17.931105885784294,0.12059285282366114,23.007315099478006,9.532645513035128,2.0745411272897975e-157,1.3707897899218333,1.5962901988437401,0.04424927930549706
294.5999999999999,79.0,295.0254999999999,79.0,55.288242616359405,0.0,55.288242616359405,18.272851677250042,0.1801043715225513,23.997692605426064,9.732161401365628,1.1344817766049457e-153,1.4093905371209587,1.651109524882999,0.04493249879116009
294.5,34.0,294.9255,34.0,56.88933888704488,0.0,56.88933888704488,18.624461978183806,0.2661254203722249,24.8566179195938,9.938058706971864,5.59943574947174e-150,1.44965933319356,1.7087838608607029,0.04563166786891525
294.4000000000001,0.0,294.8255000000001,0.0,58.39562507067429,0.0,58.39562507067429,18.986320153578927,0.3890522111810466,25.56208242571119,10.15061482179728,2.4943780365401358e-146,1.4916945650133058,1.7695136064162604,0.04634728697628771
294.29999999999995,87.13805309528254,294.72549999999995,87.13805309528254,59.80323637966399,0.0,59.80323637966399,19.3588283757556,0.5627154466133804,26.095371193169974,10.370122508383242,1.0028859531589817e-142,1.5356020499052114,1.833516929499645,0.04707987633694032
294.20000000000005,95.42729195339291,294.62550000000005,95.42729195339291,61.11686855981626,0.0,61.11686855981626,19.742408742593447,0.8052471693011162,26.44196432661827,10.596890942622538,3.639251666714048e-139,1.5814957257891116,1.9010316759846952,0.047829976907087575
294.0999999999999,50.658736513961685,294.5254999999999,50.658736513961685,62.35148515701204,0.0,62.35148515701204,20.1375044741228,1.1400633858271414,26.592256365932442,10.831246840757881,1.1919111904216711e-135,1.6294984179944463,1.9723175210021535,0.048598151375175244
294.0,40.803640649649765,294.4255,40.803640649649765,63.53388282436945,0.0,63.53388282436945,20.5445811937909,1.5969385715642477,26.54204130525699,11.073535678553831,3.523278481644028e-132,1.6797426927239123,2.0476583972613254,0.04938498521823635
293.9000000000001,29.91568149715374,294.3255000000001,29.91568149715374,64.70403621312099,0.0,64.70403621312099,20.964128301349636,2.213129588791502,26.292727173583412,11.324123011458948,9.399858413924726e-129,1.7323718086464868,2.1273652414723263,0.05019108781868065
293.79999999999995,17.99158112603834,294.22549999999995,17.99158112603834,65.91614171813167,0.0,65.91614171813167,21.396660444906054,3.034484333984637,25.851264053349094,11.583395905512154,2.2634292256545673e-125,1.7875407798481617,2.211779106886107,0.05101709364545602
293.70000000000005,44.08993707321406,294.12550000000005,44.08993707321406,67.23927603332578,0.0,67.23927603332578,21.842719100417085,4.116445558822155,25.229790957115533,11.851764489851256,4.919078950116985e-122,1.8454175654281835,2.30127469818768,0.05186366350387693
293.5999999999999,17.187018349017876,294.0254999999999,17.187018349017876,68.75758068860938,0.0,68.75758068860938,22.302874267696783,5.524834510244341,24.445027983691894,12.129663642906186,9.648769533808749e-119,1.9061844034507562,2.3962643947606788,0.052731485858741524
293.5,46.28758135966973,293.9255,46.28758135966973,70.56987793215838,0.0,70.56987793215838,22.777726292836995,7.336274835164094,23.517458550376944,12.417554825717522,1.7081709819359466e-115,1.9700393098118736,2.4972028400153143,0.05362127823564086
293.4000000000001,59.45510984240934,293.8255000000001,59.45510984240934,72.78861802803625,0.0,72.78861802803625,23.267907827959718,9.638097889983664,22.47036048953804,12.715928077413132,2.7293674827136707e-112,2.03719776596607,2.604592188469759,0.05453378870584912
293.29999999999995,93.69775040709726,293.72549999999995,93.69775040709726,75.53805593950919,0.0,75.53805593950919,23.77408594022963,12.527560085311128,21.328753184389623,13.02530418960508,3.936080327066542e-109,2.107894623456258,2.7189881190569927,0.0554697974604902
293.20000000000005,105.01256779764321,293.62550000000005,105.01256779764321,78.95156011195473,0.0,78.95156011195473,24.296964383274403,16.11020538435373,20.118330146043053,13.346237078490189,5.123151031410338e-106,2.182386257958033,2.8410067433551305,0.05643011848019031
293.0999999999999,75.29823477692628,293.5254999999999,75.29823477692628,83.16797184691795,0.0,83.16797184691795,24.83728604547838,20.497225600840636,18.864442650502685,13.679316375707467,6.018408080766838e-103,2.2609530112297405,2.9713325618521176,0.05741560130691846
293.0,80.54513792907494,293.4255,80.54513792907494,88.32696465268576,0.0,88.32696465268576,25.395835591037084,25.80171099829809,17.59119105181697,14.025170261563654,6.381126750062611e-100,2.3439019661414715,3.1107276509032937,0.05842713292516967
292.9000000000001,111.84995008029193,293.3255000000001,111.84995008029193,94.56340212489819,0.0,94.56340212489819,25.973442311354912,32.133745741164404,16.320667458360337,14.384468567216336,6.106387734297455e-97,2.4315701080968872,3.2600422989449673,0.0594656397603435
292.79999999999995,54.11288552977726,293.22549999999995,54.11288552977726,102.00076170871431,0.0,102.00076170871431,26.57098320612032,39.59438674577824,15.072378201163382,14.757926175723176,5.274030649752988e-94,2.524327935912599,3.4202273542139263,0.060532089802678817
292.70000000000005,98.35443999962263,293.12550000000005,98.35443999962263,110.74377888384147,0.0,110.74377888384147,27.189386315463288,48.26866750198315,13.862858619242148,15.146306755728606,4.111233922912935e-91,2.622583596960081,3.5923485995983184,0.06162749486586884
292.5999999999999,139.73164053594576,293.0254999999999,139.73164053594576,120.87056749178537,0.0,120.87056749178537,27.829634326871556,58.217884515454244,12.705477699414166,15.550426865959366,2.8924975084092425e-88,2.726787635500033,3.7776035355957713,0.06275291299023363
292.5,161.2084208344595,292.9255,161.2084208344595,132.4245793311235,0.0,132.4245793311235,28.492768483031465,69.47154412101756,11.610417309637155,15.97116047371951,1.8367289250754158e-85,2.8374384601370557,3.9773410325797047,0.06390945100105906
292.4000000000001,171.73590559211948,292.8255000000001,171.73590559211948,145.40686895978072,0.0,145.40686895978072,29.179892819681196,82.01945983914415,10.584801028120271,16.409443936425152,1.0526606865420422e-82,2.9550886568009704,4.19308441237525,0.06509826723374221
292.29999999999995,141.23174123260947,292.72549999999995,141.23174123260947,159.76921479711092,0.0,159.76921479711092,29.892178765679375,95.8045816905477,9.632941325319468,16.866281501865295,5.4450642497711976e-80,3.0803522982355727,4.426558641025254,0.06632057443822403
292.20000000000005,158.70693503351072,292.62550000000005,158.70693503351072,175.40870115724954,0.0,175.40870115724954,30.630870141127414,110.71719498052717,8.756671106264081,17.342751390619842,2.5420780463101788e-77,3.2139134304253023,4.679722465409384,0.06757764287634957
292.0999999999999,197.27091187108783,292.5254999999999,197.27091187108783,192.16437465146169,0.0,192.16437465146169,31.397288593425667,126.59113424168193,7.955726015044746,17.840012533007847,1.0711394581526352e-74,3.3565359514618303,4.9548065132126995,0.0688708036269749
292.0,194.8922171664923,292.4255,194.8922171664923,209.81654215020546,0.0,209.81654215020546,32.19283951563183,143.20260855654388,7.2281468353037885,18.35931204323958,4.0735628598588547e-72,3.509075139791623,5.254358607579907,0.07020145211482984
291.9000000000001,239.58055376241248,292.3255000000001,239.58055376241248,228.08917057503902,0.0,228.08917057503902,33.01901849671482,160.27212248408244,6.5706760437659195,18.90199352552045,1.3982154391236925e-69,3.672491137251513,5.581297835823157,0.07157105188071423
291.79999999999995,268.3853257244915,292.22549999999995,268.3853257244915,246.6556818130815,0.0,246.6556818130815,33.87741835900417,177.46980366479357,5.979128312601193,19.469506320751645,4.331566943915437e-67,3.84786474803232,5.938979269286593,0.0729811386120033
291.70000000000005,244.1974121900928,292.12550000000005,244.1974121900928,265.14821681724356,0.0,265.14821681724356,34.76973684475805,194.42422238028357,5.448720796020857,20.063415818761595,1.2111201638451104e-64,4.036415977491374,6.331271675473866,0.07443332445424507
291.5999999999999,281.0295309102769,292.0254999999999,281.0295309102769,283.17018650795336,0.0,283.17018650795336,35.69778502121915,210.7345254984016,4.9743547894024305,20.68541497994704,3.0563332432271005e-62,4.23952580324252,6.762651113114042,0.07592930262652002
291.5,303.95632586788804,291.9255,303.95632586788804,300.31165478898345,0.0,300.31165478898345,36.66349648190592,225.98542911300336,4.550845389289711,21.337337232255084,6.961221329172014e-60,4.458761742344557,7.238313977819592,0.07747085236519148
291.4000000000001,290.89875667133197,291.8255000000001,290.89875667133197,316.16683663350665,0.0,316.16683663350665,37.66893743160536,239.76434682816648,4.173099853237671,22.02117093529809,1.4310059703443107e-57,4.6959078475823555,7.764313893393585,0.07905984422313872
291.29999999999995,294.826723416513,291.72549999999995,294.826723416513,330.35276930523537,0.0,330.35276930523537,38.71631775336644,251.67970164742414,3.836248359077757,22.739075633435,2.655025616950475e-55,4.952999824279317,8.347727841898823,0.08069824575390773
291.20000000000005,320.802066070093,291.62550000000005,320.802066070093,342.52805340267685,0.0,342.52805340267685,39.808003168353686,261.37930483332235,3.535732819554893,23.493400354823155,4.445977415391551e-53,5.2323659940295135,8.99685810498013,0.0823881276131149
291.0999999999999,342.8534976952568,291.5254999999999,342.8534976952568,352.4104837801612,0.0,352.4104837801612,40.94652861370521,268.5676060443666,3.267360437479453,24.28670425439986,6.71950150109571e-51,5.5366748245978465,9.721477935499678,0.0841316701125312
