#No of rows lightened (2D detector)1(if not using 2D detector, value is 1 and can be ignored!)
raw_x,raw_y,corrected x,data-bg,sum_components,bg,sum_fit,Ti-F,TiF2
688.0,8162.0,688.6528,178.44220680356466,-7799.459068580566,7983.557793196435,184.0987246158689,166.74492133476775,17.35380328110114
687.9,8165.0,688.5527999999999,181.5962859146657,-7789.537165176096,7983.403714085334,193.8665489092379,175.7520654327498,18.114483476488132
687.8,8176.0,688.4527999999999,192.75649084899123,-7778.814182736002,7983.243509151009,204.4293264150069,185.50328719373945,18.926039221267455
687.7,8241.0,688.3528,257.9493712215026,-7767.175417274514,7983.050628778497,215.87521150398322,196.08212597821625,19.79308552576697
687.6,8241.0,688.2528,258.1702455262666,-7754.524918908063,7982.829754473733,228.3048355656703,207.58406588516794,20.720769680502354
687.5,8210.0,688.1528,227.3780367742629,-7740.788494842643,7982.621963225737,241.83346838309438,220.11862220382665,21.71484617926774
687.4,8364.0,688.0527999999999,381.63866655187485,-7725.767709099653,7982.361333448125,256.5936243484719,233.8118601967693,22.7817641517026
687.3,8348.0,687.9527999999999,365.9586021280511,-7709.303178026141,7982.041397871949,272.7382198458083,248.809450114715,23.928769731093347
687.2,8286.0,687.8528,304.2454171259533,-7691.310165785673,7981.754582874047,290.4444170883732,265.28039076778646,25.164026320586732
687.1,8370.0,687.7528,388.54189668478466,-7671.539775818609,7981.458103315215,309.91832749660614,283.4215711040221,26.49675639258401
687.0,8435.0,687.6528,453.9024222242024,-7649.696780474767,7981.097577775798,331.4007973010301,303.46338800186544,27.93740929916463
686.9,8438.0,687.5527999999999,457.2923696503776,-7625.533066855777,7980.707630349622,355.17456349384554,325.6767028590045,29.497860634841057
686.8,8330.0,687.4527999999999,349.6376968024997,-7598.789148159509,7980.3623031975,381.57315503799134,350.38150499733996,31.19165004065137
686.7,8266.0,687.3528,285.9096804289984,-7569.098289677165,7980.090319571002,410.992029893837,377.9577638385784,33.03426605525861
686.6,8392.0,687.2528,412.20844131651575,-7535.888965528153,7979.791558683484,443.90259315533126,408.859104338938,35.043488816393264
686.5,8552.0,687.1528,572.6299046321792,-7498.500146281559,7979.370095367821,480.8699490862617,443.63014484213835,37.23980424412338
686.4,8465.0,687.0527999999999,486.08298268876206,-7456.341499492755,7978.917017311238,522.5755178184825,482.9286108219122,39.646906996570245
686.3,8550.0,686.9527999999999,571.5355924325031,-7408.618390652928,7978.464407567497,569.846016914569,527.5537026662942,42.292314248274785
686.2,8457.0,686.8528,478.98516465243847,-7354.324046901642,7978.0148353475615,623.6907884459192,578.4826698793388,45.208118566580396
686.1,8741.0,686.7528,763.5168956113548,-7292.1330581091415,7977.483104388645,685.350046279504,636.9181299319497,48.43191634755434
686.0,8717.0,686.6528,740.1603969738726,-7220.482331762991,7976.839603026127,756.3572712631363,704.349312167698,52.007959095438274
685.9,8742.0,686.5527999999999,765.8048774822983,-7137.575631508487,7976.195122517702,838.6194910092141,782.6309017983142,55.98858921089996
685.8,8863.0,686.4527999999999,887.5124175491173,-7040.968570275321,7975.487582450883,934.5190121755611,874.0829710240937,60.43604115146739
685.7,9001.0,686.3528,1026.3314504246118,-6927.630412221096,7974.668549575388,1047.0381373542923,981.6134228048903,65.42471454940193
685.6,9268.0,686.2528,1294.3245792857952,-6793.773276105995,7973.675420714205,1179.90214460821,1108.8580842177735,71.04406039043644
685.5,9172.0,686.1528,1199.3917696173366,-6634.887091074036,7972.608230382663,1337.7211393086275,1260.3188717423607,77.40226756626683
685.4,9202.0,686.0527999999999,1230.4316168423748,-6445.486879996679,7971.568383157625,1526.0815031609459,1441.4505048435888,84.63099831735714
685.3,9533.0,685.9527999999999,1562.6269111900892,-6218.890517431034,7970.373088809911,1751.4825713788766,1658.5910714241188,92.8914999547579
685.2,9846.0,685.8528,1877.0989479683712,-5947.980053592462,7968.901052031629,2020.9209984391662,1918.5384827275032,102.3825157116631
685.1,10369.0,685.7528,2401.930166062225,-5626.28768075983,7967.069833937775,2340.7821531779446,2227.431636207809,113.35051697013573
685.0,10822.0,685.6528,2857.18081192693,-5250.3083810066255,7964.81918807307,2714.510807066445,2588.4079660182338,126.10284104821145
684.9,11136.0,685.5527999999999,3173.7617644922348,-4823.855691009855,7962.238235507765,3138.38254449791,2997.3583047837137,141.02423971419643
684.8,11781.0,685.4527999999999,3821.755508508616,-4364.366084972983,7959.244491491384,3594.878406518401,3436.2815060638836,158.59690045451737
684.7,12137.0,685.3528,4181.180379106724,-3911.425594743068,7955.819620893276,4044.394026150208,3864.9712605389877,179.42276561122034
684.6,12390.0,685.2528,4437.868916529827,-3532.8636048387652,7952.131083470173,4419.267478631407,4215.023283190721,204.2441954406871
684.5,12662.0,685.1528,4713.785383208444,-3319.2875544386907,7948.214616791556,4628.9270623528655,4394.973547231023,233.95351512184234
684.4,12299.0,685.0527999999999,4354.6662431555005,-3358.3553207888554,7944.3337568444995,4585.978436055644,4316.406377165284,269.5720588903604
684.3,12053.0,684.9527999999999,4112.289691955343,-3689.8711775365528,7940.710308044657,4250.839130508104,3938.676229984022,312.16290052408203
684.2,11585.0,684.8528,3647.6105550202,-4268.917364891524,7937.3894449798,3668.4720800882765,3305.855097548362,362.61698253991426
684.1,10980.0,684.7528,3045.4748727922997,-4972.807003379216,7934.5251272077,2961.718123828484,2540.4956882801935,421.2224355482902
684.0,10241.0,684.6528,2308.7662297623474,-5655.682400752835,7932.233770237653,2276.5513694848178,1789.6416445366592,486.9097249481583
683.9,9762.0,684.5527999999999,1831.5380803304006,-6211.929042933929,7930.461919669599,1718.53287673567,1162.4121026380358,556.1207740976342
683.8,9384.0,684.4527999999999,1454.9445363914047,-6605.576589194161,7929.055463608595,1323.4788744144348,701.9703410956164,621.5085333188183
683.7,8978.0,684.3528,1050.0165389235435,-6859.200073901762,7927.9834610764565,1068.7833871746943,397.5121962413716,671.2711909333226
683.6,8712.0,684.2528,784.8017526635849,-7023.9543609407065,7927.198247336415,903.2438863957086,212.59098390577944,690.6529024899291
683.5,8678.0,684.1528,751.4591982605052,-7151.702417156069,7926.540801739495,774.8383845834257,107.9143922465505,666.9239923368752
683.4,8503.0,684.0527999999999,577.0277265946961,-7277.201183785266,7925.972273405304,648.7710896200375,52.150304365924086,596.6207852541135
683.3,8379.0,683.9527999999999,453.4687293795514,-7411.390339482188,7925.531270620449,514.1409311382603,24.027195349100342,490.11373578915993
683.2,8282.0,683.8528,356.8154919482704,-7546.075257563066,7925.18450805173,379.10925048866414,10.558160601462228,368.5510898872019
683.1,8225.0,683.7528,300.0966186503565,-7666.160649595722,7924.9033813496435,258.7427317539213,4.423918282345562,254.31881347157574
683.0,8262.0,683.6528,337.3694233729266,-7760.744477183011,7924.630576627073,163.8860994440624,1.7664608241378674,162.11963861992453
682.9,8093.0,683.5527999999999,168.58594787083803,-7827.44926214096,7924.414052129162,96.96478998820237,0.6716646836593946,96.29312530454297
682.8,8086.0,683.4527999999999,161.7273060133066,-7870.293897913009,7924.272693986693,53.97879607368478,0.24299778525520585,53.73579828842957
682.7,7990.0,683.3528,65.82468729216907,-7895.730965541134,7924.175312707831,28.4443471666976,0.0835806616039786,28.360766505093622
682.6,8070.0,683.2528,145.9153017958006,-7909.837119396242,7924.084698204199,14.247578807957682,0.027310645081281146,14.220268162876401
682.5,7976.0,683.1528,52.0,-7917.200298332436,7924.0,6.79970166756321,0.008471744727958721,6.791229922835251
682.4,7924.0,683.0527999999999,0.0,-7920.904833218102,7924.0,3.0951667818980275,0.0024931362177115918,3.092673645680316
682.3,8151.0,682.9527999999999,227.0,-7922.6560673972635,7924.0,1.3439326027360836,0.0006956555997658072,1.343236947136318
682.2,8189.0,682.8528,265.0,-7923.443588946304,7924.0,0.5564110536963132,0.00018394362608969468,0.5562271100702235
682.1,8006.0,682.7528,82.0,-7923.780494748104,7924.0,0.21950525189629227,4.606878898013275e-05,0.21945918310731213
682.0,8087.0,682.6528,163.0,-7923.917552168398,7924.0,0.08244783160211182,1.0923711375673812e-05,0.08243690789073614
681.9,8070.0,682.5527999999999,146.0,-7923.97053946669,7924.0,0.029460533310475136,2.4513376511462576e-06,0.02945808197282399
681.8,8052.0,682.4527999999999,128.0,-7923.989993546128,7924.0,0.010006453871974104,5.204153644264717e-07,0.010005933456609677
681.7,7992.0,682.3528,68.0,-7923.996771733024,7924.0,0.0032282669762641997,1.0448896767378585e-07,0.0032281624872965257
681.6,7992.0,682.2528,68.0,-7923.999011436105,7924.0,0.0009885638951114494,1.983519910395051e-08,0.0009885440599123455
681.5,7937.0,682.1528,13.0,-7923.99971285006,7924.0,0.0002871499402311428,3.55902927193961e-09,0.00028714638120187086
681.4,7976.0,682.0527999999999,52.0,-7923.9999209267435,7924.0,7.907325669115975e-05,6.034720685215641e-10,7.907265321909122e-05
