#No of rows lightened (2D detector)1(if not using 2D detector, value is 1 and can be ignored!)
raw_x,raw_y,corrected x,data-bg,sum_components,bg,sum_fit,bg_shirley_,C=C,pi-pi*,pi-pi*2,C-C,C-O,C=O,O-C=O,TiC
294.70000000000005,12.0,295.35370000000006,11.94406118552545,33.11400667528639,0.055938814474549396,33.16994548976094,0.055938814474549396,16.622085078562122,0.14057684150441738,4.026354498167969,10.54565269376573,4.5902041516459584e-05,0.9429647435143883,0.8285070252276817,0.007819892502568376
294.5999999999999,0.0,295.2536999999999,-0.05593875696338979,35.286404248214104,0.05593875696338979,35.3423430051775,0.05593875696338979,16.932239053428372,0.20174644650635493,5.555923038553142,10.76082474365042,4.6983250989841555e-05,0.9697739383352221,0.8579115718817835,0.007938472607815973
294.5,14.021556156668794,295.1537,13.965617399440783,38.57345663005809,0.05593875722801167,38.6293953872861,0.05593875722801167,17.25115604051178,0.28705031496256883,8.15778949034137,10.982698116057001,4.810319960923562e-05,0.9977382336328708,0.8889165600473347,0.008059771305545539
294.4000000000001,39.10322798804236,295.0537000000001,39.047289298058594,44.007397715696804,0.05593868998376983,44.06333640568057,0.05593868998376983,17.579169312939896,0.40492088992997455,12.85495281922548,11.21155608966128,4.92637645366681e-05,1.026924670665648,0.9216407971471317,0.008183872362850994
294.29999999999995,54.24674034286875,294.95369999999997,54.19080184088865,53.18243232395208,0.05593850198009539,53.23837082593217,0.05593850198009539,17.91662814049367,0.5662945196740672,21.22983157001378,11.44769718637306,5.0466938290563784e-05,1.0574052042969038,0.9562143733631048,0.008310862799196253
294.20000000000005,68.43534667576671,294.85370000000006,68.37940843470098,67.0450728294115,0.055938241065732544,67.10101107047723,0.055938241065732544,18.263898719966782,0.785189631369679,34.214018638472375,11.691436174019096,5.171483737851267e-05,1.0892571395381583,0.9927799781688612,0.008440833039179458
294.0999999999999,112.71383789024492,294.7536999999999,112.6578999784067,82.8872946820961,0.0559379118382181,82.94323259393431,0.0559379118382181,18.621365169281937,1.0793611305277178,49.08077833381875,11.943105147438496,5.3009711695144895e-05,1.1225636137946173,1.0314944004491509,0.008573877073740072
294.0,62.98394835190004,294.6537,62.9280109824747,93.24633485217998,0.05593736942533422,93.30227222160532,0.05593736942533422,18.98943059038659,1.4710214784928861,58.3441192690807,12.20305469511787,5.435395476372633e-05,1.1574141303330385,1.0725302421837961,0.008710092630338905
293.9000000000001,96.22871527237601,294.5537000000001,96.17277820593162,91.77676651550634,0.05593706644438631,91.83270358195072,0.05593706644438631,19.368518206446634,1.987610464772676,55.630094322973754,12.471655159269417,5.575011490948678e-05,1.1939051492536281,1.116077881322625,0.008849581352696007
293.79999999999995,92.51888797939296,294.45369999999997,92.46295137599138,80.49634935707036,0.055936603401572624,80.55228596047193,0.055936603401572624,19.75907257931178,2.662585462690297,42.92185519766591,12.749297998058417,5.720090746300947e-05,1.2321407431179712,1.162347726327841,0.008992448990697033
293.70000000000005,51.74066661259292,294.35370000000006,51.68473045437265,67.39857058004283,0.05593615822027319,67.4545067382631,0.05593615822027319,20.16156091380364,3.5361921807685066,28.171416572384082,13.036397259639148,5.870922810398742e-05,1.2722333253983429,1.2115728132198693,0.009138805601134413
293.5999999999999,60.913856986973656,294.2536999999999,60.85792107760188,58.261971193759486,0.05593590937177436,58.31790710313126,0.05593590937177436,20.576474455985323,4.65616308844557,17.108277159416048,13.333391178706734,6.027816746916339e-05,1.314304461085045,1.2640118061932997,0.009288765759999202
293.5,51.086040967141,294.1537,51.030105350783415,53.91572469198243,0.055935616357588654,53.97166030834002,0.055935616357588654,21.004329993208938,6.078277574654408,10.504430611293609,13.64074390742443,6.191102716351574e-05,1.3584857701445447,1.31995247544226,0.009442448787081096
293.4000000000001,52.244897650143,294.0537000000001,52.18896227948212,52.93317869275695,0.05593537066088218,52.98911406341783,0.05593537066088218,21.44567146452664,7.866705560299206,6.867555006188787,13.95894739394329,6.361133733146388e-05,1.4049199361073847,1.3797157413706007,0.009599978983709914
293.29999999999995,74.43965721046527,293.95369999999997,74.38372209108059,54.00242661597605,0.05593511938468817,54.058361735360734,0.05593511938468817,21.90107169081884,10.09404608178932,4.8115363239007936,14.288523423182786,6.538287596469528e-05,1.4537618339031442,1.4436603936206718,0.009761485884515907
293.20000000000005,90.69352609140185,293.85370000000006,90.63759133015333,56.432896434072134,0.05593476124852927,56.488831195320664,0.05593476124852927,22.371134234930704,12.840965875065796,3.563407743033913,14.630025836241503,6.72296901462433e-05,1.5051797932164843,1.5121886173694274,0.009927104524165682
293.0999999999999,72.94509729815354,293.7536999999999,72.88916297329783,59.941405640605645,0.05593432485570563,59.99733996546135,0.05593432485570563,22.856495403115247,16.195341934440293,2.750249718929722,14.984042946704653,6.91561194567284e-05,1.5593570161605428,1.585752489415623,0.01009697572010481
293.0,74.17126787299924,293.6537,74.11533389908391,64.4413050078808,0.05593397391532731,64.49723898179613,0.05593397391532731,23.35782640015759,20.250818106819548,2.189763098022978,15.351200174230824,7.116682179870728e-05,1.6164931710196628,1.6648616444359885,0.010271246372404917
