#No of rows lightened (2D detector)1(if not using 2D detector, value is 1 and can be ignored!)
raw_x,raw_y,corrected x,data-bg,sum_components,bg,sum_fit,C_1
532.9,3609.5660935603028,533.5482,3609.5660935603028,3570.361128360687,0.0,3570.361128360687,3570.361128360687
532.8,3960.651433282539,533.4481999999999,3960.651433282539,3879.8813698308327,0.0,3879.8813698308327,3879.8813698308327
532.7,4261.002274216271,533.3482,4261.002274216271,4172.811890671273,0.0,4172.811890671273,4172.811890671273
532.6,4582.606600994712,533.2482,4582.606600994712,4438.7492038637165,0.0,4438.7492038637165,4438.7492038637165
532.5,4715.396121842235,533.1482,4715.396121842235,4667.467046173677,0.0,4667.467046173677,4667.467046173677
532.4,4701.233990811414,533.0482,4701.233990811414,4849.608617611622,0.0,4849.608617611622,4849.608617611622
532.3,4950.167543899516,532.9481999999999,4950.167543899516,4977.367978482009,0.0,4977.367978482009,4977.367978482009
532.2,5026.233554748674,532.8482,5026.233554748674,5045.088839679086,0.0,5045.088839679086,5045.088839679086
532.1,5045.338353687978,532.7482,5045.338353687978,5049.713947072835,0.0,5049.713947072835,5049.713947072835
532.0,4851.371885500268,532.6482,4851.371885500268,4991.033026828749,0.0,4991.033026828749,4991.033026828749
531.9,4775.295357809122,532.5482,4775.295357809122,4871.69996440264,0.0,4871.69996440264,4871.69996440264
531.8,4663.142114648856,532.4481999999999,4663.142114648856,4697.017169935403,0.0,4697.017169935403,4697.017169935403
531.7,4420.844410436624,532.3482,4420.844410436624,4474.512684511391,0.0,4474.512684511391,4474.512684511391
531.6,4151.338113907477,532.2482,4151.338113907477,4213.359190043014,0.0,4213.359190043014,4213.359190043014
531.5,3908.6230549631155,532.1482,3908.6230549631155,3923.7001607589173,0.0,3923.7001607589173,3923.7001607589173
531.4,3727.7353512532045,532.0482,3727.7353512532045,3615.9548306156157,0.0,3615.9548306156157,3615.9548306156157
531.3,3493.678531554743,531.9481999999999,3493.678531554743,3300.1701088512923,0.0,3300.1701088512923,3300.1701088512923
531.2,3129.3778435420463,531.8482,3129.3778435420463,2985.4754281537985,0.0,2985.4754281537985,2985.4754281537985
531.1,2659.7372720207313,531.7482,2659.7372720207313,2679.678440065734,0.0,2679.678440065734,2679.678440065734
531.0,2537.8556179925254,531.6482,2537.8556179925254,2389.018844102637,0.0,2389.018844102637,2389.018844102637
530.9,2258.8105611159226,531.5482,2258.8105611159226,2118.0777983198277,0.0,2118.0777983198277,2118.0777983198277
530.8,1850.4853576305004,531.4481999999999,1850.4853576305004,1869.8240391170752,0.0,1869.8240391170752,1869.8240391170752
530.7,1611.8964959800405,531.3482,1611.8964959800405,1645.7667564270625,0.0,1645.7667564270625,1645.7667564270625
530.6,1484.1583330292806,531.2482,1484.1583330292806,1446.1800069566127,0.0,1446.1800069566127,1446.1800069566127
530.5,1194.2499528470053,531.1482,1194.2499528470053,1270.363556579721,0.0,1270.363556579721,1270.363556579721
530.4,984.1377828449595,531.0482,984.1377828449595,1116.9093381054693,0.0,1116.9093381054693,1116.9093381054693
530.3,738.8400046489487,530.9481999999999,738.8400046489487,983.9496338618056,0.0,983.9496338618056,983.9496338618056
530.2,801.4677769376767,530.8482,801.4677769376767,869.3710634077729,0.0,869.3710634077729,869.3710634077729
530.1,694.0773056114858,530.7482,694.0773056114858,770.9861429415524,0.0,770.9861429415524,770.9861429415524
530.0,632.6180173895627,530.6482,632.6180173895627,686.6606551209197,0.0,686.6606551209197,686.6606551209197
529.9,554.1016802974582,530.5482,554.1016802974582,614.3998389689194,0.0,614.3998389689194,614.3998389689194
529.8,473.5205009619958,530.4481999999999,473.5205009619958,552.3993837666383,0.0,552.3993837666383,552.3993837666383
529.7,311.8405849947476,530.3482,311.8405849947476,499.06857953886873,0.0,499.06857953886873,499.06857953886873
529.6,268.0769378554842,530.2482,268.0769378554842,453.0330960023978,0.0,453.0330960023978,453.0330960023978
529.5,442.3664882303756,530.1482,442.3664882303756,413.1241421720529,0.0,413.1241421720529,413.1241421720529
529.4,232.6415964751759,530.0482,232.6415964751759,378.35958303111397,0.0,378.35958303111397,378.35958303111397
529.3,263.8439455568132,529.9481999999999,263.8439455568132,347.9212644910293,0.0,347.9212644910293,347.9212644910293
529.2,274.0631765372673,529.8482,274.0631765372673,321.13153583084824,0.0,321.13153583084824,321.13153583084824
529.1,319.3050113899162,529.7482,319.3050113899162,297.430882579217,0.0,297.430882579217,297.430882579217
529.0,202.5176869561683,529.6482,202.5176869561683,276.3577423842139,0.0,276.3577423842139,276.3577423842139
528.9,236.69669443814382,529.5482,236.69669443814382,257.53097118525375,0.0,257.53097118525375,257.53097118525375
528.8,158.85790781441938,529.4481999999999,158.85790781441938,240.6350267260926,0.0,240.6350267260926,240.6350267260926
528.7,265.0306690672387,529.3482,265.0306690672387,225.40769807657986,0.0,225.40769807657986,225.40769807657986
528.6,264.24638275132384,529.2482,264.24638275132384,211.630089035465,0.0,211.630089035465,211.630089035465
528.5,245.4541177596102,529.1482,245.4541177596102,199.118521091023,0.0,199.118521091023,199.118521091023
528.4,234.64979029518418,529.0482,234.64979029518418,187.71802723694802,0.0,187.71802723694802,187.71802723694802
528.3,149.80648040339292,528.9481999999999,149.80648040339292,177.29713910792248,0.0,177.29713910792248,177.29713910792248
528.2,82.9013234681288,528.8482,82.9013234681288,167.74371177303485,0.0,167.74371177303485,167.74371177303485
528.1,141.99298204090155,528.7482,141.99298204090155,158.96157407126213,0.0,158.96157407126213,158.96157407126213
528.0,238.14791336228973,528.6482,238.14791336228973,150.86783269472102,0.0,150.86783269472102,150.86783269472102
527.9,191.32294974780962,528.5482,191.32294974780962,143.39069314214692,0.0,143.39069314214692,143.39069314214692
527.8,108.44512408987976,528.4481999999999,108.44512408987976,136.46768963441332,0.0,136.46768963441332,136.46768963441332
527.7,164.55638937528784,528.3482,164.55638937528784,130.04423943985108,0.0,130.04423943985108,130.04423943985108
527.6,195.70321782142673,528.2482,195.70321782142673,124.0724555315851,0.0,124.0724555315851,124.0724555315851
527.5,244.88278432511925,528.1482,244.88278432511925,118.51016593381765,0.0,118.51016593381765,118.51016593381765
527.4,326.1155020360693,528.0482,326.1155020360693,113.32009931106168,0.0,113.32009931106168,113.32009931106168
527.3,326.3814355727354,527.9481999999999,326.3814355727354,108.4692050119955,0.0,108.4692050119955,108.4692050119955
527.2,245.61455991289768,527.8482,245.61455991289768,103.92808247048943,0.0,103.92808247048943,103.92808247048943
527.1,171.78467635131074,527.7482,171.78467635131074,99.67050004703562,0.0,99.67050004703562,99.67050004703562
527.0,130.9080426702203,527.6482,130.9080426702203,95.67298741840071,0.0,95.67298741840071,95.67298741840071
526.9,317.09063030344623,527.5482,317.09063030344623,91.91448876336669,0.0,91.91448876336669,91.91448876336669
526.8,245.31984794251457,527.4481999999999,245.31984794251457,88.37606645513448,0.0,88.37606645513448,88.37606645513448
526.7,100.46077529212744,527.3482,100.46077529212744,85.040646912499,0.0,85.040646912499,85.040646912499
526.6,96.54106593158758,527.2482,96.54106593158758,81.89280180130146,0.0,81.89280180130146,81.89280180130146
526.5,178.65322491167808,527.1482,178.65322491167808,78.91855900502489,0.0,78.91855900502489,78.91855900502489
526.4,198.8070637172268,527.0482,198.8070637172268,76.10523876709884,0.0,76.10523876709884,76.10523876709884
526.3,299.0099554595354,526.9481999999999,299.0099554595354,73.4413112004177,0.0,73.4413112004177,73.4413112004177
526.2,243.23095273037052,526.8482,243.23095273037052,70.91627200168834,0.0,70.91627200168834,70.91627200168834
526.1,137.38607810689246,526.7482,137.38607810689246,68.52053373093317,0.0,68.52053373093317,68.52053373093317
526.0,169.51115803094217,526.6482,169.51115803094217,66.24533044399502,0.0,66.24533044399502,66.24533044399502
525.9,220.67018146472856,526.5482,220.67018146472856,64.08263381693274,0.0,64.08263381693274,64.08263381693274
525.8,181.8342273242306,526.4481999999999,181.8342273242306,62.02507919098189,0.0,62.02507919098189,62.02507919098189
525.7,110.95355675924566,526.3482,110.95355675924566,60.065900206659,0.0,60.065900206659,60.065900206659
525.6,3.0,526.2482,3.0,58.198870895145326,0.0,58.198870895145326,58.198870895145326
525.5,0.0,526.1482,0.0,56.41825426169989,0.0,56.41825426169989,56.41825426169989
525.4,185.0,526.0482,185.0,54.71875653531072,0.0,54.71875653531072,54.71875653531072
525.3,169.0,525.9481999999999,169.0,53.0954863761624,0.0,53.0954863761624,53.0954863761624
525.2,150.0,525.8482,150.0,51.5439184313736,0.0,51.5439184313736,51.5439184313736
525.1,111.0,525.7482,111.0,50.05986071314576,0.0,50.05986071314576,50.05986071314576
525.0,116.0,525.6482,116.0,48.63942534451616,0.0,48.63942534451616,48.63942534451616
