#No of rows lightened (2D detector)1(if not using 2D detector, value is 1 and can be ignored!)
raw_x,raw_y,corrected x,data-bg,sum_components,bg,sum_fit,bg_poly_,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
470.0,425.0,470.6528,226.97325233867468,151.94043302378395,198.02674766132532,349.96718068510927,198.02674766132532,18.491170027821436,37.60679329758006,44.874107848618834,3.523738861623696,0.0027845693038873742,4.596065708957309e-18,33.12234408434309,14.319494334492939
469.9,707.0,470.5528,509.89530862915467,153.60956589313275,197.10469137084533,350.7142572639781,197.10469137084533,18.725893836317905,38.108722100185545,45.49781089919563,3.600119921244029,0.0028537764270406656,1.432926520391629e-17,33.3451503434487,14.329015016313933
469.79999999999995,541.0,470.45279999999997,344.8167887171792,155.30693414349759,196.18321128282082,351.4901454263184,196.18321128282082,18.96511292685105,38.62076032436563,46.13459610132704,3.6790355434383653,0.0029256766900531005,4.4068280257846424e-17,33.56610078351865,14.338402787306794
469.70000000000005,590.0,470.35280000000006,394.7376928224917,157.03329637877408,195.26230717750832,352.2956035562824,195.26230717750832,19.208942757346733,39.14318110630919,46.78483154569665,3.760599615943277,0.003000421545835165,1.336880952351019e-16,33.78508362047233,14.347657311460072
469.6,512.0,470.25280000000004,317.6580211647964,158.78944250562353,194.34197883520358,353.1314213408271,194.34197883520358,19.457502514292553,39.67626686299578,47.44889834812331,3.8449325177906006,0.003078177210557703,4.000587471707037e-16,34.00198582804556,14.356778257165137
469.5,553.0,470.1528,359.577773963753,160.57619533756144,193.42222603624703,353.99842137380847,193.42222603624703,19.710915258078806,40.220309672930426,48.127191206020285,3.9321615698052925,0.00315912861621799,1.1809163853929292e-15,34.21669320487326,14.365765297237084
469.4,541.0,470.0528,348.4969514389812,162.3944122942297,192.50304856101877,354.8974608552485,192.50304856101877,19.96930807499121,40.77561167521963,48.82011898276736,4.022421522118875,0.0032434854289582933,3.438577346779289e-15,34.42909044476819,14.374618108935493
469.29999999999995,412.0,469.95279999999997,220.4155538100581,164.24498720354006,191.5844461899419,355.82943339348196,191.5844461899419,20.232812236200918,41.34248548799454,49.52810532159338,4.11585508222487,0.003331491358316001,9.876490068591223e-15,34.63906121018321,14.383336373984848
469.20000000000005,563.0,469.85280000000006,372.33358129651924,166.12885221569366,190.66641870348076,356.7952709191744,190.66641870348076,20.501563364123754,41.92125464726352,50.25158929068716,4.212613487488455,0.0034234386920027047,2.798275981630158e-14,34.84648820884409,14.391919778594705
469.1,552.0,469.75280000000004,362.2510341178613,168.04697983980952,189.7489658821387,357.7959457219482,189.7489658821387,20.775701606542892,42.51225406734418,50.99102606136805,4.312857126453841,0.0035196910883633107,7.82064211622709e-14,35.051253273532545,14.400368013479664
469.0,637.0,469.6528,448.16791249353685,170.00038511622915,188.83208750646315,358.8324726226923,188.83208750646315,21.055371818906753,43.1158305240854,51.746887621251105,4.416756213775459,0.0036207193420808837,2.1560463033601281e-13,35.253237444989196,14.40868077387892
468.9,470.0,469.5528,282.0842166429567,171.99012794097086,187.91578335704332,359.9059112980142,187.91578335704332,21.34072375524997,43.73234316218964,52.519663524500956,4.524491524148823,0.0037271573980422025,5.863236043189877e-13,35.45232105790723,14.416857759575695
468.79999999999995,501.0,469.45279999999997,313.9999467854914,174.01731556345362,187.00005321450863,361.01736877796225,187.00005321450863,21.631912268201532,44.36216402800877,53.30986168137995,4.636255191228621,0.0038398897445818935,1.5728238390982005e-12,35.64838382997223,14.424898674916314
468.70000000000005,645.0,469.35280000000006,458.9151031404688,176.08310528535645,186.08489685953123,362.1680021448877,186.08489685953123,21.92909751857899,45.00567862928632,54.118009189461056,4.752251578219047,0.003960187075098755,4.161845401231058e-12,35.84130495390273,14.432803228829021
468.6,515.0,469.25280000000004,329.82968592717793,178.18870739808108,185.17031407282207,363.35902147090314,185.17031407282207,22.232445195099025,45.66328652341897,54.9446532090397,4.872698227607918,0.004089915624526485,1.0863122066179376e-11,36.030963192437454,14.440571134842584
468.5,438.0,469.1528,253.74369536486302,180.3353884099002,184.25630463513698,364.5916930450372,184.25630463513698,22.542126744760335,46.33540193589579,55.790361885433036,4.997826898404451,0.004231858068817537,2.7969575641901728e-11,36.2172369762053,14.448202111104472
468.4,546.0,469.0528,362.6571316727284,182.52447463342077,183.34286832727162,365.8673429606924,183.34286832727162,22.858319614502477,47.02245441071241,56.65572532107462,5.1278847002562244,0.004390201991719412,7.103611154483703e-11,36.40000450441334,14.45569588039889
468.29999999999995,653.0,468.95279999999997,470.56999506993657,184.75735623144448,182.43000493006343,367.1873611615079,182.43000493006343,23.1812075047697,47.72488949464887,57.54135660048237,5.263135334965544,0.004571277961146343,1.7796478829263962e-10,36.579143848274356,14.463052170164516
468.20000000000005,498.0,468.85280000000006,316.48228577560747,187.03549185810215,181.51771422439253,368.5532060824947,181.51771422439253,23.510980635656196,48.44316945744371,58.44789287141248,5.40386045723679,0.004784666309726211,4.397947228485486e-10,36.75453305709157,14.47027071251186
468.1,207.0,468.75280000000004,26.394004008823003,189.36041408624249,180.605995991177,369.9664100774195,180.605995991177,23.84783602635283,49.17777405003401,59.37599648574786,5.55036116797927,0.005044843904345862,1.0720778264383687e-09,36.92605026691169,14.477351244240483
468.0,356.0,468.6528,176.30514998861997,191.7337358869285,179.69485001138003,371.42858589830854,179.69485001138003,24.19197778865398,49.92920130316278,60.32635620390156,5.702959655193024,0.005373614938113574,2.577877133997936e-09,37.093573811645456,14.484293506855755
467.9,384.0,468.5528,205.21572393399435,194.15715852979412,178.78427606600565,372.94143459579976,178.78427606600565,24.543617435346157,50.69796836884308,61.29968846682493,5.862000999423932,0.005803670101273618,6.114441986847113e-09,37.256982336554785,14.491097246585507
467.79999999999995,365.0,468.45279999999997,187.12572606390165,196.63248141264205,177.87427393609835,374.5067553487404,177.87427393609835,24.902974204340566,51.48461240731033,62.29673873996971,6.027855163009853,0.006383755318122879,1.4305700728265871e-08,37.416154913991456,14.497762214396266
467.70000000000005,261.0,468.35280000000006,84.03515659725429,199.1616145166209,176.96484340274571,376.1264579193666,176.96484340274571,25.270275399475853,52.28969152229556,63.31828293389211,6.200919184918562,0.007186115745476348,3.301550625797546e-08,37.570971161268574,14.504288166009228
467.6,383.0,468.25280000000004,206.9440157529259,201.74659443333383,176.0559842470741,377.8025786804079,176.0559842470741,25.645756748979817,53.11378574765129,64.36512890653391,6.381619605945724,0.00831712660859226,7.515916789335116e-08,37.72131136053936,14.510674861916007
467.5,456.0,468.1528,280.85230374974594,204.3896052390529,175.14769625025406,379.53730148930697,175.14769625025406,26.029662782636162,53.95749808855836,65.43811805256571,6.570415152462167,0.009932346118398822,1.68771694544123e-07,37.867056580546475,14.516922067393951
467.4,280.0,468.0528,105.76002080650346,207.09300591888115,174.23997919349654,381.3329851123777,174.23997919349654,26.422247228787963,54.82145562080399,66.53812698562203,6.767799710869042,0.0122576463463596,3.738257074953174e-07,38.00808880010473,14.523029552521335
467.29999999999995,179.0,467.95279999999997,5.667167141946038,209.8593665927379,173.33283285805396,383.19219945079186,173.33283285805396,26.82377343237163,55.706310651840255,67.66606931965727,6.974305629506978,0.015618617253935515,8.167490746569427e-07,38.14429103316661,14.528997092192098
467.20000000000005,239.0,467.85280000000006,66.57374297477782,212.69151649153105,172.42625702522218,385.11777351675323,172.42625702522218,27.23451479526537,56.61274194761813,68.82289755614963,7.190507390108995,0.02048112076630486,1.7601749957966628e-06,38.2755474553172,14.534824466130361
467.1,351.0,467.75280000000004,179.47974852366542,215.59260750384146,171.52025147633458,387.11285898017604,171.52025147633458,27.654755240325194,57.54145602948499,70.00960508439718,7.417025697108293,0.027506720389587073,3.7416938423988877e-06,38.40174353153766,14.540511458904723
