#No of rows lightened (2D detector)1(if not using 2D detector, value is 1 and can be ignored!)
raw_x,raw_y,corrected x,data-bg,sum_components,bg,sum_fit,bg_shirley_,C_1,C_2,C_3
532.1,2419.875826005531,532.7539,2263.734848048794,2356.2704563077727,156.14097795673686,2512.41143426451,156.14097795673686,2338.2336829101605,18.03646776245865,0.00030563515345274585
532.0,2228.5942138657083,532.6539,2072.4532463156593,2406.1476266374357,156.140967550049,2562.2885941874847,156.140967550049,2386.8066498029057,19.340029970583174,0.0009468639468782037
531.9,2517.390605406412,532.5539,2361.249647383704,2441.1874284517135,156.1409580227078,2597.328386474421,156.1409580227078,2420.3936366751154,20.790983031747125,0.002808744851030105
531.8,2664.5357137436276,532.4539,2508.394766575896,2460.7601872537307,156.1409471677317,2616.9011344214623,156.1409471677317,2438.3396587014013,22.41255085729051,0.00797769503858151
531.7,2470.6434282427417,532.3539000000001,2314.5024926064316,2464.5466849536283,156.14093563631025,2620.6876205899384,156.14093563631025,2440.292239387519,24.232749399634816,0.02169616647430191
531.6,2676.7609218875095,532.2539,2520.6199968912724,2452.5550541086154,156.14092499623706,2608.6959791048525,156.14092499623706,2426.2129236298433,26.28563300736641,0.05649747140578193
531.5,2616.9954849564892,532.1539,2460.8545715478745,2425.1323454281196,156.14091340861472,2581.2732588367344,156.14091340861472,2396.3785372100265,28.612939212112305,0.14086900598054514
531.4,2496.0855227935353,532.0539,2339.9446206977937,2382.9747328881167,156.14090209574192,2539.115634983859,156.14090209574192,2351.3721350991277,31.266285821511705,0.33631196747706876
531.3,2631.186912587629,531.9539,2475.046021248921,2327.1429905301716,156.1408913387081,2483.2838818688797,156.1408913387081,2292.0640520300435,34.31014513620065,0.7687933639273543
531.2,2602.3733237468987,531.8539000000001,2446.232443786303,2259.092586777897,156.14087996059547,2415.2334667384926,156.14087996059547,2219.5839156531442,37.825929790481986,1.6827413342707267
531.1,2435.403124224451,531.7539,2279.262255509508,2180.729253157511,156.14086871494266,2336.8701218724536,156.14086871494266,2135.284879336795,41.91769806644482,3.5266757542711797
531.0,2189.1023424272353,531.6539,2032.9614841903615,2094.499003816675,156.14085823687378,2250.639862053549,156.14085823687378,2040.7016559947974,46.720267348090154,7.077080473788082
530.9,2287.683397183757,531.5539,2131.542548292675,2003.5134157169214,156.14084889108187,2159.6542646080034,156.14084889108187,1937.5041689781551,52.41099212878176,13.598254609984341
530.8,2032.138894289039,531.4539,1875.998055196939,1911.694039977134,156.14083909209992,2067.834879069234,156.14083909209992,1827.448770034725,59.22726721040043,25.018002732008632
530.7,1881.269294049509,531.3539000000001,1725.1284635816194,1823.8942316014416,156.14083046788957,1980.0350620693312,156.14083046788957,1712.3290033728179,67.49325096983071,44.071977258792806
530.6,1863.2646084832268,531.2539,1707.1237859459802,1745.92813545228,156.14082253724658,1902.0689579895266,156.14082253724658,1593.9278215970337,77.66197238731847,74.33834146792792
530.5,1860.2431037204788,531.1539,1704.1022890311053,1684.4186582188863,156.14081468937346,1840.5594729082597,156.14081468937346,1473.9729927443077,90.38420214385548,120.06146333072311
530.4,1819.1863400237307,531.0539,1663.0455331683402,1646.3904719384454,156.1408068553906,1802.531278793836,156.1408068553906,1354.0971923160998,106.62623279308744,185.66704682925823
530.3,1721.0182080364448,530.9539,1564.8774088262937,1638.6060971963109,156.14079921015104,1794.746896406462,156.14079921015104,1235.803968751486,127.8820496864124,274.92007875841256
530.2,1722.7729533908732,530.8539000000001,1566.63216137467,1666.7963877061072,156.14079201620328,1822.9371797223105,156.14079201620328,1120.4404264776683,156.57688483358623,389.77907639485267
530.1,1885.6593979488407,530.7539,1729.518613134652,1735.1835276248069,156.14078481418872,1891.3243124389955,156.14078481418872,1009.1771097752647,196.86590087977007,529.140516969772
530.0,2113.858678429142,530.6539,1957.717901565778,1847.0025865285475,156.14077686336384,2003.1433633919112,156.14077686336384,902.9952148356406,256.2045629822213,687.8028087106852
529.9,2177.291240030332,530.5539,2021.1504721668553,2006.8810115342144,156.14076786347692,2163.0217793976913,156.14076786347692,802.6809261220037,348.1536854218753,856.0463999903353
529.8,2364.9246334302134,530.4539,2208.7838748582312,2225.217643123053,156.1407585719822,2381.3584016950354,156.1407585719822,708.8263828254235,496.224666577498,1020.1665937201316
529.7,2666.949712719208,530.3539000000001,2510.808964301296,2521.832123584728,156.14074841791216,2677.97287200264,156.14074841791216,621.8365440920487,735.9088898526176,1164.0866896400616
529.6,3129.5864576143085,530.2539,2973.445720738915,2921.048371011756,156.14073687539326,3077.189107887149,156.14073687539326,541.9410455725407,1107.2453560564843,1271.8619693827309
529.5,3478.8726730779,530.1539,3322.7319498718275,3428.456891259918,156.14072320607255,3584.5976144659903,156.14072320607255,469.21002790829,1628.6849984988426,1330.5618648527852
529.4,4117.949496439089,530.0539,3961.8087885080513,3992.018910480452,156.14070793103733,4148.15961841149,156.14070793103733,403.57286891703393,2255.6288217233664,1332.8172198400525
529.3,4758.049554487472,529.9539,4601.90886476939,4477.907690583572,156.14068971808214,4634.048380301654,156.14068971808214,344.8387606515475,2854.72842254162,1278.3405073904041
529.2,4830.719769234056,529.8539000000001,4674.579100671553,4704.642454215111,156.14066856250307,4860.783122777614,156.14066856250307,292.71813236620574,3237.9382645014807,1173.986057347425
529.1,4649.302995814631,529.7539,4493.162348741781,4539.262742431235,156.14064707284948,4695.403389504085,156.14064707284948,246.84402087148408,3260.0858414520712,1032.3328801076802
529.0,4273.440445471944,529.6539,4117.299819054751,3988.241909348813,156.14062641719258,4144.382535766005,156.14062641719258,206.792619766846,2912.254701873396,869.1945877085711
528.9,3192.412504394095,529.5539,3036.2718969046696,3200.721316348311,156.14060748942512,3356.8619238377364,156.14060748942512,172.10238734233036,2327.8824939290816,700.7364350768995
528.8,2508.973136811559,529.4539,2352.832543280274,2379.0194421859196,156.14059353128485,2535.1600357172047,156.14059353128485,142.29124879349007,1695.8084691311426,540.9197242612875
528.7,1846.4571173136628,529.3539000000001,1690.3165345986579,1675.3446000503654,156.14058271500497,1831.4851827653704,156.14058271500497,116.87158221526455,1158.6651198375332,399.8078979975676
528.6,1458.1004874496412,529.2539,1301.959912505243,1148.8487625126897,156.14057494439808,1304.989337457088,156.14057494439808,95.36282166771856,770.5355143722347,282.95042647273664
528.5,1046.103641638776,529.1539,889.9630726796585,786.9547568476436,156.14056895911756,943.0953258067611,156.14056895911756,77.30163835680932,517.9144226168187,191.7386958740155
528.4,647.4583498106531,529.0539,491.3177849428125,548.1487789776919,156.14056486784057,704.2893438455325,156.14056486784057,62.2497685344057,361.4906352745427,124.40837516874353
528.3,579.4397658507733,528.9539,423.299203241585,391.70039907243074,156.14056260918824,547.840961681619,156.14056260918824,49.79964189306035,264.6095839803237,77.29117319904678
528.2,479.28665858112436,528.8539000000001,323.14609791789815,287.9767085555537,156.14056066322624,444.11726921877994,156.14056066322624,39.5780265207573,202.4206251233398,45.97805691145663
528.1,197.82829400054652,528.7539,41.68773482286528,217.87597061217926,156.14055917768124,374.0165297898605,156.14055917768124,31.247946841502763,160.43945526371218,26.188568506964305
528.0,245.18266577463146,528.6539,89.04210678859423,169.48044257805864,156.14055898603723,325.6210015640959,156.14055898603723,24.50915145825068,130.68849163254075,14.282799487267207
527.9,256.5840372368948,528.5539,100.44347866019584,135.2940173995958,156.14055857669896,291.43457597629475,156.14055857669896,19.097411259244854,108.73803990115107,7.458566239199851
527.8,293.0236775135745,528.4539,136.8831193986274,110.53031560039727,156.1405581149471,266.6708737153444,156.1405581149471,14.782917806671561,92.01800785052507,3.729389943200656
527.7,220.4344011000303,528.3539000000001,64.29384361435285,92.10811175596496,156.14055748567745,248.2486692416424,156.14055748567745,11.368031291104824,78.95457710297072,1.7855033618894125
527.6,171.74811436310847,528.2539,15.60755717299827,78.03809208689268,156.1405571901102,234.17864927700288,156.1405571901102,8.684599494557407,68.53498260735374,0.8185099849815112
527.5,206.05032156370362,528.1539,49.90976444534343,67.0303015153604,156.1405571183602,223.1708586337206,156.1405571183602,6.591037251317215,60.07998866368451,0.3592756003586898
527.4,258.42186052351826,528.0539,102.28130363459982,58.238686998266445,156.14055688891844,214.37924388718488,156.14055688891844,4.9693224011297,53.118366352579066,0.15099824455767077
527.3,370.9252856867115,527.9539,214.78472926799364,51.096695721936186,156.14055641871786,207.23725214065405,156.14055641871786,3.7220312765810677,47.313899025134596,0.06076542022053232
527.2,204.3854862628159,527.8539000000001,48.244930831491615,45.21388119013531,156.1405554313243,201.3544366214596,156.1405554313243,2.7695059279036607,42.420960942454386,0.023414319777288094
527.1,79.61266106535004,527.7539,-76.52789414418598,40.31229110722413,156.14055520953602,196.45284631676014,156.14055520953602,2.0472176466047998,38.25643478796227,0.008638672657081905
527.0,161.80577565502608,527.6539,5.665220093681313,36.187798286976545,156.14055556134477,192.3283538483213,156.14055556134477,1.503367544876862,34.681378964207035,0.0030517778926710034
526.9,81.0,527.5539,-75.14055553530102,32.68650407025402,156.14055553530102,188.82705960555504,156.14055553530102,1.0967452465694536,31.58872653953212,0.0010322841524325005
526.8,0.0,527.4539,-156.140555880732,29.69001800990901,156.140555880732,185.830573890641,156.140555880732,0.794851115005537,28.8948325566802,0.00033433822325585076
526.7,64.0,527.3539000000001,-92.1405565985306,27.105922526119798,156.1405565985306,183.2464791246504,156.1405565985306,0.5722756289321165,26.533543212832083,0.00010368435559399567
526.6,190.0,527.2539,33.8594429778872,24.86130872872667,156.1405570221128,181.00186575083947,156.1405570221128,0.40932111776208097,24.45195682300781,3.07879567682882e-05
526.5,268.0,527.1539,111.85944313354352,22.898197844226985,156.14055686645648,179.03875471068346,156.14055686645648,0.29084559329908366,22.607343497282777,8.75364511755436e-06
526.4,205.0,527.0539,48.85944364777606,21.170181000535706,156.14055635222394,177.31073735275965,156.14055635222394,0.20530534740936604,20.964873270052845,2.383073494148205e-06
526.3,172.0,526.9539,15.859443872389335,19.63989021372163,156.14055612761067,175.7804463413323,156.14055612761067,0.1439718120957086,19.495917780433185,6.2119273680318e-07
526.2,29.0,526.8539000000001,-127.1405560547027,18.277063624229385,156.1405560547027,174.41761967893208,156.1405560547027,0.10029842589651548,18.176765043288604,1.5504427504016955e-07
526.1,238.0,526.7539,81.8594433608155,17.057050396286797,156.1405566391845,173.1976070354713,156.1405566391845,0.06941450003624257,16.987635859197397,3.705318397450895e-08
526.0,98.0,526.6539,-58.140556262865914,15.959648253252965,156.1405562628659,172.10020451611888,156.1405562628659,0.047724976069694613,15.911923268704435,8.47882679174115e-09
525.9,148.0,526.5539,-8.140556530145659,14.968196082169413,156.14055653014566,171.10875261231507,156.14055653014566,0.03259722837798145,14.935598851933666,1.8577463927197256e-09
525.8,181.0,526.4539,24.859443432431164,14.068863642390227,156.14055656756884,170.20942020995906,156.14055656756884,0.02211846925464679,14.046745172745837,3.8974228093799636e-10
525.7,20.0,526.3539000000001,-136.1405564532867,13.250094241444145,156.1405564532867,169.39065069473085,156.1405564532867,0.014909699708928607,13.235184541656892,7.829049715389529e-11
525.6,169.0,526.2539,12.859442920857305,12.502166405832838,156.1405570791427,168.64272348497553,156.1405570791427,0.00998440437878499,12.492182001438989,1.5058475679083933e-11
525.5,251.0,526.1539,94.85944297997386,11.816848243743664,156.14055702002614,167.9574052637698,156.14055702002614,0.006642244595636504,11.810205999145248,2.7732779931405274e-12
525.4,336.0,526.0539,179.85944341605517,11.187124074681861,156.14055658394483,167.3276806586267,156.14055658394483,0.0043898229302944515,11.182734251751071,4.890420817821291e-13
525.3,355.0,525.9539,198.85944424289264,10.606977447055868,156.14055575710736,166.74753320416323,156.14055575710736,0.002882163260553082,10.604095283795221,8.257327127168578e-14
525.2,319.0,525.8539000000001,162.85944515707558,10.071218197385491,156.14055484292442,166.2117730403099,156.14055484292442,0.001879877671527331,10.069338319713955,1.3349751496999598e-14
525.1,129.0,525.7539,-27.140554094238183,9.57534395564386,156.14055409423818,165.71589804988204,156.14055409423818,0.0012180918508792342,9.57412586379296,2.0665566039445605e-15
525.0,193.0,525.6539,36.85944578099313,9.115428643827073,156.14055421900687,165.25598286283395,156.14055421900687,0.0007840972352154223,9.11464454659186,3.0631048413349e-16
