#No of rows lightened (2D detector)1(if not using 2D detector, value is 1 and can be ignored!),,,,,,,,
raw_x,raw_y,corrected x,data-bg,sum_components,bg,sum_fit,bg_shirley_,Ti-Cl,Ti-Cl (2p ½)
204.9,67.073795904114,205.3255,27.9100905677993,5.4949975787158,39.1637053363148,44.6587029150306,39.1637053363148,1.93852801721532,3.55646956150048
204.8,56.0872512582753,205.2255,16.9235459789953,5.71640174151468,39.16370527928,44.8801070207946,39.16370527928,2.00206659919647,3.71433514231822
204.7,73.1013651248511,205.1255,33.9376598801548,5.95179740537858,39.1637052446964,45.1155026500749,39.1637052446964,2.06879162592954,3.88300577944903
204.6,25.1120949531449,205.0255,-14.0516102221991,6.20241661158066,39.1637051753441,45.3661217869248,39.1637051753441,2.13892053546002,4.06349607612064
204.5,39.1191122176145,204.9255,-0.0445929864442221,6.46963299955942,39.1637052040588,45.6333382036182,39.1637052040588,2.21268970307918,4.25694329648024
204.4,89.1331237845583,204.8255,49.9694185804084,6.75498217726103,39.1637052041499,45.9186873814109,39.1637052041499,2.29035646320043,4.46462571406061
204.3,58.1492143916724,204.7255,18.985509289636,7.06018565448942,39.1637051020364,46.2238907565258,39.1637051020364,2.3722013886645,4.68798426582491
204.2,56.1617028684375,204.6255,16.9979978051984,7.38717908103997,39.1637050632391,46.5508841442791,39.1637050632391,2.4585308657872,4.92864821525277
204.1,55.173866288186,204.5255,16.0101612596826,7.73814571226888,39.1637050285034,46.9018507407723,39.1637050285034,2.54968001002918,5.18846570223971
204,59.1863601519822,204.4255,20.0226551561959,8.11555625661467,39.1637049957863,47.279261252401,39.1637049957863,2.64601597500508,5.4695402816096
203.9,48.1980919118745,204.3255,9.0343869570049,8.52221655902883,39.1637049548696,47.6859215138984,39.1637049548696,2.74794171696667,5.77427484206216
203.8,38.2075317330991,204.2255,-0.956173203308481,8.96132496368439,39.1637049364076,48.125029900092,39.1637049364076,2.85590028820211,6.10542467548228
203.7,24.2143513287639,204.1255,-14.9493536095977,9.43654170998605,39.1637049383615,48.6002466483476,39.1637049383615,2.97037974646933,6.46616196351672
203.6,85.2263077294333,204.0255,46.0626027605225,9.95207339110191,39.1637049689108,49.1157783600127,39.1637049689108,3.09191878415393,6.86015460694798
203.5,70.2432927956063,203.9255,31.0795879208253,10.5127764050872,39.163704874781,49.6764812798682,39.163704874781,3.22111320100323,7.29166320408395
203.4,94.2612649315695,203.8255,55.0975601203003,11.1242845424359,39.1637048112692,50.2879893537051,39.1637048112692,3.35862336895526,7.76566117348061
203.3,68.2790224708441,203.7255,29.1153177721678,11.793167506049,39.1637046986763,50.9568722047254,39.1637046986763,3.50518286783178,8.28798463821726
203.2,74.2945986502447,203.6255,35.1308940110661,12.5271294340552,39.1637046391786,51.6908340732338,39.1637046391786,3.66160850799648,8.86552092605868
203.1,46.3077744690597,203.5255,7.14406990167176,13.3352596647936,39.163704567388,52.4989642321815,39.163704567388,3.8288120023302,9.50644766246338
203,33.3164734244461,203.4255,-5.84723112834273,14.2283524561144,39.1637045527889,53.3920570089033,39.1637045527889,4.00781360746233,10.2205388486521
202.9,44.3249557567316,203.3255,5.16125119199382,15.219318774132,39.1637045647378,54.3830233388698,39.1637045647378,4.19975812633296,11.019560647799
202.8,30.3331121565628,203.2255,-8.83059239762778,16.3237225717195,39.1637045541906,55.4874271259101,39.1637045541906,4.40593375493789,11.9177888167816
202.7,57.3426907449741,203.1255,18.1789861727381,17.5604877195208,39.1637045722361,56.7241922917568,39.1637045722361,4.62779437111162,12.9326933484092
202.6,61.3556585490386,203.0255,22.1919540139517,18.952842389024,39.1637045350869,58.1165469241109,39.1637045350869,4.8669860097484,14.0858563792756
202.5,52.3680828768,202.9255,13.2043783870628,20.5295991878193,39.1637044897372,59.6933036775565,39.1637044897372,5.12537845682913,15.4042207309901
202.4,64.3808377056251,202.8255,25.2171332428713,22.3269181172755,39.1637044627538,61.4906225800293,39.1637044627538,5.40510313749272,16.9218149797828
202.3,92.3979658023338,202.7255,53.2342613911117,24.390775589332,39.1637044112221,63.5544800005541,39.1637044112221,5.70859878941909,18.6821767999129
202.2,60.4146605938797,202.6255,21.2509562914428,26.7804814524089,39.1637043024369,65.9441857548458,39.1637043024369,6.03866682743262,20.7418146249763
202.1,59.4277533871071,202.5255,20.264049128097,29.5737671945342,39.1637042590101,68.7374714535443,39.1637042590101,6.39853885381933,23.1752283407149
202,95.444673211991,202.4255,56.2809689943909,32.8742308742272,39.1637042176001,72.0379350918274,39.1637042176001,6.7919595012991,26.0822713729281
201.9,68.4625800924101,202.3255,29.2988759898212,36.822263435421,39.1637041025889,75.9859675380099,39.1637041025889,7.22328878332048,29.5989746521005
201.8,103.481364982043,202.2255,64.3176609393274,41.610914633504,39.1637040427161,80.7746186762202,39.1637040427161,7.69762947237755,33.9132851611265
201.7,98.5034318371128,202.1255,59.339727925831,47.5082161918685,39.1637039112818,86.6719201031502,39.1637039112818,8.22098688293611,39.2872293089324
201.6,98.524957204241,202.0255,59.3612534142211,54.8866420018411,39.1637037900199,94.050345791861,39.1637037900199,8.80047102685594,46.0861709749852
201.5,128.549765135665,201.9255,89.3860614669512,64.2575003978442,39.1637036687141,103.421204066558,39.1637036687141,9.44455477800448,54.8129456198397
201.4,109.575780370398,201.8255,70.4120768843462,76.3014548065843,39.163703486052,115.465158292636,39.163703486052,10.1634069580167,66.1380478485677
201.3,146.603768006377,201.7255,107.440064664214,91.874450792014,39.1637033421637,131.038154134178,39.1637033421637,10.9693269717844,80.9051238202297
201.2,124.633400688572,201.6255,85.4696975659638,111.95127966966,39.1637031226079,151.114982792268,39.1637031226079,11.877319131006,100.073960538654
201.1,153.663804680334,201.5255,114.500101732385,137.452235092465,39.163702947949,176.615938040414,39.163702947949,12.9058623548886,124.546372737577
201,206.703174801425,201.4255,167.539472087459,168.897003570268,39.163702713966,208.060706284234,39.163702713966,14.0779583819094,154.819045188358
200.9,252.753370465434,201.3255,213.589668093838,205.870772613865,39.163702371596,245.034474985461,39.163702371596,15.4225857755251,190.44818683834
200.8,277.811334701549,201.2255,238.647632766428,246.397817950415,39.1637019351216,285.561519885536,39.1637019351216,16.9767602218976,229.421057728517
200.7,285.872917250777,201.1255,246.709215803336,286.49092129953,39.1637014474408,325.65462274697,39.1637014474408,18.7885266919666,267.702394607563
200.6,366.94423757671,201.0255,327.780536633423,320.292281799716,39.1637009432861,359.455982743002,39.1637009432861,20.9214277461042,299.370854053612
200.5,411.029231239866,200.9255,371.865530966405,341.167978351368,39.1637002734606,380.331678624828,39.1637002734606,23.4613781462074,317.70660020516
200.4,399.117739860696,200.8255,359.95404034715,343.718373096567,39.1636995135467,382.882072610114,39.1636995135467,26.5275468148067,317.19082628176
200.3,378.202662176255,200.7255,339.038963398281,326.021007604878,39.1636987779741,365.184706382852,39.1636987779741,30.2899568695213,295.731050735357
200.2,320.278971350103,200.6255,281.115273264962,290.968928092736,39.1636980851418,330.132626177878,39.1636980851418,34.998169054895,255.970759037841
200.1,274.343933949662,200.5255,235.180236438984,245.806253721796,39.1636975106777,284.969951232473,39.1636975106777,41.0274070331926,204.778846688603
200,193.395034469059,200.4255,154.231337438976,199.929896570429,39.1636970300826,239.093593600512,39.1636970300826,48.9497181981923,150.980178372237
199.9,212.439371910147,200.3255,173.275675195239,162.080525764444,39.163696714908,201.244222479352,39.163696714908,59.6353413412711,102.445184423173
199.8,180.482298633823,200.2255,141.318602273007,138.360104159213,39.163696360816,177.523800520029,39.163696360816,74.3778217521562,63.9822824070572
199.7,177.521410567455,200.1255,138.357714495426,131.850548854446,39.1636960720289,171.014244926475,39.1636960720289,95.0078502933274,36.8426985611187
199.6,225.565447838713,200.0255,186.401752049421,143.531927577208,39.1636957892924,182.6956233665,39.1636957892924,123.909593004621,19.6223345725871
199.5,214.613537427772,199.9255,175.449842019395,173.497189521716,39.163695408377,212.660884930093,39.163695408377,163.786490072532,9.71069944918427
199.4,267.666226530241,199.8255,228.502531480399,221.469497257244,39.1636950498421,260.633192307086,39.1636950498421,216.978570328384,4.49092692885946
199.3,348.73356825671,199.7255,309.569873673817,286.145299460526,39.163694582893,325.308994043419,39.163694582893,284.191984724096,1.95331473643051
199.2,405.816002857192,199.6255,366.652308906911,363.572387514164,39.1636939502814,402.736081464445,39.1636939502814,362.768306294582,0.804081219582063
199.1,454.910037245327,199.5255,415.746344044306,445.437915365045,39.1636932010208,484.601608566065,39.1636932010208,445.122930108283,0.314985256761704
199,536.018296244333,199.4255,496.854603892897,518.617733037114,39.1636923514356,557.781425388549,39.1636923514356,518.499848654893,0.117884382220526
198.9,631.145809015372,199.3255,591.982117679267,567.239814709137,39.1636913361043,606.403506045241,39.1636913361043,567.197575295159,0.0422394139784891
198.8,585.278703489803,199.2255,546.115013363425,577.420588529414,39.1636901263781,616.584278655792,39.1636901263781,577.406092316646,0.0144962127681392
198.7,604.408676930432,199.1255,565.24498792005,542.958435413036,39.1636890103823,582.122124423418,39.1636890103823,542.953674419368,0.00476099366824202
198.6,521.531686004344,199.0255,482.36799814905,468.870568141082,39.1636878552939,508.034255996376,39.1636878552939,468.869074085225,0.00149405585710684
198.5,402.63265103143,198.9255,363.468964161863,370.251401238295,39.1636868695662,409.415088107861,39.1636868695662,370.250954069969,0.000447168326266934
198.4,281.707415237922,198.8255,242.543729111111,266.631385534629,39.1636861268108,305.79507166144,39.1636861268108,266.631258114666,0.000127419962889106
198.3,230.76340271541,198.7255,191.599717084242,174.900187704579,39.1636856311684,214.063873335748,39.1636856311684,174.900153192195,3.4512384644614E-05
198.2,175.807820653795,198.6255,136.644135414164,104.555811761585,39.1636852396309,143.719497001216,39.1636852396309,104.555802888141,8.8734439870128E-06
198.1,64.8341108038846,198.5255,25.6704258434885,57.0937191947541,39.1636849603961,96.2574041551502,39.1636849603961,57.0937170315728,2.16318130851445E-06
198,43.8459841128723,198.4255,4.68229920493416,28.6012531879658,39.1636849079382,67.764938095904,39.1636849079382,28.6012526884351,4.99530744942486E-07
197.9,80.8596082087215,198.3255,41.6959233103517,13.2294731807172,39.1636848983698,52.393158079087,39.1636848983698,13.229473071535,1.0918219733204E-07
197.8,49.8738908538597,198.2255,10.7102060406963,5.69848018588215,39.1636848131634,44.8621649990456,39.1636848131634,5.69848016331031,2.25718422455471E-08
197.7,36.8833690913884,198.1255,-2.28031569988849,2.30885409843911,39.1636847912769,41.472538889716,39.1636847912769,2.30885409402792,4.41119273004206E-09
197.6,68.8949253784465,198.0255,29.7312405825097,0.889158168341865,39.1636847959368,40.0528429642787,39.1636847959368,0.88915816752734,8.14520327849461E-10
197.5,74.9106361474443,197.9255,35.7469514122638,0.328449479499092,39.1636847351805,39.4921342146796,39.1636847351805,0.32844947935705,1.4204189584724E-10
197.4,29.9220891309926,197.8255,-9.24159553113831,0.117101151843194,39.1636846621309,39.2807858139741,39.1636846621309,0.117101151819807,2.3385089918065E-11
197.3,23.9279722544694,197.7255,-15.2357124265469,0.0403959968255379,39.1636846810163,39.2040806778418,39.1636846810163,0.0403959968219048,3.63339092809666E-12
197.2,58.9370252620181,197.6255,19.7733405498674,0.0134721305768508,39.1636847121508,39.1771568427276,39.1636847121508,0.0134721305763166,5.32402166870854E-13
197.1,28.9466265579472,197.5255,-10.2170581137964,0.00433089735906833,39.1636846717436,39.1680155691026,39.1636846717436,0.00433089735899823,7.36674903397353E-14
197,29.9530613535217,197.4255,-9.21062333910066,0.00133705773183124,39.1636846926223,39.1650217503542,39.1636846926223,0.00133705773182678,9.72582655015686E-15
196.9,15.9580771490434,197.3255,-23.2056075624009,0.000395005645899005,39.1636847114444,39.1640797170903,39.1636847114444,0.000395005645898235,1.24428926257965E-15
196.8,62.96669968717,197.2255,23.8030149283046,0.00011133476395031,39.1636847588655,39.1637960936294,39.1636847588655,0.000111334763948924,0
196.7,17.9755426335603,197.1255,-21.1881420766633,2.98675000323101E-05,39.1636847102236,39.1637145777236,39.1636847102236,2.98675000351738E-05,0
196.6,15.9792521975878,197.0255,-23.1844325559341,7.61215318334507E-06,39.1636847535219,39.1636923656751,39.1636847535219,7.61215318594446E-06,0
196.5,14.9826347861956,196.9255,-24.1810500147041,1.84049874007997E-06,39.1636848008997,39.1636866413985,39.1636848008997,1.84049874007336E-06,0
196.4,36.9883126163193,196.8255,-2.17537223399489,4.21689186680396E-07,39.1636848503142,39.1636852720033,39.1636848503142,4.21689188266164E-07,0
196.3,23.9949750453304,196.7255,-15.1687098094291,9.14709019639304E-08,39.1636848547596,39.1636849462305,39.1636848547596,9.14709034786773E-08,0
196.2,22,196.6255,-17.1636848857571,1.87707556165151E-08,39.1636848857571,39.1636849045279,39.1636848857571,1.87707545935355E-08,0
196.1,0,196.5255,-39.1636849208314,3.6418015270101E-09,39.1636849208314,39.1636849244732,39.1636849208314,3.64180243828761E-09,0
196,13,196.4255,-26.1636850008631,6.67661481656978E-10,39.1636850008631,39.1636850015308,39.1636850008631,6.67660076959829E-10,0
195.9,20,196.3255,-19.1636850543291,1.15612408535526E-10,39.1636850543291,39.1636850544447,39.1636850543291,1.1561144362669E-10,0
195.8,49,196.2255,9.83631490650961,1.89004367712187E-11,39.1636850934904,39.1636850935093,39.1636850934904,1.89004383968166E-11,0
195.7,39,196.1255,-0.163685073389701,2.91322521661641E-12,39.1636850733897,39.1636850733926,39.1636850733897,2.91626103728409E-12,0
195.6,2,196.0255,-37.1636850737242,4.2632564145606E-13,39.1636850737242,39.1636850737246,39.1636850737242,4.24751944475937E-13,0
195.5,29,195.9255,-10.1636851496689,5.6843418860808E-14,39.1636851496689,39.1636851496689,39.1636851496689,5.81763453459798E-14,0
195.4,26,195.8255,-13.1636851704385,7.105427357601E-15,39.1636851704385,39.1636851704385,39.1636851704385,7.34660218009101E-15,0
195.3,47,195.7255,7.83631480266124,0,39.1636851973388,39.1636851973388,39.1636851973388,8.10747980895516E-16,0
195.2,55,195.6255,15.8363148186749,0,39.1636851813251,39.1636851813251,39.1636851813251,0,0
195.1,48,195.5255,8.83631485103669,0,39.1636851489633,39.1636851489633,39.1636851489633,0,0
195,35,195.4255,-4.16368513090615,0,39.1636851309061,39.1636851309061,39.1636851309061,0,0
