#No of rows lightened (2D detector)1(if not using 2D detector, value is 1 and can be ignored!)
raw_x,raw_y,corrected x,data-bg,sum_components,bg,sum_fit,C=C,pi-pi,pi-pi2,C-C,C-O
295.0,721.0,295.6303,0.0,-664.4336916886567,721.0,56.56630831134324,16.145243689003156,28.47666787369407,0.631847187538541,0.32861926301642663,10.983930298091055
294.9000000000001,762.0,295.53030000000007,41.05773784842029,-661.5968718496912,720.9422621515797,59.34539030188858,16.439396861548204,29.78668099283389,1.5626277625551364,0.33497383369900774,11.221710851252332
294.79999999999995,759.0,295.43029999999993,38.16915144216398,-657.6346000999597,720.830848557836,63.19624845787634,16.741663508291236,31.191522320465758,3.4542827193968724,0.3415147563125447,11.46726515340993
294.70000000000005,798.0,295.3303,77.33157547750511,-652.0211044062364,720.6684245224949,68.64732011625853,17.052344811798438,32.70053330448599,6.825258251928089,0.3482493987486258,11.720934349297382
294.5999999999999,820.0,295.2302999999999,99.58035962948884,-644.3312433906087,720.4196403705112,76.08839697990237,17.371756062209258,34.32415564598982,12.054221353091423,0.3551854971523089,11.98307842145956
294.5,840.0,295.1303,119.88899056578828,-634.6912182640557,720.1110094342117,85.41979117015603,17.700227457773437,36.074061570227855,19.029093517266435,0.36233117826177064,12.254077446626532
294.4000000000001,792.0,295.03030000000007,72.15906002932434,-624.0847950058796,719.8409399706757,95.75614496479598,18.0381049589085,37.96329407269443,26.850717999370683,0.369694983347633,12.53433295047474
294.29999999999995,825.0,294.93029999999993,105.40876653513453,-614.132395150657,719.5912334648655,105.45883831420845,18.385751199887178,40.0064155730397,33.86511627777886,0.377285893883993,12.824269369618705
294.20000000000005,810.0,294.8303,90.68452465812368,-606.6652631760758,719.3154753418763,112.65021216580057,18.74354646265066,42.21966240885013,38.17755430460486,0.3851133590961944,13.124335630598722
294.0999999999999,842.0,294.7302999999999,122.98499953195665,-602.9837873623285,719.0150004680434,116.03121310571484,19.11188971764261,44.621101350385906,38.47002785550495,0.393187325544219,13.435006856637147
294.0,847.0,294.6303,128.33842557498463,-603.1318838886162,718.6615744250154,115.52969053639913,19.491199736966774,47.23078279964031,34.64940351684442,0.40151826891523357,13.75678621403238
293.9000000000001,819.0,294.53030000000007,100.66045751081663,-605.991320647732,718.3395424891834,112.34822184145136,19.8819162856962,50.070883551213676,27.89509786497633,0.41011722821673524,14.090206911348414
293.79999999999995,848.0,294.43029999999993,129.98480468349442,-609.6367288762845,718.0151953165056,108.37846644022119,20.284501397646455,53.16582995593007,20.073304878146846,0.41899584257954636,14.435834365918272
293.70000000000005,833.0,294.3303,115.32978073650543,-612.2946902131408,717.6702192634946,105.37552905035372,20.699440742536655,56.54239008750812,12.91126327563972,0.4281663909014045,14.7942685537678
293.5999999999999,800.0,294.2302999999999,82.60813287795565,-613.0081467172489,717.3918671220443,104.38372040479545,21.12724509210803,60.2297211468691,7.422965770412116,0.4376418345851377,15.166146560821064
293.5,831.0,294.1303,113.88445251234907,-611.4735931985178,717.1155474876509,105.64195428913314,21.568451893447502,64.25935596700934,3.814565209840278,0.4474358636505387,15.552145355185473
293.4000000000001,795.0,294.03030000000007,78.15450919455373,-607.9940549783547,716.8454908054463,108.85143582709156,22.023626958601554,68.66511026833318,1.7521508510611148,0.4575629465289791,15.95298480256674
293.29999999999995,797.0,293.93029999999993,80.37744631913222,-603.0894501678804,716.6225536808678,113.53310351298742,22.49336628038347,73.48289046763466,0.7193774317880571,0.46803838388080093,16.36943094930043
293.20000000000005,808.0,293.8303,91.61931846442474,-597.1068267515933,716.3806815355753,119.27385478398192,22.97829798527353,78.7503806174939,0.26399821409309643,0.47887836681215923,16.802299600309244
293.0999999999999,852.0,293.7302999999999,135.9393250491736,-590.2458462826432,716.0606749508264,125.8148286681832,23.4790844353835,84.50658673382964,0.08659723661467399,0.4901000399082242,17.25246022244716
293.0,846.0,293.6303,130.31374605400356,-582.6506598200804,715.6862539459964,133.03559412591605,23.99642449260445,90.79121766701589,0.025390189539520828,0.5017215695437954,17.720840207212394
292.9000000000001,846.0,293.53030000000007,130.68077216702784,-574.415441966051,715.3192278329722,140.9037858669211,24.531055959436898,97.64388409854928,0.006654060067743761,0.5137622179842287,18.208429530882956
292.79999999999995,861.0,293.43029999999993,146.06995560499195,-565.4990977079617,714.930044395008,149.4309466870464,25.083758212408924,105.10310148245829,0.0015587137118629553,0.5262424238449016,18.716285854622406
292.70000000000005,872.0,293.3303,157.49684941582507,-555.8576561456649,714.5031505841749,158.64549443850999,25.65535504566182,113.20508902505063,0.0003263659629835716,0.5391838895421183,19.24554011229241
292.5999999999999,865.0,293.2302999999999,150.93057852553738,-545.4902651005705,714.0694214744626,168.57915637389212,26.24671774410971,121.98236523332892,6.108044997176642e-05,0.5526096764402605,19.797402639563263
292.5,870.0,293.1303,156.36271274438025,-534.3766432665324,713.6372872556198,179.26064398908738,26.85876840757138,131.46215115068864,1.0217825013685668e-05,0.5665443084800369,20.37316990452231
292.4000000000001,880.0,293.03030000000007,166.81718766386678,-522.4704765089629,713.1828123361332,190.71233582717036,27.492483549620097,141.66460495694204,1.5278248118120538e-06,0.5810138851658576,20.974231907617565
292.29999999999995,895.0,292.93029999999993,182.3081486081976,-509.74390091041795,712.6918513918024,202.94795048138445,28.148897997376668,152.60092574757957,2.0419613672696658e-07,0.5960462048923753,21.602080327339674
292.20000000000005,907.0,292.8303,194.83851481995578,-496.1910082161688,712.1614851800442,215.9704769638754,28.82910912137254,164.27137942045627,2.4393849974892797e-08,0.6116708997086866,22.25831749794406
292.0999999999999,942.0,292.7302999999999,230.4365620874148,-481.7932557267706,711.5634379125852,229.77018218581458,29.53428142782297,176.66331485584203,2.604785949385618e-09,0.6279195827521139,22.944666316792652
292.0,977.0,292.6303,266.13487055766313,-466.54241774260055,710.8651294423369,244.32271169973632,30.26565154920082,189.7492529487977,2.486122919593033e-10,0.6448260097338157,23.662981191755385
291.9000000000001,988.0,292.53030000000007,277.8999248494872,-450.51271170576183,710.1000751505128,259.58736344475096,31.024533673145292,203.48514336154298,2.1209577574339777e-11,0.6624262560331078,24.41526015400836
291.79999999999995,1001.0,292.43029999999993,291.70093166666936,-433.79343285367486,709.2990683333306,275.5056354796558,31.812325454227953,217.80889283576442,1.6173361921444532e-12,0.6807589111524076,25.203658278509373
291.70000000000005,996.0,292.3303,287.515460425504,-416.48438396060203,708.484539574496,292.000155613894,32.63051445831589,232.63927328898467,1.102370178574231e-13,0.699865292511187,26.030502574082163
291.5999999999999,1034.0,292.2302999999999,326.3787552154125,-398.6471448045792,707.6212447845875,308.97409998000825,33.480685195113296,247.87531657643325,6.71604305898597e-15,0.719789680815341,26.89830852764642
291.5,1083.0,292.1303,376.3669983560527,-380.321801913362,706.6330016439473,326.3111997305853,34.36452680100553,263.39629483687844,3.657281190356758e-16,0.740579579532835,27.80979851316854
291.4000000000001,1109.0,292.03030000000007,403.46364287954407,-361.65993713920903,705.5363571204559,343.8764199812469,35.28384144192521,279.06237023175777,1.780172540279378e-17,0.76228600134911,28.76792230621479
291.29999999999995,1107.0,291.93029999999993,402.59717384578687,-342.8854533116834,704.4028261542131,361.5173728425297,36.240553514367384,294.71597556340237,7.745058592306972e-19,0.7849637848653367,29.775879979894647
291.20000000000005,1106.0,291.8303,402.7296726591744,-324.20382995181626,703.2703273408256,379.0664973890093,37.23671973242769,310.1839582126256,3.01193907178642e-20,0.8086719452566691,30.83714749869941
291.0999999999999,1104.0,291.7302999999999,401.86113641267366,-305.79485881473965,702.1388635873263,396.3440047725867,38.274540199776865,325.28048513563914,1.046951399503123e-21,0.8334740631314014,31.955505374039262
291.0,1201.0,291.6303,500.1295697311796,-287.7088822233218,700.8704302688204,413.16154804549865,39.356370578000586,339.8106679507544,3.2528626508440295e-23,0.8594387164371928,33.135070800306515
290.9000000000001,1128.0,291.53030000000007,428.43537333221036,-270.23809089090173,699.5646266677896,429.3265357768879,40.48473547726074,353.5748265838945,9.033661122044957e-25,0.8866399609691191,34.38033375476358
290.79999999999995,1200.0,291.43029999999993,501.7434464633035,-253.60958478116947,698.2565535366965,444.64696875552704,41.6623432116103,366.37327005839194,2.2424394680183004e-26,0.9151578658534029,35.69619761967144
290.70000000000005,1198.0,291.3303,501.15378057112116,-237.90957670038392,696.8462194288788,458.9366427284949,42.89210208031249,378.0114365635093,4.975497668231311e-28,0.945079111342641,37.088024973330526
290.5999999999999,1230.0,291.2302999999999,534.6103340634927,-223.36913596028643,695.3896659365073,472.02052997622087,44.177138358305854,388.30520466031356,9.867592136385291e-30,0.9764976573826937,38.56168930021873
290.5,1172.0,291.1303,478.034375664902,-210.22549324710275,693.965624335098,483.7401310879953,45.520816203956876,397.0861658993005,1.7492211432585857e-31,1.009515492728657,40.12363349200922
290.4000000000001,1193.0,291.03030000000007,500.41032316398866,-198.63109919489034,692.5896768360113,493.958577641121,46.92675972137537,404.20663828900507,2.77164185323739e-33,1.0442434759444899,41.78093615479607
290.29999999999995,1178.0,290.93029999999993,486.7985954334898,-188.63613657891244,691.2014045665102,502.56526798759774,48.398877447943875,409.5442013513445,3.9254402222177457e-35,1.0808022814508425,43.54138690685849
290.20000000000005,1214.0,290.8303,524.2203507889542,-180.2998166203704,689.7796492110458,509.4798325906754,49.94138957668489,413.0055474966715,4.96933746353478e-37,1.1193234659590183,45.413572051359964
290.0999999999999,1200.0,290.7302999999999,511.6770917750488,-173.66765624456627,688.3229082249512,514.655251980385,51.558858268276936,414.52947079380186,5.622992149850498e-39,1.1599506732075033,47.406972245098615
290.0,1090.0,290.6303,402.9633138581265,-168.9566980004704,687.0366861418735,518.0799881414031,53.25622146000887,414.08885161852913,5.687158456812669e-41,1.2028409979857015,49.53207406487944
289.9000000000001,1135.0,290.53030000000007,449.1616229471566,-166.0593401703618,685.8383770528434,519.7790368824816,55.038830640549335,411.69154200143487,5.141407718466553e-43,1.2481665341051937,51.80049770639226
289.79999999999995,1159.0,290.43029999999993,474.46047562443596,-164.7256627462816,684.539524375564,519.8138616292824,56.91249313101862,407.38010891683604,4.154584785060437e-45,1.2961161353762565,54.22514344605154
289.70000000000005,1127.0,290.3303,443.75172057319173,-164.96705460901046,683.2482794268083,518.2812248177978,58.88351949714654,401.23044792954425,3.0007655973694604e-47,1.3468974239488705,56.8203599671581
289.5999999999999,1166.0,290.2302999999999,484.05645996949147,-166.63255192594613,681.9435400305085,515.3109881045624,60.958776816197286,393.3493339896041,1.9372933278803655e-49,1.4007390867783447,59.60213821198271
289.5,1156.0,290.1303,475.40571310469454,-169.53128341027661,680.5942868953055,511.06300348502884,63.14574863859166,383.87102624976274,1.117937586858842e-51,1.4578935087334164,62.588335087941
289.4000000000001,1137.0,290.03030000000007,457.7179274189657,-173.55881157881424,679.2820725810343,505.72326100222006,65.45260262171803,372.9530864304947,5.766318120014866e-54,1.5186398003215378,65.79893214968584
289.29999999999995,1141.0,289.93029999999993,463.0127139560693,-178.48779353237887,677.9872860439307,499.4994925115518,67.88826697545863,360.77160292495967,2.6585112531624266e-56,1.5832872895551136,69.2563353215784
289.20000000000005,1122.0,289.8303,445.29002363100574,-184.09352316133078,676.7099763689943,492.6164532076635,70.4625170512481,347.5160337508343,1.0955627879831362e-58,1.6521795616780024,72.98572284390309
289.0999999999999,1104.0,289.7302999999999,428.51882593602227,-190.17006158150463,675.4811740639777,485.3111124824731,73.18607363433222,333.3838897507514,4.035477282676009e-61,1.7256991479823633,77.01544994940711
289.0,1131.0,289.6303,456.7637633005028,-196.40825342535766,674.2362366994972,477.82798327413957,76.07071476922364,318.5754751839881,1.3286524903529444e-63,1.804272986650036,81.37752033427782
288.9000000000001,1134.0,289.53030000000007,461.05445421284116,-202.53074041779405,672.9455457871588,470.4148053693648,79.12940327028652,303.28888698358713,3.910090142624577e-66,1.888378805615509,86.10813630987568
288.79999999999995,1134.0,289.43029999999993,462.3530050514664,-208.32822006426846,671.6469949485336,463.3187748842651,82.37643245176898,287.71544819059324,1.0285395549749469e-68,1.9785526113353238,91.24834163056761
288.70000000000005,1142.0,289.3303,471.6664791547274,-213.55003916364694,670.3335208452726,456.78348168162563,85.8275930675657,272.0357177028913,2.4183218034813805e-71,2.0753975100647977,96.84477340110377
288.5999999999999,1152.0,289.2302999999999,483.0090009557655,-217.94431760826052,668.9909990442345,451.046681435974,89.500364994129,256.416180142468,5.082367316363354e-74,2.1795941423842997,102.95054215699265
288.5,1161.0,289.1303,493.38206050705173,-221.27894732984691,667.6179394929483,446.33899216310135,93.41413783721936,241.00667912745794,9.547218723970542e-77,2.2919130807752275,109.62626211764885
288.4000000000001,1189.0,289.03030000000007,522.8110921412601,-223.3053390217575,666.1889078587399,442.88356883698236,97.59046541617532,225.9386172068549,1.603048122277887e-79,2.4132296287586312,116.94125658519349
288.29999999999995,1154.0,288.93029999999993,489.23429093363256,-223.86893272069017,664.7657090663674,440.89677634567727,102.05336000140312,211.32390856686334,2.4058863711719706e-82,2.5445415748344913,124.97496620257633
288.20000000000005,1166.0,288.8303,502.6291086127909,-222.78103946219767,663.3708913872091,440.58985192501143,106.82963328383957,197.25463827896175,3.227472339875081e-85,2.6869906040217835,133.81858975818835
288.0999999999999,1156.0,288.7302999999999,494.0306712490261,-219.79780488157348,661.9693287509739,442.1715238694004,111.94929237598141,183.8033557287417,3.869980802708841e-88,2.8418882663384846,143.5769874983388
288.0,1160.0,288.6303,499.42773191772744,-214.7207350221679,660.5722680822726,445.85153306010466,117.44600072994281,171.02391074842126,4.1477632289757445e-91,3.0107476621049067,154.37087391963567
287.9000000000001,1171.0,288.53030000000007,511.8498509835067,-207.30516359829807,659.1501490164933,451.8449854181952,123.35761577112139,158.95272910381524,3.9735434687126816e-94,3.1953223526780548,166.33931819058057
287.79999999999995,1128.0,288.43029999999993,470.23091173319835,-197.39164581494856,657.7690882668016,460.3774424518531,129.72681736376757,147.61041908168932,3.402521235044596e-97,3.397654476684239,179.642551529712
287.70000000000005,1160.0,288.3303,503.6003715711653,-184.70900198920208,656.3996284288347,471.69062643963264,136.60184405507752,137.00360227250744,2.604249473302072e-100,3.620134696427863,194.4650454156198
287.5999999999999,1219.0,288.2302999999999,564.1018383246202,-168.84959642336509,654.8981616753798,486.0485652520147,144.0373575294671,127.12686823390764,1.781653274733156e-103,3.865577491229288,211.0187619974107
287.5,1232.0,288.1303,578.7089272245453,-149.54716041032668,653.2910727754547,503.74391236512804,152.095460040969,117.96476334666302,1.0894885254874593e-106,4.137316565625035,229.546372411871
287.4000000000001,1284.0,288.03030000000007,632.4120780722124,-126.48389683656353,651.5879219277876,525.1040250912241,160.84689505466747,109.49373756024471,5.954989437903021e-110,4.43932692159715,250.3240655547148
287.29999999999995,1299.0,287.93029999999993,649.2143779046293,-99.28948998795511,649.7856220953707,550.4961321074156,170.37246829746823,101.68398763468348,2.9093649013219923e-113,4.7763827224665265,273.66329345279735
287.20000000000005,1290.0,287.8303,642.030203320433,-67.63927699225474,647.969796679567,580.3305196873123,180.76473543676929,94.501150793272,1.2704988011777856e-116,5.154263880683081,299.910369576588
287.0999999999999,1300.0,287.7302999999999,653.8525512131446,-31.087399050638396,646.1474487868554,615.060049736217,192.1300144342416,87.90781746668897,4.959172199316617e-120,5.580030041761172,329.44218779352525
287.0,1316.0,287.6303,671.7166459583177,10.890065310022806,644.2833540416823,655.1734193517051,204.59079634470746,81.86484530182821,1.7302265927265174e-123,6.062389530609734,362.6553881745597
286.9000000000001,1405.0,287.53030000000007,762.7338561113722,58.91218340283899,642.2661438886278,701.1783272914668,218.28864949639018,76.33246831840592,5.395797483576988e-127,6.612205068917408,399.94500440775323
286.79999999999995,1417.0,287.43029999999993,776.8989799580377,113.4681394707784,640.1010200419623,753.5691595127407,233.38774080882263,71.27120473359632,1.5040669373262763e-130,7.243201842165065,441.6670121281566
286.70000000000005,1459.0,287.3303,821.1462468046716,174.9184546075196,637.8537531953284,812.772207802848,250.07913767408544,66.64257443435056,3.7474647183342934e-134,7.97298524102623,488.07751045338574
286.5999999999999,1498.0,287.2302999999999,862.5139104909788,243.57446984258763,635.4860895090212,879.0605593516088,268.586108973662,62.40964241658407,8.345777565973239e-138,8.824553290180075,539.2402546711827
286.5,1571.0,287.1303,938.0459655586549,319.47829082643216,632.9540344413451,952.4323252677773,289.1707212074514,58.53740790476313,1.6613262344724912e-141,9.82864162296989,594.8955545325929
286.4000000000001,1594.0,287.03030000000007,963.7203431695239,402.1731820681582,630.2796568304761,1032.4528388986344,312.1421354209941,54.99306056886096,2.9559828193116744e-145,11.027551572426924,654.2900913363522
286.29999999999995,1712.0,286.93029999999993,1084.6008149814884,490.67892385212326,627.3991850185116,1118.0781088706349,337.8671676928531,51.746125570111644,4.701189447142659e-149,12.481757862089296,715.9830577455807
286.20000000000005,1774.0,286.8303,1149.742882822824,583.2496225794521,624.257117177176,1207.5067397566281,366.7839033472811,48.76851840353212,6.683015439211465e-153,14.281890148326898,777.6724278574881
286.0999999999999,1844.0,286.7302999999999,1223.0796879437794,677.2279130044442,620.9203120562206,1298.1482250606648,399.4194883419805,46.0345289672486,8.491727339978816e-157,16.571116306518277,836.1230914449173
286.0,1981.0,286.6303,1363.7173968334746,769.5470324458721,617.2826031665253,1386.8296356123974,436.4137165639575,43.52075224937136,9.644472571502042e-161,19.587005230487872,887.3081615685808
285.9000000000001,2027.0,286.53030000000007,1413.6230592165587,856.976463942365,613.3769407834413,1470.3534047258063,478.55077943708045,41.20598071543121,9.790836277858165e-165,23.73743945349516,926.8592051197995
285.79999999999995,2131.0,286.43029999999993,1521.750957852028,937.1768738820554,609.249042147972,1546.4259160300273,526.8026930807345,39.07107109337372,8.884233393114384e-169,29.72981789315222,950.822333962767
285.70000000000005,2218.0,286.3303,1613.1594565123353,1009.9622353810935,604.8405434876647,1614.8027788687582,582.3897191306169,37.09879593083589,7.205746752633085e-173,38.77024523840784,956.5440185688975
285.5999999999999,2301.0,286.2302999999999,1700.8197724576607,1078.1485984906103,600.1802275423393,1678.3288260329496,646.8659822891514,35.273688142635145,5.223924540812838e-177,52.82810394767455,943.3610516534884
