#No of rows lightened (2D detector)1(if not using 2D detector, value is 1 and can be ignored!)
raw_x,raw_y,corrected x,data-bg,sum_components,bg,sum_fit,C=C,pi-pi,pi-pi2,C-C,C-O,C=O
295.0,852.0,295.6685,0.0,-781.3636320655634,852.0,70.63636793443663,20.341064518701394,36.287681423757576,0.1528962994739984,0.10245040401694828,11.217581808487688,2.534693479999021
294.9000000000001,905.0,295.5685000000001,53.075342314693785,-778.5657906090443,851.9246576853062,73.35886707626199,20.710343199129365,38.133617842867054,0.34469729331052623,0.10442418993353787,11.459432180330568,2.606352370690921
294.79999999999995,922.0,295.46849999999995,70.25040755311136,-775.3030145685441,851.7495924468886,76.44657787834451,21.089770598306817,40.129329399056964,0.730765020890314,0.10645564202813709,11.709157098599952,2.681100119462332
294.70000000000005,882.0,295.36850000000004,30.393274799125265,-771.5436109242476,851.6067252008747,80.06311427662718,21.479722060010985,42.29177131278332,1.4568559364709568,0.10854703164876556,11.967100718748869,2.7591172169642806
294.5999999999999,925.0,295.2684999999999,73.54081289121712,-767.0221779566714,851.4591871087829,84.43700915211153,21.88059044331308,44.64028837033164,2.7312059128752444,0.11070074323226722,12.233626122483015,2.8405975598762883
294.5,968.0,295.1685,116.81102401701446,-761.3364813050919,851.1889759829855,89.8524946778937,22.292787112685538,47.19697783670931,4.814944206304924,0.1129192811380776,12.509116574860426,2.9257496661954265
294.4000000000001,950.0,295.0685000000001,99.11754220942919,-754.2723550546804,850.8824577905708,96.61010273589041,22.716742994045802,49.987097810384675,7.982281753788256,0.11520527696941396,12.793976879432082,3.01479802127017
294.29999999999995,951.0,294.96849999999995,100.40076546279658,-745.6485710497411,850.5992345372034,104.95066348746235,23.152909701779173,53.03952061492465,12.444052262210674,0.11756149742195542,13.088634840199042,3.107984570926847
294.20000000000005,951.0,294.86850000000004,100.6862155030633,-735.3627204778154,850.3137844969367,114.95106401912133,23.601760742255898,56.38722774654136,18.242971457162913,0.11999085270401395,13.393542840073902,3.2055703803832323
294.0999999999999,995.0,294.7684999999999,145.03502544484184,-723.5443902454881,849.9649745551582,126.42058430967,24.06379279984527,60.06783860700138,25.149439470354096,0.12249640557638279,13.709179546529207,3.3078374803636663
294.0,986.0,294.6685,136.4345814490938,-710.7223234266328,849.5654185509062,138.8430951242734,24.539527111926947,64.12415954679705,32.60318440329864,0.125081381064468,14.036051756197766,3.415090924988542
293.9000000000001,1000.0,294.5685000000001,150.8423811990425,-697.7475175118411,849.1576188009575,151.41010128911634,25.02951094004195,68.60473247416697,39.74575121682505,0.12774917690072313,14.37469639146293,3.52766108971875
293.79999999999995,1008.0,294.46849999999995,159.28261453536027,-685.5527743321176,848.7173854646397,163.16461113252217,25.534319144915727,73.56435339344297,45.563846314037335,0.13050337476077647,14.72568266341809,3.6459062419472765
293.70000000000005,1027.0,294.36850000000004,178.76248143571308,-675.0063197770728,848.2375185642869,173.23119878721414,26.054555873832218,79.06452081332252,49.11894450864504,0.13334775236312188,15.08961441714169,3.770215421909551
293.5999999999999,1047.0,294.2684999999999,199.2991532198247,-666.6378390048135,847.7008467801753,181.06300777536183,26.590856369625396,85.17376230763226,49.79395844708158,0.13628629650926236,15.467132676963804,3.9010116775494996
293.5,1024.0,294.1685,176.83308615949898,-660.5499983430736,847.166913840501,186.6169154974274,27.14388891138003,91.96777517915687,47.4682540744329,0.13932321714875248,15.858918411307974,4.03875570400089
293.4000000000001,999.0,294.0685000000001,152.3003025780771,-656.3110583560504,846.6996974219229,190.3886390658726,27.71435689795548,99.52930505015746,42.552868669611655,0.14246296256261692,16.265695538911167,4.183949946674228
293.29999999999995,1047.0,293.96849999999995,200.801543064032,-652.9048730700257,846.198456935968,193.2935838659423,28.303001086440535,107.94767550311681,35.87181960321192,0.14571023576794193,16.68823420062197,4.337143236783143
293.20000000000005,1084.0,293.86850000000004,238.4250406440592,-649.1345698845907,845.5749593559408,196.44038947135004,28.91060199886153,117.31787419386329,28.436552902734785,0.14907001225746985,17.12735432375476,4.498936039878201
293.0999999999999,1018.0,293.7684999999999,173.00908585381876,-644.1091463887603,844.9909141461812,200.8817677574209,29.537982511769865,127.73909802103505,21.198223744396657,0.15254755920013097,17.58392950907754,4.669986411941641
293.0,1048.0,293.6685,203.5436156542769,-637.0315791584746,844.4563843457231,207.42480518724847,30.18601064472932,139.31266401490845,14.860074023084287,0.15614845624171167,18.05889127397041,4.851016774314291
292.9000000000001,1083.0,293.5685000000001,239.1720661317172,-627.2813568692828,843.8279338682828,216.54657699899994,30.85560256540333,152.13920567699668,9.795834810418794,0.15987861806044648,18.55323368929361,5.0428216388270535
292.79999999999995,1067.0,293.46849999999995,223.82931286966016,-614.7574161359512,843.1706871303398,228.4132709943887,31.54772583064884,166.31509839733786,6.072407556969021,0.16374431884893464,19.068018451914607,5.246276438669465
292.70000000000005,1076.0,293.36850000000004,233.47847735813684,-599.5557407311396,842.5215226418632,242.96578191072354,32.2634028850577,181.92809361983078,3.5398050972296167,0.16775221891319456,19.60438043993683,5.462347649755441
292.5999999999999,1120.0,293.2684999999999,278.2048298049026,-581.771293080682,841.7951701950974,260.02387711441537,33.00371484060401,199.0521900729178,1.940424581110052,0.17190939360124907,20.163533803415074,5.692104422767162
292.5,1133.0,293.1685,292.0142758759479,-561.6140930522287,840.9857241240521,279.37163107182346,33.76980556346946,217.74183090103185,1.0002606035731054,0.17622336479762662,20.746778649819266,5.936731989132146
292.4000000000001,1123.0,293.0685000000001,282.83028794747304,-539.3626089472089,840.169712052527,300.8071031053181,34.56288609696953,238.02558572447086,0.48487360080821923,0.1807021352480973,21.355508390992824,6.19754715682856
292.29999999999995,1137.0,292.96849999999995,297.65430624042403,-515.1882875499332,839.345693759576,324.1574062096428,35.38423945250281,259.89955266737803,0.22102576065674914,0.18535422600950477,21.99121782673653,6.476016276359154
292.20000000000005,1151.0,292.86850000000004,312.52047079191357,-489.20928978987286,838.4795292080864,349.2702394182136,36.235225803963665,283.3207917263752,0.09474498413883316,0.1901887173550158,22.655512049836556,6.773776136544334
292.0999999999999,1203.0,292.7684999999999,365.48292044631773,-461.52243932389325,837.5170795536823,375.994640229789,37.11728812494623,308.2011705348804,0.03819166040859276,0.19521529350502478,23.35011626838452,7.092658347664238
292.0,1256.0,292.6685,419.5973695235965,-432.2420876682106,836.4026304764035,404.1605428081929,38.031958312362356,334.4020586178118,0.014477041912121274,0.20044429159887597,24.076886653804987,7.43471789070269
291.9000000000001,1269.0,292.5685000000001,433.8088096030665,-401.62885201852777,835.1911903969335,433.56233837840574,38.98086384510699,361.73033829812465,0.005160480038386737,0.20588675537475315,24.837822337559356,7.802266662201607
291.79999999999995,1262.0,292.46849999999995,428.032223254006,-370.0195639789569,833.967776745994,463.9482127670371,39.96573503182619,389.93620169916704,0.001729813779305954,0.2115544940832962,25.63507869603152,8.197913032149687
291.70000000000005,1273.0,292.36850000000004,440.26480141233026,-337.720021973864,832.7351985876697,495.01517661380575,40.98841290814288,418.7131675437973,0.0005452649491390685,0.21746014722807103,26.470982082271874,8.624608667416485
