#No of rows lightened (2D detector)1(if not using 2D detector, value is 1 and can be ignored!)
raw_x,raw_y,corrected x,data-bg,sum_components,bg,sum_fit,bg_shirley_,C-O,TiO2,C-Ti-(OH)x
537.5,260.942537860612,537.9255,260.9420687112762,57.838467643682165,0.0004691493357980062,57.838936793017965,0.0004691493357980062,0.0009996860409359788,9.830918779832162,48.00654917780907
537.4,157.27707863028445,537.8255,157.27661001418906,59.56722312350866,0.0004686160953940853,59.56769173960406,0.0004686160953940853,0.0017291922417657186,10.07223748019109,49.49325645107581
537.3,218.57773109222217,537.7255,218.57726279752495,61.37483007697602,0.0004682946972243051,61.37529837167324,0.0004682946972243051,0.0029590516119161405,10.322545106485338,51.049325918878765
537.2,205.91729166287405,537.6255000000001,205.91682381484398,63.26639097304212,0.0004678480300664914,63.26685882107219,0.0004678480300664914,0.0050094657710999455,10.582293354170949,52.679088153100075
537.1,108.16853409567193,537.5255000000001,108.16806666843719,65.24756520171152,0.0004674272347448112,65.24803262894626,0.0004674272347448112,0.00838996015227771,10.851962628521015,54.38721261303822
537.0,36.2840841276975,537.4255,36.28361692150673,67.3247051573449,0.00046720619077079544,67.32517236353567,0.00046720619077079544,0.013901382533602345,11.132064260718069,56.17873951409323
536.9,29.33657517546635,537.3255,29.336108043422385,69.50504504146265,0.00046713204396575247,69.50551217350662,0.00046713204396575247,0.022786923891392346,11.423142925944376,58.05911519162689
536.8,105.44438869163787,537.2255,105.44392161954335,71.7969631130965,0.0004670720945204577,71.79743018519102,0.0004670720945204577,0.036952431509485205,11.725779284766178,60.034231396820836
536.7,186.6780622586375,537.1255000000001,186.67759540202013,74.21034486381815,0.00046685661738666824,74.21081172043554,0.00046685661738666824,0.05928296971935116,12.040592871671922,62.11046902242688
536.6,282.053007973318,537.0255000000001,282.05254149818023,76.75708273945037,0.0004664751377769947,76.75754921458814,0.0004664751377769947,0.0940906552113385,12.368245257529269,64.29474682670975
536.5,108.36531002573611,536.9255,108.36484412697835,79.45175746761736,0.0004658987577469569,79.45222336637511,0.0004658987577469569,0.14773814644612,12.70944351601972,66.59457580515152
536.4,49.4915823577503,536.8255,49.491116680438644,82.31255643581609,0.0004656773116577819,82.31302211312774,0.0004656773116577819,0.22949245431041757,13.064944027882818,69.01811995362284
536.3,29.554812873127958,536.7255,29.554347296952866,85.36249521515128,0.00046557617509208736,85.36296079132637,0.00046557617509208736,0.35267427850123695,13.435556661078454,71.5742642755716
536.2,64.63015298084974,536.6255000000001,64.62968746507006,88.63101811477881,0.0004655157796741244,88.63148363055849,0.0004655157796741244,0.5361777327512961,13.822149369885011,74.27269101214252
536.1,134.78967218836078,536.5255000000001,134.78920680465362,92.15606091826645,0.00046538370716654227,92.15652630197361,0.00046538370716654227,0.8064424358978137,14.225653261563187,77.12396522080545
536.0,295.1335748851543,536.4255,295.1331097768919,95.98666143229998,0.00046510826241708225,95.9871265405624,0.00046510826241708225,1.1999622481762344,14.647068185642738,80.13963099848101
