#No of rows lightened (2D detector)1(if not using 2D detector, value is 1 and can be ignored!),,,,,,,
raw_x,raw_y,corrected x,data-bg,sum_components,bg,sum_fit,bg_shirley_,C-O
527,7855,527.6485,-8.40101006065379,32.5279282470301,7863.40101006065,7895.92893830768,7863.40101006065,32.5279282470299
526.9,8041,527.5485,177.590521523428,31.1853433378074,7863.40947847657,7894.59482181438,7863.40947847657,31.1853433378075
526.8,7969,527.4485,105.780056841235,29.9270130630657,7863.21994315877,7893.14695622183,7863.21994315877,29.9270130630655
526.7,7824,527.3485,-39.1070544475615,28.7457680276029,7863.10705444756,7891.85282247516,7863.10705444756,28.745768027603
526.6,7820,527.2485,-43.1485234857673,27.6352180929589,7863.14852348577,7890.78374157873,7863.14852348577,27.6352180929592
526.5,7902,527.1485,38.8057493312163,26.5896477977785,7863.19425066878,7889.78389846656,7863.19425066878,26.589647797779
526.4,7922,527.0485,58.8473141168306,25.603928764629,7863.15268588317,7888.7566146478,7863.15268588317,25.6039287646288
526.3,8022,526.9485,158.910169626502,24.6734458024566,7863.0898303735,7887.76327617595,7863.0898303735,24.6734458024568
526.2,7966,526.8485,103.079478756456,23.7940341608246,7862.92052124354,7886.71455540437,7862.92052124354,23.7940341608247
526.1,7860,526.7485,-2.81082614094885,22.9619259456586,7862.81082614095,7885.77275208661,7862.81082614095,22.9619259456583
526,7892,526.6485,29.186028124147,22.173704121592,7862.81397187585,7884.98767599745,7862.81397187585,22.1737041215919
525.9,7943,526.5485,80.2169475477331,21.4262628414954,7862.78305245227,7884.20931529376,7862.78305245227,21.4262628414951
525.8,7904,526.4485,41.3021583176642,20.7167730865185,7862.69784168234,7883.41461476885,7862.69784168234,20.7167730865182
525.7,7833,526.3485,-29.6541478243162,20.0426527888667,7862.65414782432,7882.69680061318,7862.65414782432,20.0426527888666
525.6,7725,526.2485,-137.686036036696,19.4015407581619,7862.6860360367,7882.08757679486,7862.6860360367,19.4015407581622
525.5,7722,526.1485,-140.832894158981,18.7912738503765,7862.83289415898,7881.62416800936,7862.83289415898,18.7912738503765
525.4,7907,526.0485,44.0170541101261,18.2098669130137,7862.98294588987,7881.19281280289,7862.98294588987,18.209866913014
525.3,7891,525.9485,28.0639415767546,17.6554951168064,7862.93605842325,7880.59155354005,7862.93605842325,17.6554951168067
525.2,7872,525.8485,9.093796464138,17.1264783464985,7862.90620353586,7880.03268188236,7862.90620353586,17.1264783464985
525.1,7833,525.7485,-29.8965748363316,16.621267374383,7862.89657483633,7879.51784221072,7862.89657483633,16.621267374383
525,7838,525.6485,-24.9284630487118,16.1384315823761,7862.92846304871,7879.06689463109,7862.92846304871,16.1384315823762
