#No of rows lightened (2D detector)1(if not using 2D detector, value is 1 and can be ignored!)
raw_x,raw_y,corrected x,data-bg,sum_components,bg,sum_fit,C=C,pi-pi*,pi-pi*2,C-C,C-O,C=O
295.0,721.0,295.6303,0.0,-675.2315251582681,721.0,45.76847484173189,9.99187171561995,15.331932180841054,4.208734052762715,1.4541532278768348,11.625037527197392,3.156746137433938
294.9000000000001,762.0,295.53030000000007,41.05773784842029,-670.5527707156218,720.9422621515797,50.38949143595789,10.173990502747554,16.184457619993015,7.432849114987602,1.4821740319604646,11.870218403554027,3.245801762715232
294.79999999999995,759.0,295.43029999999993,38.16915144216398,-664.1256408094687,720.830848557836,56.70520774836729,10.361135378339704,17.116855040396302,12.254288066230005,1.5110126679048916,12.123210796016773,3.3387057994796194
294.70000000000005,798.0,295.3303,77.33157547750511,-655.7539157817487,720.6684245224949,64.91450874074616,10.553493049167008,18.139928937744596,18.860351789659262,1.5407012759753576,12.384348877532592,3.4356848106673428
294.5999999999999,820.0,295.2302999999999,99.58035962948884,-645.5416759077767,720.4196403705112,74.87796446273441,10.751258974987946,19.266265640409216,27.098199036612368,1.5712735910326854,12.653984815549192,3.536982404143
294.5,840.0,295.1303,119.88899056578828,-634.1214473215374,720.1110094342117,85.98956211267432,10.954637865745267,20.510525521029162,36.34628293799424,1.6027650384245389,12.9324899427901,3.6428608066910177
294.4000000000001,792.0,295.03030000000007,72.15906002932434,-622.6680802806804,719.8409399706757,97.17285968999526,11.163844212042102,21.889768211485826,45.51017580072857,1.6352128366736858,13.220256017512254,3.7536026115528234
294.29999999999995,825.0,294.93029999999993,105.40876653513453,-612.535602238525,719.5912334648655,107.05563122634048,11.37910285145661,23.423807827080655,53.19685513730127,1.6686561075176498,13.517696581097335,3.8695127218869425
294.20000000000005,810.0,294.8303,90.68452465812368,-605.0112499225112,719.3154753418763,114.30422541936514,11.600649573494865,25.13559210577137,58.048678808690454,1.7031359939082324,13.82524842163218,3.990920515868027
294.0999999999999,842.0,294.7302999999999,122.98499953195665,-601.001729350428,719.0150004680434,118.0132711176153,11.828731766230591,27.0515954132392,59.132692735472254,1.738695786636651,14.143373153005127,4.118182263031475
294.0,847.0,294.6303,128.33842557498463,-600.6630460658191,718.6615744250154,117.99852835919631,12.063609107934791,29.202210727615455,56.23308471732664,1.7753810603104596,14.47255891998892,4.25168382602004
293.9000000000001,819.0,294.53030000000007,100.66045751081663,-603.4722533447821,718.3395424891834,114.86728914440133,12.305554307326014,31.622120045478475,49.92120904395395,1.8132398194825925,14.81332224089712,4.391843687263178
293.79999999999995,848.0,294.43029999999993,129.98480468349442,-608.1800092921312,718.0151953165056,109.83518602437438,12.554853896374214,34.350616286759546,41.37206683844888,1.8523226558059724,15.166210000564512,4.539116346421236
293.70000000000005,833.0,294.3303,115.32978073650543,-613.3001058880446,717.6702192634946,104.37011337544992,12.811809079972775,37.43184298830154,32.00798064032884,1.8926829171756947,15.53180160776785,4.693996141903233
293.5999999999999,800.0,294.2302999999999,82.60813287795565,-617.5807476648328,717.3918671220443,99.81111945721163,13.076736647196377,40.91491127355855,23.117361755213857,1.9343768899163483,15.910711332705041,4.857021558621445
293.5,831.0,294.1303,113.88445251234907,-620.015445726512,717.1155474876509,97.10010176113897,13.349969949285759,44.853847333411196,15.58644954680548,1.9774639951747288,16.303590841798638,5.028780094663169
293.4000000000001,795.0,294.03030000000007,78.15450919455373,-620.152896802543,716.8454908054463,96.69259400290335,13.631859950023212,49.307318667753634,9.810362663169801,2.0220070008011524,16.71113194901448,5.209913772141081
293.29999999999995,797.0,293.93029999999993,80.37744631913222,-617.99405544169,716.6225536808678,98.62849823917779,13.922776354673784,54.33808446619444,5.764370170729764,2.068072250128738,17.134069604947328,5.4011253925037455
293.20000000000005,808.0,293.8303,91.61931846442474,-613.6914601952824,716.3806815355753,102.68922134029286,14.2231088242895,60.01211568731612,3.161896117500158,2.1157299092097497,17.573185147320295,5.603185654657025
293.0999999999999,852.0,293.7302999999999,135.9393250491736,-607.4996719694818,716.0606749508264,108.56100298134459,14.5332682828435,66.39733458664094,1.619094762402996,2.1650542342318175,18.029309839208192,5.816941276017144
293.0,846.0,293.6303,130.31374605400356,-599.7338831100271,715.6862539459964,115.95237083596933,14.85368832537846,73.56193252961155,0.7739731127897528,2.216123861015882,18.503328724254178,6.043324282919509
292.9000000000001,846.0,293.53030000000007,130.68077216702784,-590.6682029368847,715.3192278329722,124.6510248960875,15.184826736215975,81.57223960971886,0.3453889310913391,2.2690221187082975,18.996184831580255,6.283362668772782
292.79999999999995,861.0,293.43029999999993,146.06995560499195,-580.3979367681145,714.930044395008,134.5321076268935,15.527167127153353,90.49014025750114,0.1438864481690658,2.323837370002916,19.508883766847244,6.538192657219757
